uniprot_acc	pathway_id	pathway_name
A0A590UJ08	hsa04530	Tight junction
A0A0C4DFT3	hsa04530	Tight junction
Q15700	hsa04530	Tight junction
B7Z2T4	hsa04530	Tight junction
Q92796	hsa04530	Tight junction
Q14247	hsa04530	Tight junction
P04626	hsa04530	Tight junction
J3QLU9	hsa04530	Tight junction
F5H1T4	hsa04530	Tight junction
Q96PU5	hsa04530	Tight junction
Q6ZSZ5	hsa04530	Tight junction
A0A087WZG4	hsa04530	Tight junction
Q14160	hsa04530	Tight junction
A0A0G2JPP5	hsa04530	Tight junction
A0A0G2JNZ2	hsa04530	Tight junction
O95500	hsa04530	Tight junction
P56746	hsa04530	Tight junction
P43694	hsa04530	Tight junction
B3KUF4	hsa04530	Tight junction
B6DU75	hsa04530	Tight junction
P56750	hsa04530	Tight junction
O95049	hsa04530	Tight junction
P14317	hsa04530	Tight junction
P34932	hsa04530	Tight junction
P05556	hsa04530	Tight junction
P05412	hsa04530	Tight junction
P61586	hsa04530	Tight junction
C9JRM1	hsa04530	Tight junction
A0A7I2YQV1	hsa04530	Tight junction
C9JX21	hsa04530	Tight junction
Q6P1M3	hsa04530	Tight junction
J3QRV5	hsa04530	Tight junction
Q15334	hsa04530	Tight junction
Q13233	hsa04530	Tight junction
Q99683	hsa04530	Tight junction
P61006	hsa04530	Tight junction
P55196	hsa04530	Tight junction
J3KN01	hsa04530	Tight junction
A8MQ02	hsa04530	Tight junction
P26038	hsa04530	Tight junction
P35579	hsa04530	Tight junction
P35580	hsa04530	Tight junction
P35749	hsa04530	Tight junction
P10916	hsa04530	Tight junction
P60660	hsa04530	Tight junction
P46934	hsa04530	Tight junction
P35240	hsa04530	Tight junction
P56880	hsa04530	Tight junction
O75508	hsa04530	Tight junction
Q9Y624	hsa04530	Tight junction
Q9NPB6	hsa04530	Tight junction
P12004	hsa04530	Tight junction
P56856	hsa04530	Tight junction
Q9Y2J4	hsa04530	Tight junction
Q9UGJ0	hsa04530	Tight junction
A0A494C068	hsa04530	Tight junction
A0A494C1K7	hsa04530	Tight junction
E9PGP6	hsa04530	Tight junction
Q8TEU7	hsa04530	Tight junction
Q92930	hsa04530	Tight junction
Q9NY65	hsa04530	Tight junction
Q9UGI9	hsa04530	Tight junction
Q8N7P3	hsa04530	Tight junction
Q9H329	hsa04530	Tight junction
Q68EM7	hsa04530	Tight junction
P67775	hsa04530	Tight junction
P62714	hsa04530	Tight junction
P30153	hsa04530	Tight junction
P30154	hsa04530	Tight junction
P63151	hsa04530	Tight junction
A0A590UJJ1	hsa04530	Tight junction
Q00005	hsa04530	Tight junction
Q9Y2T4	hsa04530	Tight junction
Q13131	hsa04530	Tight junction
P54646	hsa04530	Tight junction
Q9Y478	hsa04530	Tight junction
O43741	hsa04530	Tight junction
P17612	hsa04530	Tight junction
P22694	hsa04530	Tight junction
B1APF9	hsa04530	Tight junction
A0A087WVC4	hsa04530	Tight junction
B1APG3	hsa04530	Tight junction
P22612	hsa04530	Tight junction
P54619	hsa04530	Tight junction
Q02156	hsa04530	Tight junction
P41743	hsa04530	Tight junction
Q66LE6	hsa04530	Tight junction
Q05513	hsa04530	Tight junction
P45983	hsa04530	Tight junction
P45984	hsa04530	Tight junction
D7R525	hsa04530	Tight junction
P53779	hsa04530	Tight junction
A0A286YES0	hsa04530	Tight junction
D6RJF9	hsa04530	Tight junction
D6RCB1	hsa04530	Tight junction
A0A286YFD7	hsa04530	Tight junction
F8W9R5	hsa04530	Tight junction
A0A1P0B7D2	hsa04530	Tight junction
A0A286YF02	hsa04530	Tight junction
A0A286YEQ7	hsa04530	Tight junction
A0A286YF97	hsa04530	Tight junction
A0A286YFN2	hsa04530	Tight junction
O14733	hsa04530	Tight junction
Q8TEW0	hsa04530	Tight junction
Q9P1U1	hsa04530	Tight junction
Q9P2M7	hsa04530	Tight junction
Q9Y3L5	hsa04530	Tight junction
A0A087X2C3	hsa04530	Tight junction
P57087	hsa04530	Tight junction
Q96JB8	hsa04530	Tight junction
A0A087WUS1	hsa04530	Tight junction
P51153	hsa04530	Tight junction
A0A087WWB9	hsa04530	Tight junction
P63000	hsa04530	Tight junction
P62834	hsa04530	Tight junction
P24385	hsa04530	Tight junction
P35241	hsa04530	Tight junction
P60709	hsa04530	Tight junction
Q13464	hsa04530	Tight junction
Q8N3R9	hsa04530	Tight junction
C9JDP6	hsa04530	Tight junction
Q9C0K3	hsa04530	Tight junction
P12931	hsa04530	Tight junction
Q15831	hsa04530	Tight junction
Q13009	hsa04530	Tight junction
Q07157	hsa04530	Tight junction
G3V1L9	hsa04530	Tight junction
G5E9E7	hsa04530	Tight junction
A0A087X0K9	hsa04530	Tight junction
P63261	hsa04530	Tight junction
O00501	hsa04530	Tight junction
D3DX19	hsa04530	Tight junction
P68366	hsa04530	Tight junction
P0DPH7	hsa04530	Tight junction
P50552	hsa04530	Tight junction
P15311	hsa04530	Tight junction
P42768	hsa04530	Tight junction
Q01668	hsa04530	Tight junction
A0A1B0GUN6	hsa04530	Tight junction
Q59GD8	hsa04530	Tight junction
Q71U36	hsa04530	Tight junction
Q8IY33	hsa04530	Tight junction
Q7Z406	hsa04530	Tight junction
A6NHL2	hsa04530	Tight junction
O43707	hsa04530	Tight junction
H7C144	hsa04530	Tight junction
F5GXS2	hsa04530	Tight junction
Q9BPX5	hsa04530	Tight junction
Q92797	hsa04530	Tight junction
Q9BX67	hsa04530	Tight junction
Q9BYG4	hsa04530	Tight junction
Q9BYG5	hsa04530	Tight junction
Q9BQE3	hsa04530	Tight junction
F5H5D3	hsa04530	Tight junction
Q0VF96	hsa04530	Tight junction
P16989	hsa04530	Tight junction
Q01196	hsa04530	Tight junction
P12814	hsa04530	Tight junction
A0A7I2V4Y4	hsa04530	Tight junction
O75970	hsa04530	Tight junction
P78369	hsa04530	Tight junction
P56748	hsa04530	Tight junction
P56747	hsa04530	Tight junction
P57739	hsa04530	Tight junction
O95832	hsa04530	Tight junction
O95484	hsa04530	Tight junction
P06126	hsa04530	Tight junction
P29016	hsa04530	Tight junction
P29017	hsa04530	Tight junction
P15813	hsa04530	Tight junction
A0A669KAZ2	hsa04530	Tight junction
A0A669KB34	hsa04530	Tight junction
P15812	hsa04530	Tight junction
Q92974	hsa04530	Tight junction
A0A5F9ZI21	hsa04530	Tight junction
Q96A59	hsa04530	Tight junction
Q96QZ7	hsa04530	Tight junction
Q9BUF7	hsa04530	Tight junction
Q5JTD0	hsa04530	Tight junction
O14745	hsa04530	Tight junction
Q9UDY2	hsa04530	Tight junction
O75116	hsa04530	Tight junction
Q9Y4G8	hsa04530	Tight junction
P60953	hsa04530	Tight junction
P68363	hsa04540	Gap junction
Q13509	hsa04540	Gap junction
P04350	hsa04540	Gap junction
P68371	hsa04540	Gap junction
Q08828	hsa04540	Gap junction
C9J1J0	hsa04540	Gap junction
Q9Y2U5	hsa04540	Gap junction
Q08462	hsa04540	Gap junction
O60266	hsa04540	Gap junction
A0A0A0MSC1	hsa04540	Gap junction
O95622	hsa04540	Gap junction
B3KWA8	hsa04540	Gap junction
O43306	hsa04540	Gap junction
Q6PEY2	hsa04540	Gap junction
P51828	hsa04540	Gap junction
F5H4D1	hsa04540	Gap junction
P0DPH8	hsa04540	Gap junction
P40145	hsa04540	Gap junction
O60503	hsa04540	Gap junction
P48730	hsa04540	Gap junction
P08588	hsa04540	Gap junction
P21728	hsa04540	Gap junction
P14416	hsa04540	Gap junction
Q92633	hsa04540	Gap junction
P01133	hsa04540	Gap junction
P00533	hsa04540	Gap junction
E9PFD7	hsa04540	Gap junction
Q504U8	hsa04540	Gap junction
Q8NFM4	hsa04540	Gap junction
P07437	hsa04540	Gap junction
Q5ST81	hsa04540	Gap junction
Q9NQ66	hsa04540	Gap junction
P17302	hsa04540	Gap junction
P29992	hsa04540	Gap junction
P63096	hsa04540	Gap junction
P04899	hsa04540	Gap junction
P08754	hsa04540	Gap junction
P50148	hsa04540	Gap junction
P84996	hsa04540	Gap junction
O95467	hsa04540	Gap junction
P63092	hsa04540	Gap junction
Q5JWF2	hsa04540	Gap junction
A0A7I2V5R6	hsa04540	Gap junction
Q5JWD1	hsa04540	Gap junction
Q5JWE9	hsa04540	Gap junction
A0A590UJF0	hsa04540	Gap junction
B0AZR9	hsa04540	Gap junction
P62993	hsa04540	Gap junction
Q13255	hsa04540	Gap junction
P41594	hsa04540	Gap junction
P33402	hsa04540	Gap junction
Q02108	hsa04540	Gap junction
Q02153	hsa04540	Gap junction
E9PCN2	hsa04540	Gap junction
B7Z685	hsa04540	Gap junction
D6RC99	hsa04540	Gap junction
P01112	hsa04540	Gap junction
P28223	hsa04540	Gap junction
P41595	hsa04540	Gap junction
P28335	hsa04540	Gap junction
Q3ZCM7	hsa04540	Gap junction
Q9BVA1	hsa04540	Gap junction
Q14643	hsa04540	Gap junction
A0A3B3ITU8	hsa04540	Gap junction
A0A3F2YNW8	hsa04540	Gap junction
Q14571	hsa04540	Gap junction
Q14573	hsa04540	Gap junction
P01116	hsa04540	Gap junction
P01111	hsa04540	Gap junction
P04085	hsa04540	Gap junction
P01127	hsa04540	Gap junction
P16234	hsa04540	Gap junction
P09619	hsa04540	Gap junction
Q9NY65	hsa04540	Gap junction
Q00722	hsa04540	Gap junction
Q9BVT6	hsa04540	Gap junction
Q01970	hsa04540	Gap junction
Q15147	hsa04540	Gap junction
A0A7P0MRI8	hsa04540	Gap junction
P17612	hsa04540	Gap junction
P22694	hsa04540	Gap junction
B1APF9	hsa04540	Gap junction
A0A087WVC4	hsa04540	Gap junction
B1APG3	hsa04540	Gap junction
P22612	hsa04540	Gap junction
P17252	hsa04540	Gap junction
P05771	hsa04540	Gap junction
P05129	hsa04540	Gap junction
A0A804HIU5	hsa04540	Gap junction
Q13976	hsa04540	Gap junction
Q13237	hsa04540	Gap junction
B7ZA25	hsa04540	Gap junction
P28482	hsa04540	Gap junction
P27361	hsa04540	Gap junction
Q13164	hsa04540	Gap junction
Q9NRA1	hsa04540	Gap junction
Q02750	hsa04540	Gap junction
B4DFY5	hsa04540	Gap junction
H3BRW9	hsa04540	Gap junction
P36507	hsa04540	Gap junction
Q13163	hsa04540	Gap junction
Q9UKL4	hsa04540	Gap junction
P04049	hsa04540	Gap junction
A0A0S2Z4L5	hsa04540	Gap junction
Q07889	hsa04540	Gap junction
G5E9C8	hsa04540	Gap junction
Q07890	hsa04540	Gap junction
P12931	hsa04540	Gap junction
Q07157	hsa04540	Gap junction
G3V1L9	hsa04540	Gap junction
G5E9E7	hsa04540	Gap junction
A0A087X0K9	hsa04540	Gap junction
P68366	hsa04540	Gap junction
P0DPH7	hsa04540	Gap junction
Q13885	hsa04540	Gap junction
Q71U36	hsa04540	Gap junction
A6NHL2	hsa04540	Gap junction
Q9GZP0	hsa04540	Gap junction
Q9H4B7	hsa04540	Gap junction
Q9BUF5	hsa04540	Gap junction
K7EJ64	hsa04540	Gap junction
Q9BQE3	hsa04540	Gap junction
F5H5D3	hsa04540	Gap junction
P06493	hsa04540	Gap junction
Q9Y243	hsa04550	Signaling pathways regulating pluripotency of stem cells
A0A5F9ZHU3	hsa04550	Signaling pathways regulating pluripotency of stem cells
P35226	hsa04550	Signaling pathways regulating pluripotency of stem cells
R4GMX3	hsa04550	Signaling pathways regulating pluripotency of stem cells
O95996	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q3KNV8	hsa04550	Signaling pathways regulating pluripotency of stem cells
O75610	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9ULW2	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q8NER5	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q16539	hsa04550	Signaling pathways regulating pluripotency of stem cells
B4E0K5	hsa04550	Signaling pathways regulating pluripotency of stem cells
P35222	hsa04550	Signaling pathways regulating pluripotency of stem cells
B4DGU4	hsa04550	Signaling pathways regulating pluripotency of stem cells
P56178	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q99956	hsa04550	Signaling pathways regulating pluripotency of stem cells
O14640	hsa04550	Signaling pathways regulating pluripotency of stem cells
O14641	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q92997	hsa04550	Signaling pathways regulating pluripotency of stem cells
P31749	hsa04550	Signaling pathways regulating pluripotency of stem cells
P31751	hsa04550	Signaling pathways regulating pluripotency of stem cells
O95718	hsa04550	Signaling pathways regulating pluripotency of stem cells
P09038	hsa04550	Signaling pathways regulating pluripotency of stem cells
P11362	hsa04550	Signaling pathways regulating pluripotency of stem cells
A0A3B3ISD1	hsa04550	Signaling pathways regulating pluripotency of stem cells
P22607	hsa04550	Signaling pathways regulating pluripotency of stem cells
P21802	hsa04550	Signaling pathways regulating pluripotency of stem cells
S4R381	hsa04550	Signaling pathways regulating pluripotency of stem cells
D2CGD1	hsa04550	Signaling pathways regulating pluripotency of stem cells
P22455	hsa04550	Signaling pathways regulating pluripotency of stem cells
J3KPQ0	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q14332	hsa04550	Signaling pathways regulating pluripotency of stem cells
P62993	hsa04550	Signaling pathways regulating pluripotency of stem cells
P49841	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9UBC0	hsa04550	Signaling pathways regulating pluripotency of stem cells
P49639	hsa04550	Signaling pathways regulating pluripotency of stem cells
P14653	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9GZZ0	hsa04550	Signaling pathways regulating pluripotency of stem cells
P25054	hsa04550	Signaling pathways regulating pluripotency of stem cells
P01112	hsa04550	Signaling pathways regulating pluripotency of stem cells
P41134	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q02363	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q02535	hsa04550	Signaling pathways regulating pluripotency of stem cells
P47928	hsa04550	Signaling pathways regulating pluripotency of stem cells
P05019	hsa04550	Signaling pathways regulating pluripotency of stem cells
P08069	hsa04550	Signaling pathways regulating pluripotency of stem cells
C9J5X1	hsa04550	Signaling pathways regulating pluripotency of stem cells
P40189	hsa04550	Signaling pathways regulating pluripotency of stem cells
P08476	hsa04550	Signaling pathways regulating pluripotency of stem cells
P09529	hsa04550	Signaling pathways regulating pluripotency of stem cells
P55103	hsa04550	Signaling pathways regulating pluripotency of stem cells
P61371	hsa04550	Signaling pathways regulating pluripotency of stem cells
P23458	hsa04550	Signaling pathways regulating pluripotency of stem cells
O60674	hsa04550	Signaling pathways regulating pluripotency of stem cells
P52333	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q92833	hsa04550	Signaling pathways regulating pluripotency of stem cells
P01116	hsa04550	Signaling pathways regulating pluripotency of stem cells
P15018	hsa04550	Signaling pathways regulating pluripotency of stem cells
P42702	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q15797	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q15796	hsa04550	Signaling pathways regulating pluripotency of stem cells
B7Z5N5	hsa04550	Signaling pathways regulating pluripotency of stem cells
P84022	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q13485	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q99717	hsa04550	Signaling pathways regulating pluripotency of stem cells
O15198	hsa04550	Signaling pathways regulating pluripotency of stem cells
O00470	hsa04550	Signaling pathways regulating pluripotency of stem cells
P01106	hsa04550	Signaling pathways regulating pluripotency of stem cells
P13349	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q15911	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q92886	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q96S42	hsa04550	Signaling pathways regulating pluripotency of stem cells
P01111	hsa04550	Signaling pathways regulating pluripotency of stem cells
P32242	hsa04550	Signaling pathways regulating pluripotency of stem cells
P26367	hsa04550	Signaling pathways regulating pluripotency of stem cells
D1KF47	hsa04550	Signaling pathways regulating pluripotency of stem cells
A0A1W2PRA8	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9UBV4	hsa04550	Signaling pathways regulating pluripotency of stem cells
E9PH60	hsa04550	Signaling pathways regulating pluripotency of stem cells
P42336	hsa04550	Signaling pathways regulating pluripotency of stem cells
P42338	hsa04550	Signaling pathways regulating pluripotency of stem cells
O00329	hsa04550	Signaling pathways regulating pluripotency of stem cells
P27986	hsa04550	Signaling pathways regulating pluripotency of stem cells
O00459	hsa04550	Signaling pathways regulating pluripotency of stem cells
P56705	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q01860	hsa04550	Signaling pathways regulating pluripotency of stem cells
M1S623	hsa04550	Signaling pathways regulating pluripotency of stem cells
F2Z381	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q06416	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q5UIP0	hsa04550	Signaling pathways regulating pluripotency of stem cells
P28482	hsa04550	Signaling pathways regulating pluripotency of stem cells
P27361	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q15759	hsa04550	Signaling pathways regulating pluripotency of stem cells
O15264	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q02750	hsa04550	Signaling pathways regulating pluripotency of stem cells
B4DFY5	hsa04550	Signaling pathways regulating pluripotency of stem cells
H3BRW9	hsa04550	Signaling pathways regulating pluripotency of stem cells
P36507	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9H4L7	hsa04550	Signaling pathways regulating pluripotency of stem cells
P04049	hsa04550	Signaling pathways regulating pluripotency of stem cells
A0A0S2Z4L5	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q13127	hsa04550	Signaling pathways regulating pluripotency of stem cells
A0A1W2PQA1	hsa04550	Signaling pathways regulating pluripotency of stem cells
P53778	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9H2C1	hsa04550	Signaling pathways regulating pluripotency of stem cells
P35226	hsa04550	Signaling pathways regulating pluripotency of stem cells
P12757	hsa04550	Signaling pathways regulating pluripotency of stem cells
P12644	hsa04550	Signaling pathways regulating pluripotency of stem cells
P36894	hsa04550	Signaling pathways regulating pluripotency of stem cells
O00238	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q13873	hsa04550	Signaling pathways regulating pluripotency of stem cells
P48431	hsa04550	Signaling pathways regulating pluripotency of stem cells
P40763	hsa04550	Signaling pathways regulating pluripotency of stem cells
A0A7I2V395	hsa04550	Signaling pathways regulating pluripotency of stem cells
O15119	hsa04550	Signaling pathways regulating pluripotency of stem cells
P15923	hsa04550	Signaling pathways regulating pluripotency of stem cells
X6REB3	hsa04550	Signaling pathways regulating pluripotency of stem cells
A0A0A0MRB7	hsa04550	Signaling pathways regulating pluripotency of stem cells
P36402	hsa04550	Signaling pathways regulating pluripotency of stem cells
O00292	hsa04550	Signaling pathways regulating pluripotency of stem cells
P04628	hsa04550	Signaling pathways regulating pluripotency of stem cells
P09544	hsa04550	Signaling pathways regulating pluripotency of stem cells
P56703	hsa04550	Signaling pathways regulating pluripotency of stem cells
P41221	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9Y6F9	hsa04550	Signaling pathways regulating pluripotency of stem cells
O00755	hsa04550	Signaling pathways regulating pluripotency of stem cells
P56706	hsa04550	Signaling pathways regulating pluripotency of stem cells
A8K0G1	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9H1J5	hsa04550	Signaling pathways regulating pluripotency of stem cells
D6RF47	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q93098	hsa04550	Signaling pathways regulating pluripotency of stem cells
O00744	hsa04550	Signaling pathways regulating pluripotency of stem cells
O96014	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q93097	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q5TEH8	hsa04550	Signaling pathways regulating pluripotency of stem cells
O14904	hsa04550	Signaling pathways regulating pluripotency of stem cells
O14905	hsa04550	Signaling pathways regulating pluripotency of stem cells
E7EPC3	hsa04550	Signaling pathways regulating pluripotency of stem cells
O60481	hsa04550	Signaling pathways regulating pluripotency of stem cells
P35227	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q13467	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9NPG1	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9H9S0	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q92794	hsa04550	Signaling pathways regulating pluripotency of stem cells
A5PLL3	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9GZT5	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q8N693	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9H1J7	hsa04550	Signaling pathways regulating pluripotency of stem cells
O15169	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9Y2T1	hsa04550	Signaling pathways regulating pluripotency of stem cells
E7ES00	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9UP38	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9ULV1	hsa04550	Signaling pathways regulating pluripotency of stem cells
O60353	hsa04550	Signaling pathways regulating pluripotency of stem cells
O75084	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9H461	hsa04550	Signaling pathways regulating pluripotency of stem cells
O00144	hsa04550	Signaling pathways regulating pluripotency of stem cells
P58166	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9BYE7	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q86SE9	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9BSM1	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q92569	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9UBX0	hsa04550	Signaling pathways regulating pluripotency of stem cells
P56704	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q04771	hsa04550	Signaling pathways regulating pluripotency of stem cells
P36896	hsa04550	Signaling pathways regulating pluripotency of stem cells
P27037	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q13705	hsa04550	Signaling pathways regulating pluripotency of stem cells
O43474	hsa04550	Signaling pathways regulating pluripotency of stem cells
O96004	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q15047	hsa04550	Signaling pathways regulating pluripotency of stem cells
Q9UNN8	hsa04610	Complement and coagulation cascades
O00187	hsa04610	Complement and coagulation cascades
Q92496	hsa04610	Complement and coagulation cascades
Q02985	hsa04610	Complement and coagulation cascades
Q9Y279	hsa04610	Complement and coagulation cascades
P10909	hsa04610	Complement and coagulation cascades
Q96IY4	hsa04610	Complement and coagulation cascades
A0A087WSY5	hsa04610	Complement and coagulation cascades
P17927	hsa04610	Complement and coagulation cascades
E9PDY4	hsa04610	Complement and coagulation cascades
Q2VPA4	hsa04610	Complement and coagulation cascades
P20023	hsa04610	Complement and coagulation cascades
P08174	hsa04610	Complement and coagulation cascades
B1AP13	hsa04610	Complement and coagulation cascades
P00746	hsa04610	Complement and coagulation cascades
K7ERG9	hsa04610	Complement and coagulation cascades
P01023	hsa04610	Complement and coagulation cascades
P00734	hsa04610	Complement and coagulation cascades
P25116	hsa04610	Complement and coagulation cascades
O00254	hsa04610	Complement and coagulation cascades
P13726	hsa04610	Complement and coagulation cascades
P12259	hsa04610	Complement and coagulation cascades
P08709	hsa04610	Complement and coagulation cascades
F5H8B0	hsa04610	Complement and coagulation cascades
P00451	hsa04610	Complement and coagulation cascades
P00740	hsa04610	Complement and coagulation cascades
P00742	hsa04610	Complement and coagulation cascades
Q5JVE8	hsa04610	Complement and coagulation cascades
P03951	hsa04610	Complement and coagulation cascades
P00748	hsa04610	Complement and coagulation cascades
P00488	hsa04610	Complement and coagulation cascades
P05160	hsa04610	Complement and coagulation cascades
P02671	hsa04610	Complement and coagulation cascades
P02675	hsa04610	Complement and coagulation cascades
P02679	hsa04610	Complement and coagulation cascades
P05546	hsa04610	Complement and coagulation cascades
P08603	hsa04610	Complement and coagulation cascades
A0A0D9SG88	hsa04610	Complement and coagulation cascades
Q03591	hsa04610	Complement and coagulation cascades
P36980	hsa04610	Complement and coagulation cascades
A0A3B3IRW0	hsa04610	Complement and coagulation cascades
A0A3B3IS28	hsa04610	Complement and coagulation cascades
P05156	hsa04610	Complement and coagulation cascades
G3XAM2	hsa04610	Complement and coagulation cascades
P11215	hsa04610	Complement and coagulation cascades
P20702	hsa04610	Complement and coagulation cascades
H3BN02	hsa04610	Complement and coagulation cascades
P05107	hsa04610	Complement and coagulation cascades
A0A494C0X7	hsa04610	Complement and coagulation cascades
P03952	hsa04610	Complement and coagulation cascades
E9PBC5	hsa04610	Complement and coagulation cascades
P01042	hsa04610	Complement and coagulation cascades
P11226	hsa04610	Complement and coagulation cascades
P15529	hsa04610	Complement and coagulation cascades
P01008	hsa04610	Complement and coagulation cascades
P05121	hsa04610	Complement and coagulation cascades
P05120	hsa04610	Complement and coagulation cascades
P05154	hsa04610	Complement and coagulation cascades
P01009	hsa04610	Complement and coagulation cascades
P00750	hsa04610	Complement and coagulation cascades
B4DN26	hsa04610	Complement and coagulation cascades
P00749	hsa04610	Complement and coagulation cascades
Q03405	hsa04610	Complement and coagulation cascades
M0R1I2	hsa04610	Complement and coagulation cascades
P00747	hsa04610	Complement and coagulation cascades
Q5TEH5	hsa04610	Complement and coagulation cascades
P08697	hsa04610	Complement and coagulation cascades
P04070	hsa04610	Complement and coagulation cascades
P07225	hsa04610	Complement and coagulation cascades
A0A0S2Z4L3	hsa04610	Complement and coagulation cascades
P48740	hsa04610	Complement and coagulation cascades
F8W876	hsa04610	Complement and coagulation cascades
P46663	hsa04610	Complement and coagulation cascades
P30411	hsa04610	Complement and coagulation cascades
P00751	hsa04610	Complement and coagulation cascades
P10646	hsa04610	Complement and coagulation cascades
P07204	hsa04610	Complement and coagulation cascades
P05155	hsa04610	Complement and coagulation cascades
P02745	hsa04610	Complement and coagulation cascades
P02746	hsa04610	Complement and coagulation cascades
P02747	hsa04610	Complement and coagulation cascades
P00736	hsa04610	Complement and coagulation cascades
P09871	hsa04610	Complement and coagulation cascades
F8WCZ6	hsa04610	Complement and coagulation cascades
P06681	hsa04610	Complement and coagulation cascades
B4DQI1	hsa04610	Complement and coagulation cascades
A0A0G2JL69	hsa04610	Complement and coagulation cascades
Q8N6L6	hsa04610	Complement and coagulation cascades
P01024	hsa04610	Complement and coagulation cascades
Q16581	hsa04610	Complement and coagulation cascades
P0C0L4	hsa04610	Complement and coagulation cascades
P0C0L5	hsa04610	Complement and coagulation cascades
P0C0L4	hsa04610	Complement and coagulation cascades
P04003	hsa04610	Complement and coagulation cascades
P20851	hsa04610	Complement and coagulation cascades
P01031	hsa04610	Complement and coagulation cascades
P21730	hsa04610	Complement and coagulation cascades
P13671	hsa04610	Complement and coagulation cascades
P10643	hsa04610	Complement and coagulation cascades
P07357	hsa04610	Complement and coagulation cascades
P07358	hsa04610	Complement and coagulation cascades
P07360	hsa04610	Complement and coagulation cascades
P02748	hsa04610	Complement and coagulation cascades
P04004	hsa04610	Complement and coagulation cascades
P04275	hsa04610	Complement and coagulation cascades
Q9BXR6	hsa04610	Complement and coagulation cascades
Q96RI0	hsa04610	Complement and coagulation cascades
P13987	hsa04610	Complement and coagulation cascades
Q9Y243	hsa04611	Platelet activation
A0A5F9ZHU3	hsa04611	Platelet activation
P0C869	hsa04611	Platelet activation
O95267	hsa04611	Platelet activation
Q7LDG7	hsa04611	Platelet activation
O14950	hsa04611	Platelet activation
P19105	hsa04611	Platelet activation
O14950	hsa04611	Platelet activation
J3QRS3	hsa04611	Platelet activation
Q14344	hsa04611	Platelet activation
Q08828	hsa04611	Platelet activation
C9J1J0	hsa04611	Platelet activation
Q08462	hsa04611	Platelet activation
O60266	hsa04611	Platelet activation
A0A0A0MSC1	hsa04611	Platelet activation
O95622	hsa04611	Platelet activation
B3KWA8	hsa04611	Platelet activation
O43306	hsa04611	Platelet activation
P51828	hsa04611	Platelet activation
F5H4D1	hsa04611	Platelet activation
P40145	hsa04611	Platelet activation
O60503	hsa04611	Platelet activation
Q3MJ16	hsa04611	Platelet activation
P02452	hsa04611	Platelet activation
