Q9Y446
Q8N766
Q6P5R6
Q5VTL8
P62277
P23381
Q9H3G5
Q9BT30
P31689
Q9BTC8
P24844
P61923
Q969P0
Q9UL42
Q96D05
O00264
A8MVW0
Q9NPQ8
Q86XX4
O95405
P31153
P49407
Q8TF46
Q92917
Q9H3P7
P43378
Q96RR4
Q96I24
P51570
Q92791
Q14527
Q8N0Z6
P10644
P63218
O75351
P57081
P78312
P48147
Q9UKD2
Q9UL40
P34059
O76024
Q5SXM8
Q8N2Q7
P39880
Q96AB3
Q6ZN30
Q92667
P62280
Q9NV35
Q14160
Q504Q3
O94915
Q9BPX5
P04049
Q9NRL2
Q9BRS8
P68366
Q96GM8
Q96DB5
Q7Z4H8
Q9Y639
P41091
Q6UX71
P48730
O95466
A0MZ66
P34897
P63151
Q9Y5S2
Q9H3U1
Q14674
Q56VL3
Q16563
Q9UHI5
O15031
O00487
P17405
P62995
P63241
Q9H9F9
Q16181
Q13838
Q14974
Q16555
P54709
P02545
Q9HA64
Q02539
O60462
O75446
Q86UA1
Q9Y5M8
P53355
P13473
P35227
Q13769
P55081
Q9Y2D4
Q9Y6Q5
O15357
X6RFG1
Q15057
P09936
Q9Y3P9
P51513
Q86VU5
Q9NZJ4
P07602
Q9HCK5
Q8IUX1
Q9BQI0
Q8NBJ4
Q9H9Q2
P18084
Q9NVN8
Q8WUU5
Q13015
Q9Y519
Q9Y3U8
Q9BYV8
Q8N4J0
Q9UBP0
Q7LBR1
Q5T1M5
P50479
Q96ST2
P40925
P05388
O00192
O00154
Q9UIJ7
Q9Y295
O14908
Q8N126
Q12983
Q9UL15
P26440
Q15772
Q8TBZ6
Q9H4A4
P08240
Q14781
Q9H267
Q9Y2W6
P12004
Q9UBT7
Q9BZG8
Q96CW1
P62330
Q8IZ40
P08758
P62249
P61964
Q9Y2F5
Q8TCS8
Q01664
Q9NZL9
P62993
Q9BTM9
P05198
Q9Y315
P25788
Q86SQ9
O75396
O14827
P54725
Q5VYS8
Q9BV86
Q6IN84
Q9UGI6
P27707
Q9H8Y5
P55854
Q9Y4E5
O60573
P62081
P04156
Q13444
O75953
Q9P0Z9
Q56P03
P31949
P16930
Q92802
Q9P2F5
Q9BQ75
Q5T3I0
P18077
Q96C23
Q15750
Q8IWZ8
Q9Y5X2
Q8IVL6
Q9UPV0
P35606
Q13496
O15145
Q9NTJ3
Q8WTW3
Q5VYK3
Q00537
Q9Y5B8
P41229
Q9Y2H0
Q9Y4R8
P78310
P57076
P32121
P55036
Q9C040
Q9UIC8
Q96Q11
E9PB61
Q9BZA8
Q9BQC3
O15212
O75146
P14859
Q96B49
Q9H3H9
Q9BV73
Q6UW63
P09471
Q14108
P62851
Q9H5V9
Q9BYT3
P49589
Q7L2H7
Q9H8H2
Q9P0L0
Q9BRG1
P55786
F8W0P7
Q8IVL1
Q5VV41
Q14157
Q86VI3
Q9NW81
Q9HAS0
Q9BR61
Q8TDN6
Q8N4C6
Q9H0C8
Q5VWC4
Q96EC8
Q9H7Z7
Q9NUY8
P00519
P16219
Q9UJX5
O75843
O96017
Q9Y5J1
P22061
Q96HQ2
Q9H0B6
P12110
Q5TH69
Q14C86
Q02447
Q14165
Q96FC9
P49454
O60725
Q9H7H0
Q8IZ52
Q9NTZ6
P04183
O43490
Q7Z4Q2
Q8WYB5
O15037
Q9Y2V7
P81605
P22695
Q96EV8
Q9NYJ8
Q13043
P41250
O60341
Q86YT6
P20248
Q9H330
Q969T9
P48380
P51948
Q0JRZ9
P62847
Q9H5J0
P78345
Q8N983
Q14667
P31948
P55735
Q9BSH4
Q96CS2
Q5R3I4
P14649
P29350
Q9Y4F1
P42285
Q9H4E7
Q96DC8
P49327
E9PKQ5
O15075
Q9UI12
P56381
Q8IXI2
P35626
P46100
Q9NX40
Q6IE81
Q2TAZ0
Q96CW5
Q8IYS0
Q86WA6
Q7Z2W4
Q9H7C9
Q4G104
Q96A65
Q96AC1
Q99963
Q96MU7
P31323
P45983
Q9NPA8
Q9BRX2
Q8N9N2
Q7L592
Q9UNQ2
Q03001
O43181
Q9H900
Q96SB8
P46060
Q9BTF0
Q13888
Q9Y4G2
Q9Y5X1
Q9H7B2
O00418
P62318
Q9NRG0
P22392
P13797
P49840
P17987
Q9NQW7
Q15738
O14967
Q9Y2H2
Q13427
Q9NUQ7
Q9NXW2
Q96E22
P09525
Q86U70
Q9BY11
Q7Z460
Q9HCM4
Q567V2
Q5H9R4
Q96DH6
Q9HC21
Q13547
Q8TDM6
Q06330
P78364
Q99996
A6NDB9
Q9NQA5
Q9Y487
P05937
P00491
Q6PGP7
P78536
Q15005
O15013
O75157
P35573
O15460
Q5VZM2
Q96M27
Q01813
O15541
Q6ZMI0
Q9NY33
P20807
Q9NSC2
P62745
Q53EP0
Q9BXS5
Q8TAT6
O14562
Q9BYD2
P01116
P02766
O60524
Q71SY5
O14683
O14548
Q9Y6D6
P80723
Q8WWH5
O14964
P11274
Q7Z6J0
Q13443
P04179
Q99487
P14868
O75487
O14734
P09874
Q9NZ20
A0A087WUM2
P35914
Q9BY44
O43708
P20042
Q58FF6
Q9HA65
Q9Y3Z3
Q9UGP8
Q8TDR0
P42575
Q9NQH7
P00918
Q8NHQ8
P62495
P43246
Q9Y2L5
P12694
P31749
Q96QC0
Q00169
Q96BR5
P55789
O14896
Q9HAF1
Q9UBS4
O60488
P29401
Q8IZC7
P80404
P54284
P31483
P50402
Q96KP1
F6XZD3
Q8N7C3
Q9BTE1
P25208
Q9Y478
Q9HCH3
P40222
Q9BTU6
Q9UM00
P15531
Q8IVH8
Q9P0U1
O00488
P00558
O95299
O43264
Q9NVM9
O43663
Q15014
Q86U38
P33993
Q71RC2
P52907
P02649
Q16658
P22314
Q9H0X4
Q6UVJ0
O14579
P05186
O43390
Q9H334
Q96CP6
Q07157
Q9UHR6
Q5VWQ0
Q9BPY3
P14866
Q9H6S3
Q9H063
Q96G03
H0YG38
Q9UJA5
P16152
Q8WX93
D6R9M7
Q9BUF5
Q96QG7
Q86U90
Q9UMN6
Q9BW27
Q9UQ13
L0R819
P46108
P62380
P83111
Q9UMS0
Q8TEA8
Q9NXG2
O95373
Q9H2J4
Q13885
P23528
P22415
Q9BRL6
Q5VZ89
Q9UGL1
C9JIR6
Q9NZC9
Q9NV70
P25098
Q6P1J9
O95292
Q16352
P53680
Q15047
Q6WCQ1
Q8NEZ4
Q15773
Q5T8D3
Q96FW1
O94804
Q15303
O15260
Q99856
P40763
A3KN83
Q01433
O75830
O60784
Q96CN7
P53985
Q86U44
P28161
Q13564
Q9H3Q1
Q9H2U2
Q8TCT9
Q96RL1
P49366
Q99547
P61326
Q9BW85
Q4G0N4
P43034
Q5JTD0
O75817
O60318
Q9Y5N6
Q8NHM5
P08069
P51659
P82921
Q68E01
P13747
O15294
P33240
Q13952
Q86X10
P62753
Q14534
O75787
P05413
Q8IW35
Q96I59
Q9BWS9
O00287
Q9H5N1
O14910
Q96HW7
P13010
Q6PJ61
Q12800
Q8TEQ8
Q9BYZ2
Q9UHB7
Q8TBC4
Q9GZR1
Q15019
P17844
Q96E11
Q7Z6M2
P83876
Q9NZZ3
Q96K76
Q06323
Q9UNE7
Q86Y37
Q9UJK0
O95251
O96005
P30613
Q01970
P19838
Q96S19
Q6ZWJ1
Q9NR28
Q96N66
Q15776
O14763
Q8IXQ5
Q8IWA5
Q14344
Q9NS87
Q15633
O15240
Q02750
P62269
P49711
Q8NF91
Q14331
Q8NFQ8
Q99638
P82675
Q13572
Q96T25
P82932
A1L020
O75175
Q9H313
P22102
P49760
P35520
O75781
O95785
Q96CN9
O00442
Q96SU4
P16298
Q9UK32
Q9H6F5
Q9NXA8
Q13630
Q8NI36
Q14019
Q3LXA3
Q5TDH4
Q8IWE2
O75376
Q96TA1
Q86X52
O95163
Q6P3X3
Q8WUX9
Q9Y294
P18124
Q16706
Q9H3Y8
P23396
Q96EH3
Q9BW61
Q27J81
Q6P1N9
Q9H4A3
Q07820
O94762
P04216
Q9NUD5
Q96GW9
B4DDD6
O60293
P09543
Q9P2X0
Q5JPI9
P04035
O75348
Q04726
P61421
P15289
Q16864
P10398
Q9H944
Q5TEJ8
O60282
Q8TAA9
Q9ULR5
A0A5H1ZRS1
C9JRZ8
Q9BRT9
P17174
Q9BQI3
Q96EY9
Q00341
Q9UGP4
Q9UIW2
Q9H832
Q06210
Q9BV38
O94880
Q92995
P02787
O75886
Q9H9A6
Q96C01
Q05707
Q8N474
P09601
P63104
Q9NRU3
P09110
Q659C4
Q08170
P25205
Q14008
O14994
O00469
O95297
Q9HB09
P14678
O95714
Q02224
Q9H6Y2
Q9BZJ0
O15182
Q9HCU5
Q8WVY7
Q9NVC6
Q9H1D9
Q86UW8
Q2M389
O75167
Q92572
Q7Z7G8
O60825
Q86UQ0
Q04446
Q9Y530
Q53GS9
Q9Y5B9
Q8NFF5
O60942
Q9P2K8
Q96ST3
P35611
P30520
Q6UX04
P11234
Q9Y4F9
Q3MII6
B1AK53
Q8NG68
Q8NCA5
Q00653
Q96SN8
Q9BYD6
Q7Z7N9
Q92766
Q9NUG6
Q9Y3E2
O95544
Q8N4A0
Q9UK76
Q16637
Q6ZN28
Q8WTS1
Q13576
P61457
Q8IWZ3
P51610
Q9Y4C1
P32929
Q9NPJ6
P11717
Q9NZJ7
P15336
Q86XI2
O14641
Q9H307
Q9Y2C3
Q9UNN8
Q9NQG1
O00462
Q8N8R7
Q17RS7
O43933
P37268
Q712K3
Q969S9
Q00577
Q9NX63
Q9NPI6
Q9NQC3
Q15652
P14314
Q9UHY8
Q9H8H3
P42695
Q96QK1
P60903
Q8TDB8
P61764
Q15637
Q8NC56
P41743
Q8N999
Q12802
Q9Y4G8
Q9P287
Q9Y3C8
Q15404
Q9P2K5
Q15528
O95249
Q9BZX2
Q9NZH0
Q9H814
O43683
Q9UII4
Q15018
P17931
O60664
Q92556
Q9UNI6
P20839
Q9Y4K4
P49459
P32119
Q9Y6N7
O14495
Q13683
Q9BRS2
Q8TAA5
Q7Z4W1
Q15032
Q13084
P01920
Q8WXG6
Q6P2I3
Q14314
Q12756
Q9NP61
Q9BZE9
P33552
P10909
O43674
Q9H9Q4
Q9NRX4
P30044
Q13740
Q6IA69
P49755
Q9NQ29
Q9BXK5
Q7L1Q6
Q9NSV4
P61254
O75882
Q53T59
Q9NVG8
P46781
Q8TD16
A0A5F9ZI43
Q8NEB9
O94842
O60508
P20020
P49406
Q13242
Q5JWF2
Q86X29
Q70Z53
Q9H147
P56181
O15085
Q32NC0
Q6PJG2
P51858
Q9Y2K7
Q12841
Q96I51
Q5PSV4
O95298
Q5JS54
O43805
O43488
Q8TD30
Q9NVI1
P55212
P45877
Q6IA17
Q9Y376
O15372
Q99549
Q9UIV1
P49773
Q9P0U4
O14981
P78316
Q5JTV8
Q13439
Q9NXR1
Q96PV7
Q9BXF3
Q12834
Q9BYW2
Q96JN8
Q8N6M0
Q99797
Q16739
O15078
P20585
Q10567
P28289
Q9Y3C0
Q8N5G2
Q9HBL8
Q5VV52
P37802
Q7Z3D6
Q99836
P62701
O75400
Q9UBM7
Q8IUC4
Q9UEY8
O43617
Q14571
Q6UWV6
P30085
Q9UMX1
Q7LG56
Q99594
O60437
Q9H1I8
Q8N6T3
O75153
Q6UW78
Q9Y244
O15211
P08559
Q15029
Q6I9Y2
Q9BUE0
Q8WVQ1
P40337
P13995
Q7LBC6
Q6UWY0
O60678
P50502
P23634
P61024
Q8N201
Q9BT22
Q9BSJ6
Q9NTI5
Q9C0F1
Q13523
O43765
Q9H5X1
Q8TE85
P19174
P36551
P62854
P62910
O00764
Q9H1A4
Q8N5L8
Q8IZL8
Q9BT23
O00622
P39023
P60520
Q14119
Q9H9A7
Q9Y3A4
Q9NRV9
Q13362
O60749
Q9BQ24
Q15843
Q7Z7K6
Q8N3U4
Q8N543
O00161
P02585
Q6PJ69
Q96RP9
O94868
Q9NR30
P27708
O75915
Q8WUF5
Q9UJW0
P13489
Q8TAE8
Q13616
O15360
Q86SZ2
Q15274
O60333
Q658P3
O14576
Q8ND04
P18754
Q8IYB8
Q7Z392
Q92600
Q9ULX6
Q13825
Q8TF09
Q9H8L6
H7C0N4
P49419
Q8TDD1
Q8NC54
Q00059
Q14789
Q9H2V7
Q9H1B5
Q13425
Q9UGI8
Q02127
Q6P587
O60499
P08648
Q9BVJ6
Q9UJQ4
Q9Y5P4
O15400
Q9Y664
Q96CV9
Q6IEG0
O75081
P63272
Q15120
Q9Y608
Q9UP83
Q58FF8
P51665
Q9NZ08
O75143
Q969X6
P21127
O60504
Q5BJF2
Q15370
Q13724
Q9HAU5
Q9Y6A5
A0A3B3ITJ4
Q9H6V9
O15020
Q8WUH6
Q9UHD8
P62487
P98194
Q9NW08
O95486
P21709
Q9BV44
Q96CB8
Q9UKV5
O95319
Q9H910
Q6PL18
P51571
P52564
Q969V3
O94808
Q9Y2S6
P13637
Q96BK5
P09382
P07311
Q6F5E8
O00186
O43242
O95140
P63096
P08134
P10109
Q32P28
O75822
Q6IQ21
Q86YM7
O43809
O75912
P38935
A6NI28
Q96SZ4
Q3YEC7
Q13356
P62328
O94910
Q9BVC5
P30876
Q53F19
P63000
Q9HCG8
Q8N1G1
Q9UK22
Q09666
Q4VC05
Q08AN1
P30041
O75448
Q9NX20
Q13794
Q86TN4
F8VZA8
O43290
Q14914
Q6ICG6
A0A3B3IUB9
Q2M1P5
Q96T51
Q99426
Q15554
P52739
O95671
P35251
Q8TB37
Q9NTG7
Q9NRY5
P09012
Q14332
Q8N2W9
Q53FT3
Q9UHL0
Q9Y6G3
P09211
Q9Y5A7
Q9Y483
O00151
Q8TB72
Q9NZ09
Q9P258
O15511
Q9ULV3
Q99717
Q14240
Q9H477
Q9Y3B3
Q9H4P4
O94760
Q9ULR0
Q96HA7
O15173
Q96DZ1
P60033
G3V1P2
Q12906
O00422
O95219
Q6UW02
P49591
Q69YN4
Q08945
Q9HCN4
Q14651
Q92896
Q8ND90
P32322
Q4VC44
P61129
Q9H0M0
Q8WTV0
Q9Y5L4
O75340
Q5JSZ5
P78362
Q9UBL3
Q76G19
Q9H496
P06730
Q6UWE0
P26358
P20962
P84243
H7BXY3
P36873
P07737
P08133
O00505
O14732
Q9H6E4
Q13153
Q9BTE6
Q8NE86
Q8TEH3
Q9Y3L5
Q6ZSZ5
Q96PZ2
P53708
Q9NW15
P62987
O14939
Q8IW41
Q8TEM1
Q96M96
Q9H2H8
Q9UI09
Q96B96
P10515
Q5GLZ8
A2RU67
Q6P4I2
P30419
Q9UKN8
P42345
P59768
Q14232
Q9Y262
Q9NX58
O75616
Q13428
O00311
P56377
Q92615
O95425
O14737
Q9NRP0
O14776
P82664
Q2Q1W2
Q8TD10
O60704
P23763
Q9ULG1
Q5VU43
O95997
P06454
Q562F6
O75147
P28331
O14617
Q9Y2Z0
Q96ED9
P61011
P12109
Q13137
Q16891
Q9UMR2
Q5VIR6
Q5T653
P18206
Q92547
P25391
P05166
O95059
Q8TD55
P46779
O94763
Q5K4L6
Q8N6N3
Q9NSD9
Q7Z589
Q15031
Q86US8
Q8IYB1
Q9BSF4
Q9H8V3
Q9GZZ1
Q96GX5
Q9NRF8
Q13685
P31946
O60925
Q9NVX2
P43307
P55769
Q8IY17
P35711
Q9H074
Q9BVS4
A1L170
Q9P0J1
Q6YN16
Q9P107
Q04837
Q8NEZ2
P08574
Q6GMV2
Q9UBB6
Q5VT52
Q8TC12
Q9NX14
Q13332
Q8NBZ7
Q56NI9
O60346
Q8NHY2
P05062
Q9Y266
Q9GZV5
Q0ZGT2
Q9HAB8
Q9UPP1
P62917
Q9NQ86
Q9ULT8
P43686
A6H8Y1
Q9Y6H1
Q9P0U3
P16383
P12277
P53999
Q96T37
Q6P158
Q9NQS7
Q96HR9
P26447
Q9NP50
Q92837
Q96RU2
P05091
Q9UPU9
P49257
Q9HB40
Q9Y2R0
O00562
Q9H9B4
Q49B96
O14818
Q9Y5Y6
Q13112
P20339
P61018
Q9P0T4
Q86WA8
P08237
Q9Y624
Q32P41
Q8WWY3
Q16254
Q9BQ39
Q9NUQ2
P61619
Q16540
Q7L0Y3
Q96GY0
O95864
Q96NB3
P49588
Q5SW79
Q9Y3F4
P13984
Q96JJ3
P30626
Q6ZMK1
O43156
Q8IWL3
Q96T88
O94979
Q96I99
P35613
P33991
Q9BRT2
Q08431
Q9H9B1
O95260
P46777
P20073
Q969Z3
Q96QU8
Q9Y592
Q8N3R9
P26006
Q69YL0
Q9UK41
Q9ULX3
P17707
Q86TS9
P11182
P12757
Q15427
Q05397
Q7Z7F0
P52435
Q9NPL8
P62273
P61201
Q86TG7
Q15363
Q9NP64
H0YG16
Q6P1L8
Q14451
F8VQZ7
O43747
P46379
Q7Z434
Q2TAA5
Q8WXA9
Q96ME7
Q8IV32
Q96SY0
Q13415
O14647
P05165
Q92989
Q5T200
Q9Y673
O95178
Q8N5G0
G5E9Q6
P56524
Q8WUT1
Q8WUZ0
Q6UN15
Q9H6R4
Q6P4E1
Q6ZNJ1
Q9BVW5
Q8IWB1
Q15742
Q14644
Q9UII2
P51530
P39019
Q8NFH5
Q8IWE5
Q15651
Q9NVJ2
O95155
Q9BVC3
Q16831
Q9P2M7
P04233
Q7L5N1
Q1XH10
O60832
O00429
Q86YV5
Q9H6K5
Q13042
Q9H0L4
Q9Y2D5
Q9H300
P09001
Q9NZQ3
O60216
Q96EY7
Q9NVU0
P07948
Q9NQZ6
Q6UW56
O94992
Q9Y678
Q8WUW1
Q96DT7
Q96GC5
Q8WVK2
Q6NXG1
O14639
Q7L266
Q9Y597
Q9Y5Y0
Q8NCS4
Q9BXB4
Q16537
Q9GZQ8
O15015
Q9Y324
P63208
P51178
P52594
Q8N6S5
Q5T8P6
P55209
P55145
H0YJA2
Q9NXN4
P0CAP2
Q6P9B9
Q5T5X7
O43347
Q9NYU1
Q6NUK1
O15066
Q8N9I9
P46736
P16333
Q92889
O75223
O43252
P07339
Q8NFU7
Q14BN4
Q9NSC5
Q7L7X3
Q01804
Q9H7P9
Q9H299
Q8IVV7
Q8WXW3
Q6ZN18
Q96BP2
Q14195
Q9UK53
O14795
O94766
O15318
Q9P1Z2
Q9ULJ6
Q9UIQ6
Q4U2R6
Q9GZS1
Q8IVL5
Q8NAV1
Q12874
Q04759
Q08J23
Q96EP5
Q8IYL3
Q6P1M3
O60244
O95926
P51531
P49914
P46782
P23246
P31930
Q8IVT5
O15525
Q9UPN7
Q9Y5S9
Q14192
P09669
Q8WUM4
P78406
O94903
P42574
Q14676
P49207
O43854
P23258
O95235
Q96J84
Q6DD87
P28799
Q13126
Q92890
Q9Y4Z0
Q8IZ73
Q9H875
Q5SYE7
Q8N9Q2
Q9UJY5
O15371
Q9H1K1
P86790
Q8NBU5
P08579
Q8IZ69
P53618
Q9Y679
O60911
P31947
O43752
Q8WVK7
Q13263
Q68CP9
Q15084
Q15233
Q9P291
P50991
P54132
Q5T280
P0DMV8
Q9NRY4
Q9Y4A5
Q6PI98
Q92994
O95197
P07900
Q9BUK6
P16455
O15143
Q8N8A6
O60287
Q9H0A8
P04843
O14545
P61247
P19440
Q9BS31
Q99538
Q07001
Q9P016
P84085
Q14746
O14733
P78559
P08842
O75382
P42677
Q9NZW5
A0A096LP25
Q96BW9
P26196
P42224
Q9UBW7
Q8NCE2
Q9NRD1
Q9UBQ0
P33992
Q12931
Q9Y388
P07355
P07814
O15391
Q8IYI6
Q96K17
Q5T0F9
Q8IYA6
Q9P1F3
P61221
Q96C86
P49642
Q86XP3
Q8WXX5
O95630
Q8NC44
Q5R372
Q9BQE5
P04439
Q9H788
Q92966
Q5U5X0
Q96EU6
P40967
Q8TAD8
O95372
P00492
Q9BSY9
Q9Y4B6
Q15041
Q6ZW49
Q14257
Q6AWC2
O75718
Q6P4F7
O75385
Q8TE73
Q9Y5V0
A6ZKI3
Q5SQN1
P36507
Q9P260
O00411
P14550
Q9Y237
Q53S33
P27797
P17900
Q9UBE0
O43676
P51572
Q13105
P41134
P50395
Q96BH1
Q7Z4G4
Q96GD0
Q9BU89
P41208
Q5SY16
P17301
Q96JJ7
Q8WXI7
P29375
Q7Z7H8
Q96RU3
O75489
A7E2V4
Q7Z2Z1
Q9BYN8
P09038
Q8NFV4
O75436
Q5T0Z8
Q8NDM7
Q9UHG3
O60299
Q99942
Q70CQ2
Q9UI14
P21579
Q9UQN3
Q9Y2Z4
Q7Z3B3
Q02818
Q96G25
Q9UPN6
Q9Y6X9
Q6PJT7
Q2KHT3
Q04724
Q8N884
Q99816
Q9Y2J2
P10301
Q8N5F7
Q96JB3
Q9HDC9
O60303
Q99707
Q9BTA9
Q8TAF3
O00299
Q92734
Q86UL8
Q99627
Q9UBP6
Q9Y6A4
O75165
P51946
Q14515
P19447
P52272
O75096
Q6P3W7
A0A0C4DG89
P29317
P15907
Q16795
Q8WXF1
Q8N448
Q6P2C8
Q9Y6R9
Q14847
Q9BXA9
Q9BQ52
Q15583
Q9UI95
Q96TC7
Q9NRW7
Q86SF2
Q86SQ0
Q9NZU5
A4D1P6
P18669
P11802
Q5VV42
Q9BWJ5
Q9Y394
P15927
Q9H9Y2
Q9Y6D5
Q9Y6G5
Q9ULD4
Q8TCC3
Q8NCF5
P60866
Q14669
Q1ED39
P53990
P36915
Q9H000
Q9H223
O75914
Q9UIY3
Q96PZ0
Q96EW2
P41227
Q9UBC2
Q02446
Q9H7N4
Q9UJS0
Q8IX90
Q9BTD8
Q8WXD5
Q96B54
O43592
Q03426
Q9BZV1
P30837
Q14114
Q9BQ67
Q15649
Q15397
P34913
Q86TB9
P46783
Q53GL0
O95477
P15954
H0YMP1
Q9H7E9
Q86V35
O75369
Q9P1Y6
Q66K64
Q6UW68
Q6BAA4
Q14692
Q13188
Q96FF9
Q15768
Q9H8W4
Q9BVJ7
P80365
Q14566
Q9BW91
Q96IU4
Q9BPX3
Q7Z569
P19634
Q5T6W2
Q9NPR2
P51654
P18621
P37840
O14657
O15090
Q8TCG1
Q6DKJ4
P36543
O43157
Q01995
Q9UBQ7
Q14894
Q9H9R9
P52948
Q9NWS0
P17677
Q9Y692
Q15287
Q92545
Q8TF39
Q13595
Q9NR12
O60264
O75420
Q9NW75
P38646
Q96PE3
Q8TAQ2
Q8IXW5
P62906
Q96ER3
Q5QPL9
O75794
O14972
Q9H3N1
Q99622
Q00403
Q96BD5
Q5VTA0
P25789
Q99757
P56545
P04181
Q15418
Q9HC44
Q9C0I1
P20338
Q9NZJ0
Q9BUI4
A5YKK6
P35968
P23786
O75940
Q9H2U1
P04350
Q8IZR5
O00560
Q9P2D3
Q12905
O75044
P51159
O75475
Q6XE24
Q96JA3
Q8TEP8
J3KSM2
Q9NRZ5
P78330
P56282
Q7Z3K3
Q15398
Q9UNS1
P57735
Q86Y13
O76003
O15446
O75190
H7BZG6
Q53HC9
Q07666
P54886
Q9Y2I7
P63244
Q96HY7
P04632
Q9Y6K0
V9GYT7
Q8IUH3
O14980
Q8N0X7
Q9H0S4
Q01968
Q96JA1
Q6PH81
O95243
Q9UKP4
Q03938
P57105
G3V4B8
P49821
Q01974
Q96AT1
P57678
Q8NDH3
Q9UBT2
O95551
P50213
P16144
Q8IY67
Q9Y314
O75477
P13591
Q96I15
Q6VY07
P62195
Q06278
Q5T2T1
Q14320
Q8NFL0
Q9H0N0
O43169
P15291
P47756
P61019
P49006
E9PLY5
Q96B36
Q96T23
Q9UET6
P11908
Q14978
Q969Z0
P0DI83
P52630
P61244
O60739
P50579
O00459
O15231
Q14683
Q7Z2W9
Q15813
Q9P206
O95989
Q8IWX8
Q9HBM1
Q9NWT1
Q8TBF2
P34949
Q9BZE1
Q969N2
A4D1U4
O95835
P53779
O94818
P17655
P26599
P49753
P19525
Q9NY93
O14828
O75494
P78346
Q99798
Q96KQ7
Q9Y5K5
O95394
P11413
P68036
P32004
Q53EZ4
Q9BRK5
P00387
O00743
Q8NF37
Q92973
O00255
Q9NPJ3
P61604
Q8WV99
Q8N960
O94925
P35052
P53004
Q8TBC3
Q96BP3
P08236
Q96LA8
Q9NTK5
Q9NXR5
Q96KR1
Q96MX6
Q86W50
Q8IYB7
Q6P2H3
P58549
P52788
Q13625
Q6BCY4
P36894
Q92743
Q13151
Q9H2P9
Q5TBP9
P48444
P31751
Q13033
Q9Y508
Q7Z406
Q9H8H0
Q7Z478
Q14315
Q92817
O94986
Q9BRQ0
Q9Y6G9
O75506
P22307
Q7Z4H7
Q9Y6J9
Q6KC79
Q16401
Q9Y6K9
P05114
Q14141
Q6DD88
O95248
Q9P015
P21333
Q8WUQ7
P63279
Q9UMY1
Q9NPD3
Q9Y6B6
Q86VR2
Q8WVX9
Q9H0T7
P56537
Q9BW71
Q13643
P61353
Q9Y5Z4
O75909
Q7L8W6
C9J470
P57772
P82970
P17858
A6NHX0
Q99733
Q96GX9
O60231
Q99829
P50440
Q9BZR6
Q9ULW0
Q9UGY1
Q96ES7
Q9UBF8
P35226
G5E9W2
Q8WV92
P09622
P04080
Q86YS7
Q96DE0
Q9HC35
O14950
O75208
P61225
O15392
Q9Y6X4
O14561
