uniprot_acc	gene_id
Q8WZA2	hsa:11069
Q9Y365	hsa:10809
Q86YW5	hsa:340205
O00506	hsa:10494
Q9NX95	hsa:55638
A1L190	hsa:644186
Q6PEY2	hsa:112714
Q8IZW8	hsa:84951
Q9BXU7	hsa:83844
Q9H3M7	hsa:10628
A6NIH7	hsa:84747
A0A0B4J235	NA
P25490	hsa:7528
P60604	hsa:7327
P62253	hsa:7326
Q15386	hsa:9690
Q9Y5T5	hsa:10600
Q86TZ1	NA
Q04323	hsa:51035
Q8WU66	hsa:54084
Q8N6N2	hsa:148014
P55851	hsa:7351
Q96PU4	hsa:115426
Q9H1F0	hsa:140832
Q96AW1	hsa:81552
Q96IQ7	hsa:23584
P63120	NA
Q9UEU0	hsa:10490
Q96J92	hsa:65266
Q8TCI5	hsa:128344
Q8ND90	hsa:9240
P62191	hsa:5700
Q96BP3	hsa:23398
Q13371	hsa:5082
P09923	hsa:248
O95758	hsa:9991
Q15269	hsa:5822
Q9P2N2	NA
O00212	hsa:29984
Q9P260	hsa:57614
Q6NUK4	hsa:221035
Q9NYV6	hsa:54700
P84098	hsa:6143
P18124	hsa:6129
Q8N4F7	hsa:285533
Q9Y6N7	hsa:6091
Q96C74	hsa:83853
Q86VE3	hsa:340562
Q495C1	hsa:285498
O95363	hsa:10667
Q8TC36	hsa:140732
P17600	hsa:6853
P23381	hsa:7453
Q68DE3	hsa:205717
Q7Z7N9	hsa:374395
Q9Y6N9	hsa:10083
Q9Y3A2	hsa:51118
Q5T011	hsa:23334
Q5JRA6	hsa:375056
P0CG34	hsa:11013
P0CG34	hsa:286527
Q7RTU1	hsa:150921
Q9UGI8	hsa:26136
Q9C0C2	hsa:85456
Q8TEA7	hsa:93627
Q9NXH9	hsa:55621
Q8TAI1	NA
Q9NUQ7	hsa:55325
P0CB48	NA
Q9Y5K5	hsa:51377
Q92890	hsa:7353
Q6Q795	NA
Q96K76	hsa:55031
O95922	hsa:25809
Q2TAM9	hsa:286319
Q9UMW8	hsa:11274
O60656	hsa:54600
Q6P3X3	hsa:55622
O75896	hsa:11334
P52735	hsa:7410
Q5T230	hsa:8433
Q8N6Y0	hsa:83878
Q9BTP6	hsa:79413
O15342	hsa:8992
Q15853	hsa:7392
Q5SQQ9	hsa:11023
Q6UXU0	NA
P38606	hsa:523
P63027	hsa:6844
Q6UW78	hsa:790955
Q8NI36	hsa:134430
Q5JSH3	hsa:54521
Q9NYS7	hsa:55884
A8MWX3	NA
Q96QU8	hsa:23214
Q92889	hsa:2072
Q9UGC7	hsa:54516
Q16518	hsa:6121
P23396	hsa:6188
Q9NYV9	hsa:50838
Q96S79	hsa:91608
Q7Z2H8	hsa:206358
Q8WUX1	hsa:92745
L0R6Q1	NA
A6NNN8	hsa:146167
P34925	hsa:6259
Q9NVA4	hsa:55751
Q96F10	hsa:112483
Q8WXD2	hsa:29106
Q13228	hsa:8991
Q96I15	hsa:51540
P29034	hsa:6273
Q96FL8	hsa:55244
Q8N8I0	hsa:401474
Q9NQ03	hsa:85508
Q14160	hsa:23513
Q9H1U9	hsa:92014
Q8N6K7	hsa:154075
Q8IY34	hsa:51296
Q99500	hsa:1903
Q9NX18	hsa:54949
Q5SY68	NA
O00560	hsa:6386
Q6ICL7	hsa:339665
P48066	hsa:6538
Q7RTU7	hsa:642658
O43865	hsa:10768
Q4G0G5	hsa:284402
Q9NY99	hsa:54221
Q99523	hsa:6272
Q86UG4	hsa:133482
Q9UQ13	hsa:8036
Q02446	hsa:6671
O14925	hsa:100287932
Q9BWJ5	hsa:83443
Q9ULL8	hsa:57477
Q9H6I2	hsa:64321
Q5TF21	hsa:387104
Q6GMV2	hsa:10322
Q9NSC7	hsa:55808
O95863	hsa:6615
Q5VZI3	hsa:203197
Q9HAT2	hsa:54414
A0A1B0GVZ9	NA
O95985	hsa:8940
Q9BSA9	hsa:84286
P61647	hsa:338596
Q6UE05	hsa:135886
A0A286YF58	NA
A0A1B0GTI8	NA
Q5T292	hsa:170371
Q53S58	hsa:80775
A0A0U1RQS6	NA
O95295	hsa:23557
O94813	hsa:9353
Q9H6Q3	hsa:84174
Q16613	hsa:15
O14796	hsa:117157
Q9H788	hsa:63898
O14492	NA
Q8WV19	hsa:113402
Q9BX73	hsa:83877
O15105	hsa:4092
Q7Z4S9	NA
A6NKC9	hsa:646892
Q8WZ59	hsa:147744
Q59H18	hsa:100526835
Q59H18	hsa:51086
Q96K49	hsa:84910
P55822	hsa:6450
Q13214	hsa:7869
Q9BWM7	hsa:81855
Q13275	hsa:6405
O95025	hsa:223117
Q99963	hsa:6457
Q9H3U7	hsa:64094
O15041	hsa:9723
Q499Z3	hsa:200172
Q9H299	hsa:83442
Q99835	hsa:6608
Q8TD33	hsa:147199
Q8TD33	hsa:653486
Q13591	hsa:9037
Q9H3T2	hsa:10500
P0DPA3	NA
O95473	hsa:23546
Q9UPX8	hsa:22941
Q9NWH9	hsa:79811
O94933	hsa:22865
Q8IWL1	hsa:729238
Q02383	hsa:6407
A0A075B706	NA
O15164	hsa:8805
Q5MJ70	hsa:245711
Q7Z5L4	hsa:219938
Q9BRL6	hsa:10929
P51688	hsa:6448
Q9BPZ2	hsa:474343
O43597	hsa:10253
Q9UJW9	hsa:29946
Q8NHS9	hsa:84690
Q13103	hsa:6694
O43610	hsa:10251
Q5T0L3	hsa:284680
Q9BYE4	hsa:6706
P63272	hsa:6827
Q05066	hsa:6736
P22531	hsa:6704
P09486	hsa:6678
O15042	hsa:23350
Q01082	hsa:6711
Q8N4L4	hsa:374768
P53597	hsa:8802
Q9Y606	hsa:80324
Q8WW59	hsa:283377
Q8N5C6	hsa:55133
Q9UJ98	hsa:10734
Q9ULZ2	hsa:26228
O95149	hsa:10073
Q9Y5M8	hsa:58477
Q9UKR8	hsa:26526
P42226	hsa:6778
Q96SI9	hsa:55342
Q9Y2K9	hsa:9515
O95793	hsa:6780
Q8IWZ8	hsa:57794
O94804	hsa:6793
O00204	hsa:6820
P42229	hsa:6776
Q15831	hsa:6794
Q86WV6	hsa:340061
Q5TH74	hsa:90529
P51687	hsa:6821
Q7Z6K1	hsa:168451
Q9H5L6	hsa:79725
Q13428	hsa:6949
A0A5A2	NA
A0A075B6N3	NA
O75462	hsa:9244
Q92828	hsa:7464
Q70SY1	hsa:64764
P02741	hsa:1401
Q13325	hsa:24138
P43360	hsa:4105
Q15788	hsa:8648
Q5U5Q3	hsa:51320
Q9BUU2	hsa:79091
Q7Z3K6	hsa:166968
Q504T8	hsa:90007
Q9Y4C4	hsa:9258
Q9GZY8	hsa:56947
A0A087WXM9	hsa:728637
Q8N3F8	hsa:85377
Q14680	hsa:9833
Q14149	hsa:23515
Q9HBH9	hsa:2872
Q9UHC1	hsa:27030
Q99550	hsa:10198
Q86YV6	hsa:340156
Q8WY64	hsa:29116
P12883	hsa:4625
Q9NR99	hsa:25878
Q05586	hsa:2902
P19404	hsa:4729
O96000	hsa:4716
Q13253	hsa:9241
Q9HC58	hsa:57419
P25103	hsa:6869
Q96P20	hsa:114548
Q96L73	hsa:64324
Q9NXX6	hsa:54780
P19338	hsa:4691
Q96HA8	hsa:55093
P49593	hsa:9647
Q9NSY0	hsa:340371
P62136	hsa:5499
Q6S8J7	hsa:340441
Q8WVJ2	hsa:134492
Q2TBC4	hsa:29964
Q9Y2X3	hsa:51602
P58400	hsa:9378
P61581	NA
Q9Y314	hsa:51070
E9PKD4	hsa:100288332
A6NJ64	NA
Q8N5I9	hsa:121053
Q8NG41	hsa:256933
Q96MI6	hsa:132160
Q8NGP8	hsa:390168
Q8WZ92	hsa:120065
Q8NH85	hsa:219479
Q9H237	hsa:64840
Q8NGX9	hsa:128366
Q8NGT5	hsa:135924
Q15622	hsa:26659
Q96SN7	hsa:80228
Q8NH89	NA
Q8NGI8	hsa:390195
P04001	hsa:101060233
P04001	hsa:2652
P04001	hsa:728458
P0CE71	hsa:4951
Q5SWX8	hsa:54953
P58170	hsa:8386
A8MZH6	NA
A5D8V7	hsa:115948
O95047	hsa:79541
Q9P1Q5	hsa:8383
O43749	hsa:4992
P34982	hsa:4991
Q5JQS5	hsa:127623
Q9GZK4	hsa:26716
O95006	hsa:135948
Q8NGP0	hsa:283092
Q8NH70	hsa:81327
Q8NGE2	hsa:121129
Q8NGB6	hsa:390538
Q8NGJ5	hsa:119682
Q9H2C8	hsa:283111
Q9H1B4	NA
Q9H341	hsa:390059
A6NMU1	NA
Q9H340	hsa:390058
Q8NGT0	hsa:286362
Q68BL7	hsa:169611
Q9NTK5	hsa:29789
Q9QC07	NA
Q8WWB5	hsa:120379
Q8TEQ8	hsa:84720
P07225	hsa:5627
Q9HB75	hsa:55367
Q86SQ0	hsa:90102
P51178	hsa:5333
Q5SXH7	hsa:79949
O43395	hsa:9129
Q9Y3C6	hsa:51645
Q92734	hsa:10342
O95932	hsa:343641
P0CG35	hsa:11013
P0CG35	hsa:286527
A0AVT1	hsa:55236
A0A0A6YYG2	NA
Q86XW9	hsa:347736
Q14669	hsa:9320
P63124	NA
Q9Y2B5	hsa:9605
Q7Z7D3	hsa:79679
Q92558	hsa:8936
P23025	hsa:7507
A6NIX2	hsa:126374
Q2M389	hsa:23325
Q641Q2	hsa:387680
Q9NQA3	NA
O75554	hsa:11193
Q9GZV5	hsa:25937
P48444	hsa:372
P15954	hsa:1350
P46108	hsa:1398
Q9P218	hsa:57642
Q9BWP8	hsa:78989
Q8N1L1	NA
Q9H8H2	hsa:64794
Q8NG35	hsa:245908
Q8NG35	hsa:504180
A0A096LNP1	hsa:100129216
Q5TEA3	hsa:25943
Q6ZN54	hsa:54849
P98082	hsa:1601
P56178	hsa:1749
Q9BTV6	hsa:92715
Q9BPU6	hsa:56896
Q7L8W6	hsa:89978
Q86TI2	hsa:91039
P0CG22	NA
Q6UX65	hsa:128338
Q5T2R2	hsa:23590
Q9UJW3	hsa:29947
Q9UKH3	NA
Q15369	hsa:6921
P60002	hsa:84337
Q5T6L9	hsa:55780
P41567	hsa:10209
Q04743	hsa:2018
Q8N9N8	hsa:84285
P43897	hsa:10102
Q8N428	hsa:57452
P63092	hsa:2778
P20827	hsa:1942
Q5T8I3	hsa:284611
Q4KMX7	NA
Q5T1J6	NA
O15540	hsa:2173
P07148	hsa:2168
Q8TC76	hsa:90362
Q8N9E0	hsa:286499
Q63HN1	NA
Q96CD0	hsa:55336
O95750	hsa:9965
P02771	hsa:174
O75636	hsa:8547
P09038	hsa:2247
Q96GK7	hsa:51011
P11487	hsa:2248
Q6P587	hsa:81889
Q8IWF2	hsa:80020
Q9YNA8	NA
Q10981	hsa:2524
Q9NY12	hsa:54433
O14653	hsa:9570
Q9NVN8	hsa:54552
O15488	hsa:8908
Q12794	hsa:3373
Q8NFR9	hsa:132014
P01566	hsa:3446
B1AKI9	hsa:140862
P29218	hsa:3612
P00995	hsa:6690
P60329	hsa:386684
P60372	NA
Q3LI77	hsa:284827
O75427	hsa:4034
Q14693	hsa:23175
Q8N6C8	hsa:11026
Q969G2	hsa:89884
Q96BF6	hsa:138151
Q9H2C1	hsa:64211
Q9HCC9	hsa:57732
Q99705	hsa:2847
Q8N2S1	hsa:8425
O95868	hsa:58530
Q6P1A2	hsa:10162
Q9Y2E5	hsa:23324
O43148	hsa:8731
Q9NRX4	hsa:29085
P04554	hsa:5620
P28069	hsa:5449
Q9NRZ7	hsa:56894
Q01970	hsa:5331
O14603	hsa:442862
O14603	hsa:9081
O94906	hsa:24148
Q6UWB4	hsa:203074
Q6P4A8	hsa:79887
P50897	hsa:5538
P10696	hsa:251
Q92620	hsa:9785
Q9NRG1	hsa:56952
P86478	hsa:122183
P86478	hsa:729233
P86478	hsa:729240
P86478	hsa:729246
P86478	hsa:729250
Q9UPN7	hsa:22870
Q6ZRT6	hsa:389151
O60260	hsa:5071
P16471	hsa:5618
Q9HCS7	hsa:56949
P01137	hsa:7040
Q4KMP7	hsa:26000
Q9NYW6	hsa:50831
Q13569	hsa:6996
Q9H5Q4	hsa:64216
A7MCY6	hsa:9755
Q15654	hsa:7205
A0A584	NA
P61077	hsa:7323
Q712K3	hsa:54926
Q9H307	hsa:5411
Q6PEW0	hsa:221191
Q9BZG2	hsa:93650
P0DJ07	hsa:100131801
O95997	hsa:9232
O00232	hsa:5718
Q96NR3	hsa:139411
Q15256	hsa:5801
Q96N64	hsa:114825
Q9UBK2	hsa:10891
Q92546	hsa:9827
Q8TAA1	hsa:122651
Q5GAN4	hsa:493901
Q96GF1	hsa:91445
P36954	hsa:5438
Q01973	hsa:4919
P98171	hsa:393
Q9P2R6	hsa:473
O43182	hsa:395
Q9HBH0	hsa:54509
O75818	hsa:10799
A8MWD9	NA
O14802	hsa:11128
P08922	hsa:6098
P60153	hsa:390443
Q9BYD3	hsa:51073
Q9NZE8	hsa:51318
Q9P0J6	hsa:64979
Q96N87	hsa:348932
Q6P161	hsa:116541
P61247	hsa:6189
Q8NHG7	hsa:258010
Q9H0W7	hsa:83591
Q6YHU6	hsa:63892
P53999	hsa:10923
O95947	hsa:6911
Q9UL52	hsa:28983
Q5QJE6	hsa:30836
Q92748	hsa:7069
Q8N7C4	hsa:221468
Q9P2M4	hsa:57533
Q9Y6G1	hsa:28978
Q2WGJ8	hsa:340393
Q16635	hsa:6901
P02585	hsa:7125
Q8N2M4	hsa:144110
Q9UK28	hsa:25789
Q9BZW5	hsa:53346
O00220	hsa:8797
A0JD36	NA
Q9BX84	hsa:140803
Q86VQ6	hsa:114112
P04437	NA
P56705	hsa:54361
Q5T9L3	hsa:79971
Q9Y3S1	hsa:65268
Q8N7K0	hsa:163059
Q15928	hsa:7700
Q86XU0	hsa:342926
O95125	hsa:7753
Q99807	hsa:10229
Q9Y6Z7	hsa:10584
O00458	hsa:3475
Q96ST2	hsa:55677
P26440	hsa:3712
Q9P0W0	hsa:56832
P78415	hsa:79191
Q9Y573	hsa:3652
B3KU38	hsa:100505385
Q12912	hsa:4033
P78386	hsa:3891
O00214	hsa:3964
P60410	hsa:386681
A0A087WSY6	NA
P04432	NA
O75431	hsa:10651
Q9BTN0	hsa:79414
P59901	hsa:23547
Q96T17	hsa:256714
Q8IX19	hsa:199675
Q8N6Q8	hsa:84190
Q9BRT3	hsa:84299
Q96A46	hsa:81894
Q8NCR3	hsa:160140
Q4VC31	hsa:131076
Q9UK23	hsa:51172
P22033	hsa:4594
Q14112	hsa:22795
Q8NBZ9	NA
Q12879	hsa:2903
O95139	hsa:4712
Q9BYT8	hsa:57486
Q07444	hsa:3823
Q15080	hsa:4689
Q96PU5	hsa:23327
O14513	hsa:344148
O14495	hsa:8613
Q494U1	hsa:84069
Q9BZ95	hsa:54904
Q8WV22	hsa:197370
O95665	hsa:23620
Q96AB6	hsa:123803
P57740	hsa:57122
Q496H8	hsa:123904
Q9BQI9	hsa:83714
Q9H7Z3	hsa:55051
Q96G61	hsa:55190
Q9Y5X4	hsa:10002
Q8NGR1	hsa:79290
Q9UBT6	hsa:51426
Q53GL0	hsa:51177
Q63HM9	hsa:345557
Q99633	hsa:8559
Q9NXH3	hsa:54866
Q8TAE6	hsa:81706
Q4J6C6	hsa:9581
Q5VTA0	hsa:391004
P20061	hsa:6947
Q9NU19	hsa:55633
O43435	hsa:6899
Q96PF1	hsa:116179
Q5VWP2	hsa:54855
P57082	hsa:9496
P28347	hsa:7003
Q14CZ0	hsa:29035
O60507	hsa:8460
P20333	hsa:7133
Q9BXR5	hsa:81793
Q9NP84	hsa:51330
Q9UIF3	hsa:27285
Q12767	hsa:9772
Q96MH6	hsa:137695
A6NDI0	hsa:283116
Q04725	hsa:7089
Q5JTV8	hsa:26092
Q86UE8	hsa:11011
Q9H1B5	hsa:64132
Q8IUR0	hsa:126003
Q86UV6	hsa:378108
Q9Y2L5	hsa:22878
P98066	hsa:7130
Q9NX07	hsa:54952
Q96PN8	hsa:81629
Q8NET8	hsa:162514
O60637	hsa:10099
H0UI37	hsa:100130890
Q8NB14	hsa:84640
A0A0K0K1G6	NA
A0A0B4J274	NA
Q0WX57	hsa:728369
Q0WX57	hsa:728373
Q0WX57	hsa:728379
Q0WX57	hsa:728393
Q0WX57	hsa:728400
Q0WX57	hsa:728405
Q0WX57	hsa:728419
A0JD32	NA
A0A075B6X5	NA
Q9P2U8	hsa:57084
P27169	hsa:5444
Q9P1Y6	hsa:57661
Q96KN8	hsa:117245
Q8TB68	hsa:80758
P11117	hsa:53
Q5VXH5	hsa:441871
P86480	hsa:122183
P86480	hsa:729233
P86480	hsa:729240
P86480	hsa:729246
P86480	hsa:729250
P21246	hsa:5764
A0A1B0GV85	NA
Q8TA86	hsa:6100
Q8TDE3	hsa:122665
A6NIZ1	NA
Q9H1E1	hsa:84659
Q96EX2	hsa:84900
O95602	hsa:25885
Q9BY12	hsa:49855
Q9H2W6	hsa:26589
Q8N5N7	hsa:54534
P13866	hsa:6523
P23526	hsa:191
P31639	hsa:6524
P0DJI8	hsa:6288
P0DJI9	hsa:6289
P53794	NA
Q9NY91	hsa:6527
Q9GZV3	hsa:60482
Q8N695	hsa:160728
P51168	hsa:6338
P78345	hsa:10557
O00161	hsa:8773
Q9Y5B9	hsa:11198
P38935	hsa:3508
P60880	hsa:6616
O95219	hsa:8723
Q12884	hsa:2191
P62841	hsa:6209
Q9Y4G8	hsa:9693
P47736	hsa:5909
Q96KN7	hsa:57096
P08708	hsa:6218
Q5T5J6	hsa:54823
Q99469	hsa:6769
Q99973	hsa:7011
Q6URK8	hsa:374739
Q9UHP3	hsa:29761
Q5PR19	NA
Q8NA96	NA
A6NL46	NA
Q9UI72	NA
Q9NQ76	hsa:56955
P58181	hsa:26496
Q9NTI5	hsa:23047
Q92569	hsa:8503
P53611	hsa:5876
Q9H7Z7	hsa:80142
Q5T9C9	hsa:138429
O14715	hsa:727851
Q92521	hsa:9488
P10266	NA
Q8WV24	hsa:22822
O43663	hsa:9055
Q92729	hsa:10076
Q8WZ73	hsa:117584
Q7Z5B4	hsa:79608
Q9UNX3	hsa:51121
Q13464	hsa:6093
Q9Y2Y1	hsa:51728
Q2M238	NA
Q9Y2P4	hsa:28965
Q05823	hsa:6041
P0DH78	hsa:643596
Q969S0	hsa:84912
Q9NTN3	hsa:23169
Q9NRX2	hsa:63875
Q9GZN6	hsa:28968
Q9BQ48	hsa:64981
Q8IYR2	hsa:114826
Q5JTZ9	hsa:57505
Q9Y2B4	hsa:27296
Q8NFU7	hsa:80312
Q8NEK8	hsa:169966
O95935	hsa:9096
Q8IWB9	hsa:55852
O15482	hsa:1527
Q6NUS6	hsa:26123
Q9NZ01	hsa:9524
Q9NYB0	hsa:54386
Q9Y4R8	hsa:9894
Q6N022	hsa:26011
A6NGB7	hsa:100130519
Q6GV28	hsa:338661
O95361	hsa:10626
P01222	hsa:7252
P0CW01	hsa:100289087
P0CW01	hsa:728137
Q8NFU3	hsa:100131187
O14817	hsa:7106
A0A0B4J241	NA
O14562	hsa:56061
C9JVI0	hsa:100287178
A6NNM8	NA
Q53H54	hsa:55039
Q8TBZ3	hsa:91833
P41587	hsa:7434
P49754	hsa:27072
Q7Z7G8	hsa:157680
Q3MJ13	hsa:256764
O14980	hsa:7514
Q9UPY6	hsa:10810
P19544	hsa:7490
Q86XT2	hsa:155382
O14609	NA
Q9UQB9	hsa:6795
I3L1E1	hsa:147646
Q9Y534	hsa:27254
P17927	hsa:1378
P01601	NA
Q2VYF4	hsa:137994
P36776	hsa:9361
O75019	hsa:11024
A6NCL2	hsa:100507055
Q9BT23	hsa:80774
O75023	hsa:10990
Q9BW11	hsa:83463
P13535	hsa:4626
Q8NG92	hsa:347468
Q9Y2G5	hsa:23275
Q9H208	hsa:341276
Q6DKJ4	hsa:64359
O95158	hsa:11247
A6NKN8	hsa:654790
O14832	hsa:5264
P10451	hsa:6696
Q86V24	hsa:79602
A6NDG6	hsa:283871
Q7Z2D5	hsa:9890
Q13519	hsa:5368
Q16821	hsa:5506
O75170	hsa:9701
Q2M3V2	NA
P35504	hsa:54579
P06133	hsa:7363
O75310	hsa:10720
Q15572	hsa:9013
P26640	hsa:7407
P59540	hsa:259292
Q96A25	hsa:113277
P61812	hsa:7042
O60806	hsa:9095
Q96GX1	hsa:79867
Q9UMR3	hsa:57057
Q8IYR6	hsa:100526694
Q8IYR6	hsa:8577
B6A8C7	hsa:441864
Q13888	hsa:2966
Q9NVR7	hsa:55171
Q92844	hsa:10010
A2RRL7	hsa:155006
O60235	hsa:9407
Q86XT9	hsa:124446
P17752	hsa:7166
Q9P0N9	hsa:107080638
Q9P0N9	hsa:51256
Q9H6X4	hsa:80194
Q8WUH6	hsa:90488
O60220	hsa:1678
Q6UXP3	NA
Q5VWI1	hsa:256536
Q16473	NA
Q9BRN9	hsa:80213
Q99757	hsa:25828
Q96F44	hsa:81559
O60858	hsa:10206
Q96IK0	hsa:84336
Q6F5E7	NA
Q13114	hsa:7187
O94972	hsa:4591
Q8IYL2	hsa:152992
Q969M7	hsa:140739
O95551	hsa:51567
Q9Y4P8	hsa:26100
A8MPX8	hsa:151649
O43930	NA
P78395	hsa:23532
Q14761	hsa:5790
Q96KF2	hsa:84366
Q14691	hsa:9837
Q8TAA3	hsa:143471
Q6ZTI6	hsa:100533183
Q6ZTI6	hsa:144347
O75677	hsa:5988
O43566	hsa:10636
Q8N5W9	hsa:359845
Q8N392	hsa:93663
Q86UR5	hsa:22999
Q5EBL4	hsa:353116
P50914	hsa:9045
P46779	hsa:6158
P62917	hsa:6132
Q9Y2J0	hsa:22895
O60518	hsa:26953
Q9H9Y6	hsa:84172
O43623	hsa:6591
Q92834	hsa:6103
Q9UPU9	hsa:23034
P62280	hsa:6205
O76094	hsa:6731
Q9NQ39	NA
Q9UMX1	hsa:51684
P52630	hsa:6773
Q9NRL3	hsa:29888
Q07617	hsa:6674
Q9UQ35	hsa:23524
O43815	hsa:6801
P62241	hsa:6202
P62857	hsa:6234
P62273	hsa:6235
P62979	hsa:6233
P41252	hsa:3376
Q8N300	hsa:374969
O94782	hsa:7398
P55854	hsa:6612
Q15573	hsa:9015
Q9P2T0	hsa:51298
O43548	hsa:9333
P10636	hsa:4137
Q15554	hsa:7014
A0A1B0GX49	NA
Q9BZM5	hsa:80328
P04435	NA
Q96S82	hsa:84993
Q8TAA9	hsa:81839
Q5GFL6	hsa:340706
P55060	hsa:1434
O43516	hsa:7456
P56704	hsa:89780
Q9H0M0	hsa:11059
O95231	hsa:27287
Q9WJR5	NA
Q9NYT0	hsa:26499
Q8N8Z3	NA
Q8IV42	hsa:118672
O14830	hsa:5470
Q16647	hsa:5740
O43586	hsa:9051
Q9Y248	hsa:51659
Q5SWL7	hsa:729528
P15151	hsa:5817
P31939	hsa:471
Q9UJV8	hsa:29942
Q5TG30	NA
Q5T5U3	hsa:57584
Q9H6W3	hsa:79697
Q96EU6	hsa:88745
Q96AT9	hsa:6120
P0DMR2	hsa:653486
O43699	hsa:946
Q8TF17	hsa:79628
Q9UL12	hsa:1757
Q9BW04	hsa:79098
Q9UKG4	hsa:26266
Q96FQ6	hsa:140576
Q8IZD0	hsa:201191
Q9BXP2	hsa:56996
B5MCN3	hsa:730005
P40879	hsa:1811
A6NFY7	hsa:644096
Q7LBE3	hsa:115019
Q8N2U9	hsa:80148
Q8N9R8	hsa:286205
Q96I99	hsa:8801
O75635	hsa:8710
Q9Y5S1	hsa:51393
Q6UXR4	NA
Q8IYB3	hsa:10250
Q9BVQ7	hsa:79029
Q96FV3	hsa:26262
Q8NEF9	hsa:153443
P02808	hsa:6779
Q06330	hsa:3516
Q86W54	hsa:202051
Q5VSL9	hsa:85369
Q8TE77	hsa:54961
Q8WYL5	hsa:54434
O60499	hsa:8677
P49458	hsa:6726
Q13188	hsa:6788
Q9UEE5	hsa:9263
Q6NZ63	hsa:256227
Q16623	hsa:6804
Q9UJZ1	hsa:30968
Q93045	hsa:11075
Q9Y3M8	hsa:90627
Q9P2F5	hsa:56977
Q6UWM9	hsa:79799
P54855	hsa:7366
P49589	hsa:833
Q7L0J3	hsa:9900
Q9P2Z0	hsa:56906
P55072	hsa:7415
P17987	hsa:6950
A0A1B0GUA7	hsa:101929926
Q92994	hsa:2972
A0A599	NA
Q6ZVD8	hsa:23035
Q5VT98	hsa:645425
Q16825	hsa:11099
P43378	hsa:5780
Q13610	hsa:11137
Q92626	hsa:7837
Q2TAK8	hsa:84939
P30566	hsa:158
Q53QZ3	hsa:55843
P05451	hsa:5967
P62888	hsa:6156
Q969S9	hsa:84340
Q9UHV5	hsa:51195
Q8NBT2	hsa:147841
P46782	hsa:6193
Q8NEE8	hsa:158248
Q14CS0	hsa:137886
Q12962	hsa:6881
Q15542	hsa:6877
P68366	hsa:7277
Q5T1C6	hsa:117145
Q8NA31	hsa:283847
Q13107	hsa:7375
O43396	hsa:9352
A0A075B6L2	NA
O95164	hsa:5412
Q13488	hsa:10312
P63119	NA
Q502W6	hsa:200403
Q5GH72	hsa:343702
Q9H7M9	hsa:64115
P56706	hsa:7477
Q9C0D7	hsa:85463
Q8WTX9	hsa:29800
Q8WVZ1	hsa:131540
Q9BRP9	NA
Q8TAT8	NA
P17039	hsa:90075
P17035	hsa:7576
Q96CK0	hsa:115950
P52739	hsa:7690
Q8TF32	hsa:170959
P52740	hsa:7691
Q86XI8	hsa:374920
P59923	hsa:353274
O60481	hsa:7547
Q13398	hsa:10520
Q9NWS9	hsa:55663
Q8NAM6	hsa:201516
Q96M27	hsa:133619
P23942	hsa:5961
P67775	hsa:5515
H3BUK9	hsa:100287399
Q9UKL6	hsa:58488
Q8NE79	hsa:11149
P62714	hsa:5516
Q9H8P0	hsa:79644
O14829	hsa:5475
Q12972	hsa:5511
P0DPQ3	NA
P48634	hsa:7916
D3DTV9	hsa:360205
O43242	hsa:5709
Q03393	hsa:5805
Q13200	hsa:5708
Q14671	hsa:9698
Q9BRX8	hsa:84293
P61026	hsa:10890
Q14498	hsa:9584
O75679	hsa:10738
A8MT19	NA
P48378	hsa:5990
Q6ZRI8	hsa:158763
P13489	hsa:6050
Q96FS4	hsa:6494
Q14690	hsa:22984
Q9UGT4	hsa:56241
O60279	hsa:26032
Q16143	hsa:6620
P30408	hsa:4071
P22105	hsa:7148
Q8NA69	hsa:374877
Q9H347	hsa:50613
Q8N806	hsa:55148
Q6ZT98	hsa:79739
P26368	hsa:11338
A0A075B6T8	NA
A2RUC4	hsa:129450
Q6ZVT0	hsa:254173
Q9BZ98	NA
Q6NUM6	hsa:441250
Q93097	hsa:7482
Q9H0D6	hsa:22803
Q8NBI6	hsa:152002
Q9HCJ5	hsa:57688
Q8IY57	hsa:10138
Q9HCK1	hsa:57683
Q9NPG8	hsa:55146
Q9UFV3	NA
Q69YI7	hsa:203245
P56597	hsa:8382
Q8NCF5	hsa:84901
Q8WWR8	hsa:129807
O00746	hsa:4833
O75414	hsa:10201
Q14978	hsa:9221
Q86WI3	hsa:84166
P78380	hsa:4973
A6NL26	hsa:219968
Q8NGN4	hsa:219870
Q8WWZ8	hsa:170392
Q9BZ23	hsa:80025
Q9H0X9	hsa:114879
Q9BXW6	hsa:114876
Q06416	hsa:5462
Q9UM07	hsa:23569
Q9Y5E9	hsa:56122
P39656	hsa:1650
Q9Y5F1	hsa:56124
Q96TA0	NA
O00750	hsa:5287
P0DN37	hsa:644591
Q96IZ0	hsa:5074
P18509	hsa:116
Q93086	hsa:5026
Q9UQ80	hsa:5036
Q9NR21	hsa:57097
Q9BYG5	hsa:84612
Q9BYE7	hsa:84108
Q29RF7	hsa:23244
O14813	hsa:401
P08567	hsa:5341
Q00722	hsa:5330
Q9NRX1	hsa:56902
Q9ULN7	hsa:57469
Q9UKJ0	hsa:29990
P19174	hsa:5335
Q8N3S3	hsa:57157
Q9Y3A3	hsa:25843
Q8NBT0	hsa:25886
Q9UQK1	hsa:5507
