Chip Run Info,C:\Users\Pierre\Desktop\hIPSC project\1362362588_plate2_v2_human_lineage_10-4-18\ChipRun.bml,1362362588,96.96 (136x),GE 96x96 Standard v1,ROX,EvaGreen,10/04/2018 3:51:47 PM,01:54:01,BIOMARKHD173,SamplePlateName: Undefined,SamplePlateBarCode: Undefined,ReagentPlateName: Undefined,ReagentPlateBarCode: Undefined
Application Version,4.3.1
Application Build,20170404.1035
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio
S88-A34,FA1 Day0 B,Unknown,1,Foxd3,Test,19.3333176115408,1,Pass,0.0113351551779112,82.0615047251591,999,1
S88-A35,FA1 Day0 B,Unknown,1,Gad1,Test,29.7185963143483,0.964060979680667,Pass,0.0113351551779112,85.0788155962075,999,1
S88-A36,FA1 Day0 B,Unknown,1,Actb,Test,11.2722923403886,1,Pass,0.0113351551779112,83.1035743667766,999,1
S88-A37,FA1 Day0 B,Unknown,1,Klf2,Test,26.7218850229716,0.819042744564119,Pass,0.0113351551779112,86.2867405202333,999,1
S88-A38,FA1 Day0 B,Unknown,1,Mixl1,Test,23.7960103166559,1,Pass,0.0113351551779112,88.0998310006,999,1
S88-A39,FA1 Day0 B,Unknown,1,Tbx6,Test,23.5094453136518,1,Pass,0.0113351551779112,82.2359491917335,999,1
S88-A40,FA1 Day0 B,Unknown,1,Shh,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A41,FA1 Day0 B,Unknown,1,Lgr5,Test,29.2405967981761,1,Pass,0.0113351551779112,80.3235645452354,999,1
S88-A42,FA1 Day0 B,Unknown,1,Bmp4,Test,21.710462654837,1,Pass,0.0113351551779112,80.3828997996282,999,1
S88-A43,FA1 Day0 B,Unknown,1,Myh1,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A44,FA1 Day0 B,Unknown,1,Myl3,Test,27.9233650430782,1,Pass,0.0113351551779112,75.889826002884,999,1
S88-A45,FA1 Day0 B,Unknown,1,Zic1,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A46,FA1 Day0 B,Unknown,1,Pax6,Test,24.5847564103947,1,Pass,0.0113351551779112,73.9408220414368,999,1
S88-A47,FA1 Day0 B,Unknown,1,L1cam,Test,22.0693370659917,1,Pass,0.0113351551779112,86.0873841478534,999,1
S88-A48,FA1 Day0 B,Unknown,1,TBP,Test,17.6821008950348,1,Pass,0.0113351551779112,81.9435370399441,999,1
S88-A54,FA1 Day0 B,Unknown,1,Col10a1,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A53,FA1 Day0 B,Unknown,1,Dcn,Test,26.0472561515662,0.986025590562801,Pass,0.0113351551779112,84.7049162235697,999,1
S88-A52,FA1 Day0 B,Unknown,1,Hhex,Test,23.4313151962099,1,Pass,0.0113351551779112,79.9414276625521,999,1
S88-A51,FA1 Day0 B,Unknown,1,Foxa2,Test,21.1569687148283,1,Pass,0.0113351551779112,75.0513427488183,999,1
S88-A50,FA1 Day0 B,Unknown,1,Wnt3a,Test,20.3688048407556,1,Pass,0.0113351551779112,78.7753417637612,999,1
S88-A49,FA1 Day0 B,Unknown,1,Klf4,Test,22.8030331908125,1,Pass,0.0113351551779112,83.3847630947555,999,1
S88-A60,FA1 Day0 B,Unknown,1,Gusb,Test,16.7533262712709,1,Pass,0.0113351551779112,80.7385769653921,999,1
S88-A59,FA1 Day0 B,Unknown,1,Sox1,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A58,FA1 Day0 B,Unknown,1,Vim,Test,17.3024455050861,1,Pass,0.0113351551779112,81.9122128192676,999,1
S88-A57,FA1 Day0 B,Unknown,1,Fabp7,Test,15.0600489761906,1,Pass,0.0113351551779112,78.7620048858256,999,1
S88-A56,FA1 Day0 B,Unknown,1,Myh7,Test,21.4939394379515,1,Pass,0.0113351551779112,86.4654660581156,999,1
S88-A55,FA1 Day0 B,Unknown,1,Igf2,Test,24.5611327287117,1,Pass,0.0113351551779112,87.1128942709897,999,1
S88-A66,FA1 Day0 B,Unknown,1,Ctsk,Test,20.2326476029453,1,Pass,0.0113351551779112,80.2459833926021,999,1
S88-A65,FA1 Day0 B,Unknown,1,Apoh,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A64,FA1 Day0 B,Unknown,1,Ins,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A63,FA1 Day0 B,Unknown,1,Sox17,Test,29.072390106502,1,Pass,0.0113351551779112,82.3036710618065,999,1
S88-A62,FA1 Day0 B,Unknown,1,Nodal,Test,18.8027727081286,1,Pass,0.0113351551779112,85.268953022139,999,1
S88-A61,FA1 Day0 B,Unknown,1,Nanog,Test,16.3083688882514,1,Pass,0.0113351551779112,80.7531683004789,999,1
S88-A72,FA1 Day0 B,Unknown,1,B2m,Test,15.0111497587814,1,Pass,0.0113351551779112,81.3329483085883,999,1
S88-A71,FA1 Day0 B,Unknown,1,Otx2,Test,18.0157552118688,1,Pass,0.0113351551779112,82.0383312705055,999,1
S88-A70,FA1 Day0 B,Unknown,1,Pou4f1,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A69,FA1 Day0 B,Unknown,1,Dcx,Test,21.1891689799522,1,Pass,0.0113351551779112,78.6930539933332,999,1
S88-A68,FA1 Day0 B,Unknown,1,Cd34,Test,37.6625130527208,0,Fail,0.0113351551779112,999,999,0
S88-A67,FA1 Day0 B,Unknown,1,Smtn,Test,15.6024786370526,0.722889233874706,Pass,0.0113351551779112,86.0159648412543,999,1
S88-A78,FA1 Day0 B,Unknown,1,Gata6,Test,25.1454119993168,1,Pass,0.0113351551779112,74.1396014533845,999,1
S88-A77,FA1 Day0 B,Unknown,1,Alb,Test,36.7309336823174,1,Pass,0.0113351551779112,80.2297178749785,999,1
S88-A76,FA1 Day0 B,Unknown,1,Pdx1,Test,27.6528556242622,0.858399646526036,Pass,0.0113351551779112,88.2159304319753,999,1
S88-A75,FA1 Day0 B,Unknown,1,Sox7,Test,23.6964610154323,1,Pass,0.0113351551779112,88.9687758425213,999,1
S88-A74,FA1 Day0 B,Unknown,1,Lhx1,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A73,FA1 Day0 B,Unknown,1,Pou5f1,Test,13.334901706009,1,Pass,0.0113351551779112,84.7775672816844,999,1
S88-A84,FA1 Day0 B,Unknown,1,,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A83,FA1 Day0 B,Unknown,1,Krt14,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A82,FA1 Day0 B,Unknown,1,Eno1,Test,14.7459273305084,1,Pass,0.0113351551779112,85.0161961487229,999,1
S88-A81,FA1 Day0 B,Unknown,1,Neurod1,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A80,FA1 Day0 B,Unknown,1,Cd79a,Test,28.9340084422542,0.793601000786824,Pass,0.0113351551779112,87.772334368537,999,1
S88-A79,FA1 Day0 B,Unknown,1,Klf5,Test,20.701796174983,0.962046351520628,Pass,0.0113351551779112,77.6622274041465,999,1
S88-A90,FA1 Day0 B,Unknown,1,Kdr,Test,19.7455370672432,1,Pass,0.0113351551779112,78.3816092764293,999,1
S88-A89,FA1 Day0 B,Unknown,1,Hgf,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A88,FA1 Day0 B,Unknown,1,Acvr1b,Test,16.3676382390329,0.898859755015536,Pass,0.0113351551779112,86.9812437373976,999,1
S88-A87,FA1 Day0 B,Unknown,1,Krt19,Test,19.0149170904258,1,Pass,0.0113351551779112,84.0630578717793,999,1
S88-A86,FA1 Day0 B,Unknown,1,Eomes,Test,23.6593977257378,1,Pass,0.0113351551779112,76.9557320779679,999,1
S88-A85,FA1 Day0 B,Unknown,1,Prdm14,Test,16.7470525923167,1,Pass,0.0113351551779112,79.277142229741,999,1
S88-A96,FA1 Day0 B,Unknown,1,,Test,999,0,Fail,0.0113351551779112,999,999,0
S88-A95,FA1 Day0 B,Unknown,1,Grin1,Test,32.0529829949849,0.762768950158433,Pass,0.0113351551779112,87.7721020860487,999,1
S88-A94,FA1 Day0 B,Unknown,1,Gbx2,Test,34.8841215907958,0.840141719172015,Pass,0.0113351551779112,85.8965999617046,999,1
S88-A93,FA1 Day0 B,Unknown,1,Nes,Test,19.9857898107105,1,Pass,0.0113351551779112,84.9445196352932,999,1
S88-A92,FA1 Day0 B,Unknown,1,Ryr2,Test,20.9937563908779,1,Pass,0.0113351551779112,79.175991419772,999,1
S88-A91,FA1 Day0 B,Unknown,1,Mesp1,Test,25.0147764106122,0.954982961432652,Pass,0.0113351551779112,84.2624247143111,999,1
S10-A01,MA3 Day4 A,Unknown,1,Zic3,Test,19.176149220873,1,Pass,0.0113351551779112,86.6122203597666,999,1
S10-A02,MA3 Day4 A,Unknown,1,Sox2,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A03,MA3 Day4 A,Unknown,1,Gsc,Test,16.9969605438893,1,Pass,0.0113351551779112,84.9391189135243,999,1
S10-A04,MA3 Day4 A,Unknown,1,AFP,Test,30.8187112160232,0.832694398954741,Pass,0.0113351551779112,86.6306448303615,999,1
S10-A05,MA3 Day4 A,Unknown,1,Gata4,Test,19.9640924963666,1,Pass,0.0113351551779112,86.6885792958339,999,1
S10-A06,MA3 Day4 A,Unknown,1,Fgf8,Test,20.3385506582568,1,Pass,0.0113351551779112,83.0579482003218,999,1
S10-A07,MA3 Day4 A,Unknown,1,Gata2,Test,26.6363527838887,0.788288725900404,Pass,0.0113351551779112,84.8713294011823,999,1
S10-A08,MA3 Day4 A,Unknown,1,Nkx2-5,Test,36.112904465824,0,Fail,0.0113351551779112,999,999,0
S10-A09,MA3 Day4 A,Unknown,1,Comp,Test,38.2627458761969,0,Fail,0.0113351551779112,999,999,0
S10-A10,MA3 Day4 A,Unknown,1,Olig2,Test,35.6308832552408,0,Fail,0.0113351551779112,999,999,0
S10-A11,MA3 Day4 A,Unknown,1,Gfap,Test,34.4337323127505,1,Pass,0.0113351551779112,83.7487763715706,999,1
S10-A12,MA3 Day4 A,Unknown,1,TH,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A13,MA3 Day4 A,Unknown,1,Dppa4,Test,22.9278879936836,1,Pass,0.0113351551779112,82.1994099169738,999,1
S10-A14,MA3 Day4 A,Unknown,1,Zfp42,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A15,MA3 Day4 A,Unknown,1,Tdgf1,Test,17.0794186665237,1,Pass,0.0113351551779112,86.0823259951835,999,1
S10-A16,MA3 Day4 A,Unknown,1,Cdx2,Test,34.6297505744175,1,Pass,0.0113351551779112,74.5798473036943,999,1
S10-A17,MA3 Day4 A,Unknown,1,Pecam1,Test,16.3547277250351,0,Fail,0.0113351551779112,999,999,0
S10-A18,MA3 Day4 A,Unknown,1,Nod2,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A19,MA3 Day4 A,Unknown,1,Hand1,Test,33.0706968392752,1,Pass,0.0113351551779112,75.2256701997768,999,1
S10-A20,MA3 Day4 A,Unknown,1,Pdgfra,Test,26.8421327145225,1,Pass,0.0113351551779112,76.9434790050682,999,1
S10-A21,MA3 Day4 A,Unknown,1,Ccr5,Test,30.2950996259161,0.80637787188479,Pass,0.0113351551779112,87.7452488115016,999,1
S10-A22,MA3 Day4 A,Unknown,1,Chat,Test,32.6765256188092,1,Pass,0.0113351551779112,79.8918556955728,999,1
S10-A23,MA3 Day4 A,Unknown,1,Tubb3,Test,18.4544154028365,1,Pass,0.0113351551779112,89.5549431969157,999,1
S10-A24,MA3 Day4 A,Unknown,1,Gapdh,Test,15.4865389002467,1,Pass,0.0113351551779112,83.0842842307048,999,1
S10-A25,MA3 Day4 A,Unknown,1,Fgf5,Test,19.5167155025035,1,Pass,0.0113351551779112,72.995691131903,999,1
S10-A26,MA3 Day4 A,Unknown,1,T,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A27,MA3 Day4 A,Unknown,1,Axin2,Test,20.2716418770601,1,Pass,0.0113351551779112,83.3307835726948,999,1
S10-A28,MA3 Day4 A,Unknown,1,Gcg,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A29,MA3 Day4 A,Unknown,1,Hnf4a,Test,17.6779621351683,0.998767566500077,Pass,0.0113351551779112,84.2085922289627,999,1
S10-A30,MA3 Day4 A,Unknown,1,Cxcr4,Test,13.5886100132511,1,Pass,0.0113351551779112,78.267421332844,999,1
S10-A31,MA3 Day4 A,Unknown,1,Hand2,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A32,MA3 Day4 A,Unknown,1,Runx1,Test,23.4463559858939,1,Pass,0.0113351551779112,77.8473566529684,999,1
S10-A33,MA3 Day4 A,Unknown,1,Krt10,Test,15.0395275833826,1,Pass,0.0113351551779112,78.0692101640802,999,1
S10-A34,MA3 Day4 A,Unknown,1,Foxd3,Test,23.5375491785299,1,Pass,0.0113351551779112,75.324103728819,999,1
S10-A35,MA3 Day4 A,Unknown,1,Gad1,Test,23.9505382724707,1,Pass,0.0113351551779112,80.467578906439,999,1
S10-A36,MA3 Day4 A,Unknown,1,Actb,Test,12.6891492778948,1,Pass,0.0113351551779112,83.060799524514,999,1
S10-A37,MA3 Day4 A,Unknown,1,Klf2,Test,28.2508716245876,0.720697129076987,Pass,0.0113351551779112,86.9719310294597,999,1
S10-A38,MA3 Day4 A,Unknown,1,Mixl1,Test,18.1422091247177,1,Pass,0.0113351551779112,87.6466269792579,999,1
S10-A39,MA3 Day4 A,Unknown,1,Tbx6,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A40,MA3 Day4 A,Unknown,1,Shh,Test,23.7824271328603,1,Pass,0.0113351551779112,84.1733619538479,999,1
S10-A41,MA3 Day4 A,Unknown,1,Lgr5,Test,19.7934200726234,1,Pass,0.0113351551779112,78.6267494323899,999,1
S10-A42,MA3 Day4 A,Unknown,1,Bmp4,Test,21.6776943533842,1,Pass,0.0113351551779112,80.1602662239191,999,1
S10-A43,MA3 Day4 A,Unknown,1,Myh1,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A44,MA3 Day4 A,Unknown,1,Myl3,Test,22.8297225352582,1,Pass,0.0113351551779112,75.67733181298,999,1
S10-A45,MA3 Day4 A,Unknown,1,Zic1,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A46,MA3 Day4 A,Unknown,1,Pax6,Test,18.0397233512888,1,Pass,0.0113351551779112,76.7135951886448,999,1
S10-A47,MA3 Day4 A,Unknown,1,L1cam,Test,22.5069640591563,1,Pass,0.0113351551779112,85.9042430421753,999,1
S10-A48,MA3 Day4 A,Unknown,1,TBP,Test,19.7260901114199,1,Pass,0.0113351551779112,81.2364249297218,999,1
S10-A54,MA3 Day4 A,Unknown,1,Col10a1,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A53,MA3 Day4 A,Unknown,1,Dcn,Test,28.5979064072867,0.943307144254474,Pass,0.0113351551779112,84.5814757539806,999,1
S10-A52,MA3 Day4 A,Unknown,1,Hhex,Test,15.671821971206,1,Pass,0.0113351551779112,79.7996065896862,999,1
S10-A51,MA3 Day4 A,Unknown,1,Foxa2,Test,22.0667903051346,1,Pass,0.0113351551779112,86.0072719501385,999,1
S10-A50,MA3 Day4 A,Unknown,1,Wnt3a,Test,22.3546630685388,1,Pass,0.0113351551779112,86.0185286428701,999,1
S10-A49,MA3 Day4 A,Unknown,1,Klf4,Test,19.7648177760246,1,Pass,0.0113351551779112,83.9492709304627,999,1
S10-A60,MA3 Day4 A,Unknown,1,Gusb,Test,17.2448328558035,1,Pass,0.0113351551779112,80.27722049876,999,1
S10-A59,MA3 Day4 A,Unknown,1,Sox1,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A58,MA3 Day4 A,Unknown,1,Vim,Test,15.8885400739785,1,Pass,0.0113351551779112,81.8639085668385,999,1
S10-A57,MA3 Day4 A,Unknown,1,Fabp7,Test,23.3859356628472,1,Pass,0.0113351551779112,78.2920088589303,999,1
S10-A56,MA3 Day4 A,Unknown,1,Myh7,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A55,MA3 Day4 A,Unknown,1,Igf2,Test,32.3896951232524,1,Pass,0.0113351551779112,78.3545667668725,999,1
S10-A66,MA3 Day4 A,Unknown,1,Ctsk,Test,23.8979881692784,1,Pass,0.0113351551779112,79.9151215009654,999,1
S10-A65,MA3 Day4 A,Unknown,1,Apoh,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A64,MA3 Day4 A,Unknown,1,Ins,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A63,MA3 Day4 A,Unknown,1,Sox17,Test,19.6420349457541,1,Pass,0.0113351551779112,85.1299952293573,999,1
S10-A62,MA3 Day4 A,Unknown,1,Nodal,Test,17.4440736961866,1,Pass,0.0113351551779112,84.2869100683883,999,1
S10-A61,MA3 Day4 A,Unknown,1,Nanog,Test,21.6337772730053,1,Pass,0.0113351551779112,80.1219841198388,999,1
S10-A72,MA3 Day4 A,Unknown,1,B2m,Test,16.7508485396673,1,Pass,0.0113351551779112,81.1064728183373,999,1
S10-A71,MA3 Day4 A,Unknown,1,Otx2,Test,16.0515196635145,1,Pass,0.0113351551779112,81.7940496675523,999,1
S10-A70,MA3 Day4 A,Unknown,1,Pou4f1,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A69,MA3 Day4 A,Unknown,1,Dcx,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A68,MA3 Day4 A,Unknown,1,Cd34,Test,23.5059130164833,1,Pass,0.0113351551779112,78.4493131310466,999,1
S10-A67,MA3 Day4 A,Unknown,1,Smtn,Test,16.2521257564667,0.719575412126062,Pass,0.0113351551779112,85.7727343039547,999,1
S10-A78,MA3 Day4 A,Unknown,1,Gata6,Test,16.5519205472564,1,Pass,0.0113351551779112,79.3115279539922,999,1
S10-A77,MA3 Day4 A,Unknown,1,Alb,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A76,MA3 Day4 A,Unknown,1,Pdx1,Test,29.5642763327746,0.804042980776821,Pass,0.0113351551779112,88.3831212238608,999,1
S10-A75,MA3 Day4 A,Unknown,1,Sox7,Test,27.0991743504961,0.712627218660901,Pass,0.0113351551779112,87.1808512996306,999,1
S10-A74,MA3 Day4 A,Unknown,1,Lhx1,Test,18.5738167744633,1,Pass,0.0113351551779112,80.9030809774574,999,1
S10-A73,MA3 Day4 A,Unknown,1,Pou5f1,Test,20.8334593786277,1,Pass,0.0113351551779112,84.209184652789,999,1
S10-A84,MA3 Day4 A,Unknown,1,,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A83,MA3 Day4 A,Unknown,1,Krt14,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A82,MA3 Day4 A,Unknown,1,Eno1,Test,16.6100850303414,1,Pass,0.0113351551779112,84.8219728330824,999,1
S10-A81,MA3 Day4 A,Unknown,1,Neurod1,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A80,MA3 Day4 A,Unknown,1,Cd79a,Test,30.4680185731884,0.782777551729487,Pass,0.0113351551779112,87.3998885267537,999,1
S10-A79,MA3 Day4 A,Unknown,1,Klf5,Test,19.3397506719568,1,Pass,0.0113351551779112,77.8262723691702,999,1
S10-A90,MA3 Day4 A,Unknown,1,Kdr,Test,22.0008952304716,1,Pass,0.0113351551779112,78.2276580654043,999,1
S10-A89,MA3 Day4 A,Unknown,1,Hgf,Test,31.2121960878279,1,Pass,0.0113351551779112,74.8286221408873,999,1
S10-A88,MA3 Day4 A,Unknown,1,Acvr1b,Test,16.6708490026288,0.915680371566487,Pass,0.0113351551779112,86.9066995228545,999,1
S10-A87,MA3 Day4 A,Unknown,1,Krt19,Test,17.0805364683572,1,Pass,0.0113351551779112,83.8635085985037,999,1
S10-A86,MA3 Day4 A,Unknown,1,Eomes,Test,15.445913849287,1,Pass,0.0113351551779112,77.2725197181807,999,1
S10-A85,MA3 Day4 A,Unknown,1,Prdm14,Test,22.9697084741707,1,Pass,0.0113351551779112,78.8873418057082,999,1
S10-A96,MA3 Day4 A,Unknown,1,,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A95,MA3 Day4 A,Unknown,1,Grin1,Test,33.0814321183059,0.741078389611734,Pass,0.0113351551779112,87.4080730609219,999,1
S10-A94,MA3 Day4 A,Unknown,1,Gbx2,Test,29.1388140526995,1,Pass,0.0113351551779112,76.8861338727284,999,1
S10-A93,MA3 Day4 A,Unknown,1,Nes,Test,21.6107833487826,1,Pass,0.0113351551779112,84.6929204097748,999,1
S10-A92,MA3 Day4 A,Unknown,1,Ryr2,Test,999,0,Fail,0.0113351551779112,999,999,0
S10-A91,MA3 Day4 A,Unknown,1,Mesp1,Test,34.0496077266811,0.833290623646797,Pass,0.0113351551779112,75.9823095364933,999,1
S87-A01,FB2 day2 C,Unknown,1,Zic3,Test,18.1215604214048,1,Pass,0.0113351551779112,86.6998504131768,999,1
S87-A02,FB2 day2 C,Unknown,1,Sox2,Test,24.6046927207939,1,Pass,0.0113351551779112,78.8793205243944,999,1
S87-A03,FB2 day2 C,Unknown,1,Gsc,Test,17.3038184094784,1,Pass,0.0113351551779112,84.8968672818795,999,1
S87-A04,FB2 day2 C,Unknown,1,AFP,Test,30.747274057419,0.94590779601548,Pass,0.0113351551779112,87.6686785382572,999,1
S87-A05,FB2 day2 C,Unknown,1,Gata4,Test,19.0541829694656,1,Pass,0.0113351551779112,85.9442563823385,999,1
S87-A06,FB2 day2 C,Unknown,1,Fgf8,Test,19.7241365744694,1,Pass,0.0113351551779112,83.0575595207977,999,1
S87-A07,FB2 day2 C,Unknown,1,Gata2,Test,27.4292764230353,0.790824951166081,Pass,0.0113351551779112,84.9008730978849,999,1
S87-A08,FB2 day2 C,Unknown,1,Nkx2-5,Test,999,0,Fail,0.0113351551779112,999,999,0
S87-A09,FB2 day2 C,Unknown,1,Comp,Test,31.6541611438336,0.816324296146942,Pass,0.0113351551779112,87.7354385805681,999,1
S87-A10,FB2 day2 C,Unknown,1,Olig2,Test,27.7531974666006,1,Pass,0.0113351551779112,79.0937386260674,999,1
S87-A11,FB2 day2 C,Unknown,1,Gfap,Test,38.2475892099397,0,Fail,0.0113351551779112,999,999,0
S87-A12,FB2 day2 C,Unknown,1,TH,Test,999,0,Fail,0.0113351551779112,999,999,0
S87-A13,FB2 day2 C,Unknown,1,Dppa4,Test,14.8149058205964,1,Pass,0.0113351551779112,82.2967031644108,999,1
S87-A14,FB2 day2 C,Unknown,1,Zfp42,Test,19.1599313312836,1,Pass,0.0113351551779112,76.2397080501182,999,1
S87-A15,FB2 day2 C,Unknown,1,Tdgf1,Test,16.5221222307748,1,Pass,0.0113351551779112,86.1563177250313,999,1
S87-A16,FB2 day2 C,Unknown,1,Cdx2,Test,25.5741350920823,1,Pass,0.0113351551779112,76.3320771494408,999,1
S87-A17,FB2 day2 C,Unknown,1,Pecam1,Test,15.8799118162547,1,Pass,0.0113351551779112,77.6970558789051,999,1
S87-A18,FB2 day2 C,Unknown,1,Nod2,Test,999,0,Fail,0.0113351551779112,999,999,0
S87-A19,FB2 day2 C,Unknown,1,Hand1,Test,24.3070525886088,1,Pass,0.0113351551779112,86.7791156661317,999,1
S87-A20,FB2 day2 C,Unknown,1,Pdgfra,Test,20.4187025019541,1,Pass,0.0113351551779112,79.6647419389428,999,1
S87-A21,FB2 day2 C,Unknown,1,Ccr5,Test,31.4261347965085,0.886854316914867,Pass,0.0113351551779112,87.8100698539386,999,1
S87-A22,FB2 day2 C,Unknown,1,Chat,Test,32.1231169804687,1,Pass,0.0113351551779112,79.2995528656677,999,1
S87-A23,FB2 day2 C,Unknown,1,Tubb3,Test,18.5052741118827,1,Pass,0.0113351551779112,89.3864022825604,999,1
S87-A24,FB2 day2 C,Unknown,1,Gapdh,Test,13.9840944724878,1,Pass,0.0113351551779112,83.3180560221453,999,1
S87-A25,FB2 day2 C,Unknown,1,Fgf5,Test,18.6316878563819,1,Pass,0.0113351551779112,73.1583681743444,999,1
S87-A26,FB2 day2 C,Unknown,1,T,Test,999,0,Fail,0.0113351551779112,999,999,0
S87-A27,FB2 day2 C,Unknown,1,Axin2,Test,20.2774540725359,1,Pass,0.0113351551779112,83.6724227823225,999,1
S87-A28,FB2 day2 C,Unknown,1,Gcg,Test,999,0,Fail,0.0113351551779112,999,999,0
S87-A29,FB2 day2 C,Unknown,1,Hnf4a,Test,17.7253899092202,1,Pass,0.0113351551779112,84.5432180093356,999,1
S87-A30,FB2 day2 C,Unknown,1,Cxcr4,Test,16.8506157102753,1,Pass,0.0113351551779112,78.1291146851213,999,1
S87-A31,FB2 day2 C,Unknown,1,Hand2,Test,999,0,Fail,0.0113351551779112,999,999,0
S87-A32,FB2 day2 C,Unknown,1,Runx1,Test,27.7006674756432,1,Pass,0.0113351551779112,78.1260624538084,999,1
S87-A33,FB2 day2 C,Unknown,1,Krt10,Test,15.4142957555393,1,Pass,0.0113351551779112,78.0776762798111,999,1
S87-A34,FB2 day2 C,Unknown,1,Foxd3,Test,21.8695016141161,1,Pass,0.0113351551779112,81.6381549395694,999,1
S87-A35,FB2 day2 C,Unknown,1,Gad1,Test,29.2818879617711,1,Pass,0.0113351551779112,79.7852409923609,999,1
S87-A36,FB2 day2 C,Unknown,1,Actb,Test,12.5621341763115,1,Pass,0.0113351551779112,82.8215673313729,999,1
S87-A37,FB2 day2 C,Unknown,1,Klf2,Test,29.7588537315825,0.811013198526452,Pass,0.0113351551779112,85.6612570340387,999,1
S87-A38,FB2 day2 C,Unknown,1,Mixl1,Test,18.217181275058,1,Pass,0.0113351551779112,87.495879589732,999,1
S87-A39,FB2 day2 C,Unknown,1,Tbx6,Test,21.1158532923433,1,Pass,0.0113351551779112,81.9035487676889,999,1
S87-A40,FB2 day2 C,Unknown,1,Shh,Test,999,0,Fail,0.0113351551779112,999,999,0
S87-A41,FB2 day2 C,Unknown,1,Lgr5,Test,21.9073486581802,1,Pass,0.0113351551779112,78.6801600787392,999,1
S87-A42,FB2 day2 C,Unknown,1,Bmp4,Test,19.3325100673952,1,Pass,0.0113351551779112,80.2775605492466,999,1
S87-A43,FB2 day2 C,Unknown,1,Myh1,Test,999,0,Fail,0.0113351551779112,999,999,0
S87-A44,FB2 day2 C,Unknown,1,Myl3,Test,20.9522314025716,1,Pass,0.0113351551779112,75.9293131839806,999,1
S87-A45,FB2 day2 C,Unknown,1,Zic1,Test,999,0,Fail,0.0113351551779112,999,999,0
S87-A46,FB2 day2 C,Unknown,1,Pax6,Test,22.1971139251756,1,Pass,0.0113351551779112,76.5506695274756,999,1
S87-A47,FB2 day2 C,Unknown,1,L1cam,Test,22.3098937661844,1,Pass,0.0113351551779112,85.246070949541,999,1
S87-A48,FB2 day2 C,Unknown,1,TBP,Test,18.9713963005267,1,Pass,0.0113351551779112,81.3226479572129,999,1
S87-A54,FB2 day2 C,Unknown,1,Col10a1,Test,999,0,Fail,0.0113351551779112,999,999,0
S87-A53,FB2 day2 C,Unknown,1,Dcn,Test,23.7330937900659,1,Pass,0.0113351551779112,76.8250775384082,999,1
S87-A52,FB2 day2 C,Unknown,1,Hhex,Test,16.95352214093,1,Pass,0.0113351551779112,79.7461110885658,999,1
S87-A51,FB2 day2 C,Unknown,1,Foxa2,Test,21.6042695410123,1,Pass,0.0113351551779112,85.9956848991984,999,1
