Chip Run Info,C:\Users\Osteil\Desktop\To Read & Write\hiPSC\Biomark\plate 2 19-11-21 BioMark  MixL1KOs and Anai samples\ChipRun.bml,1362627146,96.96 (136x),GE 96x96 Standard v1,ROX,EvaGreen,19/11/2021 05:13:23,01:53:51,BIOMARKHD173,SamplePlateName: Undefined,SamplePlateBarCode: Undefined,ReagentPlateName: Undefined,ReagentPlateBarCode: Undefined
Application Version,4.8.1
Application Build,20210907.1056
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio
S96-A55,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Igf2,Test,18.7120166810963,1,Pass,0.00803289388713221,86.9048056309043,999,1
S96-A66,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Ctsk,Test,15.9701586824252,1,Pass,0.00803289388713221,80.1602121503236,999,1
S96-A65,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,LHX2,Test,999,0,Flag,0.00803289388713221,74.1851852357107,999,1
S96-A64,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,RAX,Test,999,0,Flag,0.00803289388713221,74.1478007035369,999,1
S96-A63,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Sox17,Test,11.4968123724914,1,Pass,0.00803289388713221,85.6694925675451,999,1
S96-A62,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Nodal,Test,11.678392005027,1,Pass,0.00803289388713221,84.8431474912405,999,1
S96-A61,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Nanog,Test,10.9655654642704,1,Pass,0.00803289388713221,80.7943700085314,999,1
S96-A72,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,B2m,Test,11.223393507193,1,Pass,0.00803289388713221,81.3374466355811,999,1
S96-A71,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Otx2,Test,9.10714970903302,1,Pass,0.00803289388713221,82.1245398867696,999,1
S96-A70,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Pou4f1,Test,21.8757820131765,1,Pass,0.00803289388713221,84.7736665222532,999,1
S96-A69,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Dcx,Test,19.0668184540974,1,Pass,0.00803289388713221,79.1326822537063,999,1
S96-A68,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Cd34,Test,17.1559399704695,1,Pass,0.00803289388713221,78.8340289651665,999,1
S96-A67,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Smtn,Test,15.9633211400209,1,Pass,0.00803289388713221,84.3505903086926,999,1
S96-A78,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Gata6,Test,9.06082664153456,1,Pass,0.00803289388713221,79.6740285301239,999,1
S96-A77,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Alb,Test,19.9655951315681,1,Pass,0.00803289388713221,80.0352486961191,999,1
S96-A76,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Pdx1,Test,33.18266787524,1,Pass,0.00803289388713221,75.3652806832696,999,1
S96-A75,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Sox7,Test,21.8074368669397,1,Pass,0.00803289388713221,87.0003944296953,999,1
S96-A74,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Lhx1,Test,11.6368972298594,1,Pass,0.00803289388713221,81.6533973882641,999,1
S96-A73,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Pou5f1,Test,10.7801301775029,1,Pass,0.00803289388713221,84.8339541248163,999,1
S96-A84,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,,Test,999,0,Flag,0.00803289388713221,74.1110483535908,999,1
S96-A83,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Krt14,Test,999,0,Flag,0.00803289388713221,74.089839218038,999,1
S96-A82,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Eno1,Test,9.65798016155753,1,Pass,0.00803289388713221,84.7805819424818,999,1
S96-A81,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Neurod1,Test,999,0,Flag,0.00803289388713221,73.9964536147609,999,1
S96-A80,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Cd79a,Test,999,0,Flag,0.00803289388713221,74.0833517852622,999,1
S96-A79,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Klf5,Test,13.1036527864097,0.980284354905329,Pass,0.00803289388713221,77.8840886214487,999,1
S96-A90,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Kdr,Test,15.0156638739391,0.994172411760623,Pass,0.00803289388713221,78.2666933851722,999,1
S96-A89,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Hgf,Test,22.6024442364923,0.910419058468758,Pass,0.00803289388713221,77.2807238641992,999,1
S96-A88,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Acvr1b,Test,15.3615963427533,1,Pass,0.00803289388713221,85.807834770336,999,1
S96-A87,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Krt19,Test,11.421873244698,0.939707584622206,Pass,0.00803289388713221,83.8291378053705,999,1
S96-A86,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Eomes,Test,9.95610967525346,0.904538224904447,Pass,0.00803289388713221,76.7362641897639,999,1
S96-A85,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Prdm14,Test,999,0,Flag,0.00803289388713221,999,999,0
S96-A96,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,,Test,999,0,Flag,0.00803289388713221,999,999,0
S96-A95,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Grin1,Test,19.6843990284728,0.959500724274169,Pass,0.00803289388713221,81.8208109232609,999,1
S96-A94,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Gbx2,Test,999,0,Flag,0.00803289388713221,999,999,0
S96-A93,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Nes,Test,13.9286035658167,1,Pass,0.00803289388713221,84.8766570488292,999,1
S96-A92,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Ryr2,Test,16.023109730297,0.870819906468089,Pass,0.00803289388713221,79.0959403617076,999,1
S96-A91,*FA3-1-No Dox D4 (hep biomark D5),Unknown,1,Mesp1,Test,21.6550700547628,1,Pass,0.00803289388713221,84.3014621534267,999,1
S06-A01,MB2MKO D1 B,Unknown,1,Zic3,Test,15.955047980878,1,Pass,0.00803289388713221,86.9296112670136,999,1
S06-A02,MB2MKO D1 B,Unknown,1,Sox2,Test,18.6062508119252,0.936038806255305,Pass,0.00803289388713221,78.5347479171884,999,1
S06-A03,MB2MKO D1 B,Unknown,1,Gsc,Test,15.0866025151096,0.859345024310544,Pass,0.00803289388713221,84.8887973392965,999,1
S06-A04,MB2MKO D1 B,Unknown,1,AFP,Test,21.7279817063551,0.867695285647229,Pass,0.00803289388713221,87.0945561798378,999,1
S06-A05,MB2MKO D1 B,Unknown,1,Gata4,Test,18.7007593210239,1,Pass,0.00803289388713221,85.1778154005684,999,1
S06-A06,MB2MKO D1 B,Unknown,1,Fgf8,Test,14.7072411406642,0.954219616801442,Pass,0.00803289388713221,82.7963031153115,999,1
S06-A07,MB2MKO D1 B,Unknown,1,Gata2,Test,999,0,Flag,0.00803289388713221,73.6958293996817,999,1
S06-A08,MB2MKO D1 B,Unknown,1,Nkx2-5,Test,27.7409992208481,0.715501948293011,Pass,0.00803289388713221,84.2499114652329,999,1
S06-A09,MB2MKO D1 B,Unknown,1,Comp,Test,24.2067374309898,0.862033829540332,Pass,0.00803289388713221,84.6539681129225,999,1
S06-A10,MB2MKO D1 B,Unknown,1,Olig2,Test,999,0,Flag,0.00803289388713221,73.6887195079401,999,1
S06-A11,MB2MKO D1 B,Unknown,1,Gfap,Test,23.1903994120949,0.807115338522167,Pass,0.00803289388713221,85.7342103036453,999,1
S06-A12,MB2MKO D1 B,Unknown,1,TH,Test,999,0,Flag,0.00803289388713221,73.7322453292373,999,1
S06-A13,MB2MKO D1 B,Unknown,1,Dppa4,Test,20.5671750350518,0.923469735393318,Pass,0.00803289388713221,78.8120363360405,999,1
S06-A14,MB2MKO D1 B,Unknown,1,Zfp42,Test,13.11014380281,0.981744765816752,Pass,0.00803289388713221,75.9727798075495,999,1
