Chip Run Info,C:\Users\Osteil\Desktop\To Read & Write\hiPSC\Biomark\plate 1 121121_C32-DPVR and Anai samples_\ChipRun.bml,1362627095,96.96 (136x),GE 96x96 Standard v1,ROX,EvaGreen,12/11/2021 04:57:29,01:54:03,BIOMARKHD173,SamplePlateName: Undefined,SamplePlateBarCode: Undefined,ReagentPlateName: Undefined,ReagentPlateBarCode: Undefined
Application Version,4.8.1
Application Build,20210907.1056
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio
S04-A48,C32-DVPR D3 1 Dox A,Unknown,1,TBP,Test,14.6099688066497,1,Pass,0.0102617438427988,81.6740341567804,999,1
S04-A54,C32-DVPR D3 1 Dox A,Unknown,1,Col10a1,Test,999,0,Flag,0.0102617438427988,999,999,0
S04-A53,C32-DVPR D3 1 Dox A,Unknown,1,Dcn,Test,27.986952390221,0.825511056903031,Pass,0.0102617438427988,84.9643951210728,999,1
S04-A52,C32-DVPR D3 1 Dox A,Unknown,1,Hhex,Test,12.4793201792478,1,Pass,0.0102617438427988,79.4739975123886,999,1
S04-A51,C32-DVPR D3 1 Dox A,Unknown,1,Foxa2,Test,17.4543854926264,1,Pass,0.0102617438427988,85.9336222697806,999,1
S04-A50,C32-DVPR D3 1 Dox A,Unknown,1,Wnt3a,Test,28.5142256946732,1,Pass,0.0102617438427988,77.586097221866,999,1
S04-A49,C32-DVPR D3 1 Dox A,Unknown,1,Klf4,Test,21.5996910655874,1,Pass,0.0102617438427988,83.3394867566291,999,1
S04-A60,C32-DVPR D3 1 Dox A,Unknown,1,Gusb,Test,14.0425867186597,1,Pass,0.0102617438427988,80.0252521217889,999,1
S04-A59,C32-DVPR D3 1 Dox A,Unknown,1,Sox1,Test,23.1152678496983,1,Pass,0.0102617438427988,80.6299723762437,999,1
S04-A58,C32-DVPR D3 1 Dox A,Unknown,1,Vim,Test,10.0215811378057,1,Pass,0.0102617438427988,81.8701188352081,999,1
S04-A57,C32-DVPR D3 1 Dox A,Unknown,1,Fabp7,Test,16.7630188188705,1,Pass,0.0102617438427988,78.0723873033875,999,1
S04-A56,C32-DVPR D3 1 Dox A,Unknown,1,Myh7,Test,20.0969453754172,1,Pass,0.0102617438427988,86.0638777174509,999,1
S04-A55,C32-DVPR D3 1 Dox A,Unknown,1,Igf2,Test,18.6920878929984,1,Pass,0.0102617438427988,86.8349247523268,999,1
S04-A66,C32-DVPR D3 1 Dox A,Unknown,1,Ctsk,Test,18.2246570686183,1,Pass,0.0102617438427988,79.7772132524462,999,1
S04-A65,C32-DVPR D3 1 Dox A,Unknown,1,LHX2,Test,28.0180807322905,1,Pass,0.0102617438427988,86.2755614056314,999,1
S04-A64,C32-DVPR D3 1 Dox A,Unknown,1,RAX,Test,23.9409812380682,1,Pass,0.0102617438427988,87.7960053405015,999,1
S04-A63,C32-DVPR D3 1 Dox A,Unknown,1,Sox17,Test,15.8793927141701,1,Pass,0.0102617438427988,85.0633238185162,999,1
S04-A62,C32-DVPR D3 1 Dox A,Unknown,1,Nodal,Test,14.3243359065374,1,Pass,0.0102617438427988,84.3288257976962,999,1
S04-A61,C32-DVPR D3 1 Dox A,Unknown,1,Nanog,Test,14.0423139412276,1,Pass,0.0102617438427988,80.1988312433953,999,1
S04-A72,C32-DVPR D3 1 Dox A,Unknown,1,B2m,Test,12.6629101262014,1,Pass,0.0102617438427988,80.9092374017139,999,1
S04-A71,C32-DVPR D3 1 Dox A,Unknown,1,Otx2,Test,12.2576498209752,1,Pass,0.0102617438427988,81.7151744285403,999,1
S04-A70,C32-DVPR D3 1 Dox A,Unknown,1,Pou4f1,Test,24.0298978001336,1,Pass,0.0102617438427988,84.208883285928,999,1
S04-A69,C32-DVPR D3 1 Dox A,Unknown,1,Dcx,Test,19.2679020224918,1,Pass,0.0102617438427988,78.8476896170631,999,1
S04-A68,C32-DVPR D3 1 Dox A,Unknown,1,Cd34,Test,23.4628610598575,1,Pass,0.0102617438427988,78.2526892929112,999,1
S04-A67,C32-DVPR D3 1 Dox A,Unknown,1,Smtn,Test,19.3640013184873,0.940053051348461,Pass,0.0102617438427988,84.7927926100245,999,1
S04-A78,C32-DVPR D3 1 Dox A,Unknown,1,Gata6,Test,11.5001142247494,1,Pass,0.0102617438427988,79.1133964201087,999,1
S04-A77,C32-DVPR D3 1 Dox A,Unknown,1,Alb,Test,999,0,Flag,0.0102617438427988,999,999,0
S04-A76,C32-DVPR D3 1 Dox A,Unknown,1,Pdx1,Test,33.6787253889078,0.677786102258817,Pass,0.0102617438427988,88.3282054121888,999,1
S04-A75,C32-DVPR D3 1 Dox A,Unknown,1,Sox7,Test,35.4857772736229,0.559998288557344,Flag,0.0102617438427988,87.1219149519197,999,1
S04-A74,C32-DVPR D3 1 Dox A,Unknown,1,Lhx1,Test,14.4605236597539,1,Pass,0.0102617438427988,81.0498187718286,999,1
S04-A73,C32-DVPR D3 1 Dox A,Unknown,1,Pou5f1,Test,13.4574750501546,1,Pass,0.0102617438427988,84.2761334702508,999,1
S04-A84,C32-DVPR D3 1 Dox A,Unknown,1,,NRC,999,0,Flag,0.0102617438427988,999,999,0
S04-A83,C32-DVPR D3 1 Dox A,Unknown,1,Krt14,Test,999,0,Flag,0.0102617438427988,999,999,0
S04-A82,C32-DVPR D3 1 Dox A,Unknown,1,Eno1,Test,12.3812676971046,1,Pass,0.0102617438427988,84.5715946695253,999,1
S04-A81,C32-DVPR D3 1 Dox A,Unknown,1,Neurod1,Test,999,0,Flag,0.0102617438427988,999,999,0
S04-A80,C32-DVPR D3 1 Dox A,Unknown,1,Cd79a,Test,999,0,Flag,0.0102617438427988,999,999,0
S04-A79,C32-DVPR D3 1 Dox A,Unknown,1,Klf5,Test,14.1592619981063,1,Pass,0.0102617438427988,77.472640183237,999,1
S04-A90,C32-DVPR D3 1 Dox A,Unknown,1,Kdr,Test,14.5139026461637,1,Pass,0.0102617438427988,77.9915261548234,999,1
S04-A89,C32-DVPR D3 1 Dox A,Unknown,1,Hgf,Test,23.7401842017505,1,Pass,0.0102617438427988,76.7481128556482,999,1
S04-A88,C32-DVPR D3 1 Dox A,Unknown,1,Acvr1b,Test,18.1780201740915,1,Pass,0.0102617438427988,86.0689857951741,999,1
S04-A87,C32-DVPR D3 1 Dox A,Unknown,1,Krt19,Test,14.6136802904878,1,Pass,0.0102617438427988,83.5667682516574,999,1
S04-A86,C32-DVPR D3 1 Dox A,Unknown,1,Eomes,Test,10.8054920505737,1,Pass,0.0102617438427988,76.4394020676778,999,1
S04-A85,C32-DVPR D3 1 Dox A,Unknown,1,Prdm14,Test,16.9357074547106,1,Pass,0.0102617438427988,78.7963562752646,999,1
S04-A96,C32-DVPR D3 1 Dox A,Unknown,1,,NRC,999,0,Flag,0.0102617438427988,999,999,0
S04-A95,C32-DVPR D3 1 Dox A,Unknown,1,Grin1,Test,23.751527247091,1,Pass,0.0102617438427988,81.3933539553014,999,1
S04-A94,C32-DVPR D3 1 Dox A,Unknown,1,Gbx2,Test,31.5516936239655,1,Pass,0.0102617438427988,76.3398011611267,999,1
S04-A93,C32-DVPR D3 1 Dox A,Unknown,1,Nes,Test,16.6946359712151,1,Pass,0.0102617438427988,84.5420521061617,999,1
S04-A92,C32-DVPR D3 1 Dox A,Unknown,1,Ryr2,Test,15.826950044319,1,Pass,0.0102617438427988,78.8621077121485,999,1
S04-A91,C32-DVPR D3 1 Dox A,Unknown,1,Mesp1,Test,999,0,Flag,0.0102617438427988,999,999,0
S93-A01,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Zic3,Test,15.3171348161774,1,Pass,0.0102617438427988,86.24080838583,999,1
S93-A02,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Sox2,Test,13.0502774004947,0.991392339088631,Pass,0.0102617438427988,78.6662847932433,999,1
S93-A03,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Gsc,Test,22.6735912576364,0.958916898180264,Pass,0.0102617438427988,84.4060702054111,999,1
S93-A04,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,AFP,Test,18.3340951486325,0.974013861441066,Pass,0.0102617438427988,86.3482459626675,999,1
S93-A05,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Gata4,Test,22.6326059567712,1,Pass,0.0102617438427988,84.6859514293499,999,1
S93-A06,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Fgf8,Test,22.208632462407,0.892325914754246,Pass,0.0102617438427988,82.3148866168732,999,1
S93-A07,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Gata2,Test,20.7344368681994,1,Pass,0.0102617438427988,80.98324403834,999,1
S93-A08,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Nkx2-5,Test,25.7939098551515,0.989204715918581,Pass,0.0102617438427988,77.8358275721992,999,1
S93-A09,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Comp,Test,26.2609037334759,0.730462931870212,Pass,0.0102617438427988,84.3318976001695,999,1
S93-A10,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Olig2,Test,22.9039557940443,1,Pass,0.0102617438427988,79.9729023495124,999,1
S93-A11,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Gfap,Test,22.2926619405819,0.971624170094439,Pass,0.0102617438427988,74.9114347886602,999,1
S93-A12,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,TH,Test,999,0,Flag,0.0102617438427988,999,999,0
S93-A13,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Dppa4,Test,20.288163966425,0.882637325838692,Pass,0.0102617438427988,78.3853386297868,999,1
S93-A14,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Zfp42,Test,12.0405963097559,0.979735607909266,Pass,0.0102617438427988,75.8013511385794,999,1
S93-A15,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Tdgf1,Test,10.935441070529,1,Pass,0.0102617438427988,85.2103390557378,999,1
S93-A16,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Cdx2,Test,23.7025337670335,0.997841723523886,Pass,0.0102617438427988,84.5568042041117,999,1
S93-A17,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Pecam1,Test,21.1664272697642,1,Pass,0.0102617438427988,76.7913822273769,999,1
S93-A18,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Nod2,Test,22.8599881785249,1,Pass,0.0102617438427988,83.8364332807802,999,1
S93-A19,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Hand1,Test,35.0161614804214,0,Flag,0.0102617438427988,999,999,0
S93-A20,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Pdgfra,Test,21.3814351554384,1,Pass,0.0102617438427988,79.4288978685228,999,1
S93-A21,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Ccr5,Test,35.5703531369573,0,Flag,0.0102617438427988,999,999,0
S93-A22,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Chat,Test,24.6164996175369,0.715488902484227,Pass,0.0102617438427988,79.841140188073,999,1
S93-A23,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Tubb3,Test,14.4000273213466,1,Pass,0.0102617438427988,88.9368169898735,999,1
S93-A24,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Gapdh,Test,8.46793948251267,1,Pass,0.0102617438427988,82.2210884599206,999,1
S93-A25,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Fgf5,Test,17.9473262113028,1,Pass,0.0102617438427988,72.8671009848667,999,1
S93-A26,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,T,Test,22.8524922056965,1,Pass,0.0102617438427988,75.8161321975719,999,1
S93-A27,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Axin2,Test,16.31636201894,1,Pass,0.0102617438427988,83.2402838685311,999,1
S93-A28,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,VSX2,Test,22.0957853853601,0.95428563005159,Pass,0.0102617438427988,81.5735530308331,999,1
S93-A29,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Hnf4a,Test,20.8860291659328,1,Pass,0.0102617438427988,76.2717926476951,999,1
S93-A30,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Cxcr4,Test,18.6806485448579,1,Pass,0.0102617438427988,77.3401541752019,999,1
S93-A31,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Hand2,Test,28.4265177523348,0.723990587271669,Pass,0.0102617438427988,86.0062427919434,999,1
S93-A32,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Runx1,Test,20.2836811171993,1,Pass,0.0102617438427988,83.6196609345533,999,1
S93-A33,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Krt10,Test,11.590087283786,1,Pass,0.0102617438427988,78.0506543192901,999,1
S93-A34,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Foxd3,Test,16.0831416322665,1,Pass,0.0102617438427988,81.2122445968142,999,1
S93-A35,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Gad1,Test,23.2240345389872,1,Pass,0.0102617438427988,87.8569050656221,999,1
S93-A36,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Actb,Test,7.57365755427998,1,Pass,0.0102617438427988,87.5746662186738,999,1
S93-A37,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Klf2,Test,21.748759826027,1,Pass,0.0102617438427988,84.947180942404,999,1
S93-A38,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Mixl1,Test,21.5163248655214,1,Pass,0.0102617438427988,86.9765261259493,999,1
S93-A39,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Tbx6,Test,19.1027226615796,1,Pass,0.0102617438427988,81.7323830108219,999,1
S93-A40,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Shh,Test,999,0,Flag,0.0102617438427988,74.1708299049093,999,1
S93-A41,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Lgr5,Test,20.9615110688719,1,Pass,0.0102617438427988,78.1161956186911,999,1
S93-A42,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Bmp4,Test,16.1210866038791,1,Pass,0.0102617438427988,79.9149397764642,999,1
S93-A43,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,SIX6,Test,24.234476774676,0.960591749823147,Pass,0.0102617438427988,82.6214461782399,999,1
S93-A44,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Myl3,Test,23.9579224371868,1,Pass,0.0102617438427988,86.7619784451828,999,1
S93-A45,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Zic1,Test,999,0,Flag,0.0102617438427988,74.2390495228628,999,1
S93-A46,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Pax6,Test,21.6800249076018,1,Pass,0.0102617438427988,76.5987535538434,999,1
S93-A47,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,L1cam,Test,16.5931938233396,1,Pass,0.0102617438427988,85.6838211708558,999,1
S93-A48,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,TBP,Test,13.441033183848,1,Pass,0.0102617438427988,81.3074562233248,999,1
S93-A54,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Col10a1,Test,23.8809595373251,1,Pass,0.0102617438427988,79.3162910749349,999,1
S93-A53,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Dcn,Test,30.4543719293879,0.844379065756967,Pass,0.0102617438427988,75.734457422344,999,1
S93-A52,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Hhex,Test,20.0177153842182,1,Pass,0.0102617438427988,79.6446594334881,999,1
S93-A51,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Foxa2,Test,19.8511639312564,1,Pass,0.0102617438427988,85.7013902014244,999,1
S93-A50,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Wnt3a,Test,22.6060489617437,1,Pass,0.0102617438427988,77.6629389088972,999,1
S93-A49,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Klf4,Test,19.3611999452848,1,Pass,0.0102617438427988,83.6583225776957,999,1
S93-A60,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Gusb,Test,13.4669742974651,1,Pass,0.0102617438427988,79.9454833275939,999,1
S93-A59,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Sox1,Test,23.5624256100498,1,Pass,0.0102617438427988,80.6759875716275,999,1
S93-A58,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Vim,Test,11.0250898231609,1,Pass,0.0102617438427988,81.7385499952042,999,1
S93-A57,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Fabp7,Test,14.916749678441,1,Pass,0.0102617438427988,78.2059076626512,999,1
S93-A56,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Myh7,Test,17.2065469159996,1,Pass,0.0102617438427988,85.7780561803872,999,1
S93-A55,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Igf2,Test,20.467629035406,1,Pass,0.0102617438427988,86.7106203210682,999,1
S93-A66,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Ctsk,Test,15.2642449399053,1,Pass,0.0102617438427988,79.7933096538062,999,1
S93-A65,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,LHX2,Test,22.1818645449796,0.963861660839817,Pass,0.0102617438427988,86.9027275409912,999,1
S93-A64,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,RAX,Test,23.3251069002287,0.953937970501485,Pass,0.0102617438427988,80.0203683282708,999,1
S93-A63,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Sox17,Test,22.6681409749941,1,Pass,0.0102617438427988,78.4193501813713,999,1
S93-A62,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Nodal,Test,17.1835200291206,1,Pass,0.0102617438427988,83.9590134037507,999,1
S93-A61,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Nanog,Test,11.9484981093648,1,Pass,0.0102617438427988,80.1971026333962,999,1
S93-A72,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,B2m,Test,12.1150166022436,1,Pass,0.0102617438427988,80.8699643958988,999,1
S93-A71,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Otx2,Test,14.1688147606718,1,Pass,0.0102617438427988,81.30746453553,999,1
S93-A70,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Pou4f1,Test,23.6154764923068,1,Pass,0.0102617438427988,84.766001243557,999,1
S93-A69,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Dcx,Test,16.7366333462004,1,Pass,0.0102617438427988,78.8452331662047,999,1
S93-A68,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Cd34,Test,21.2788539549905,1,Pass,0.0102617438427988,78.1639123488505,999,1
S93-A67,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Smtn,Test,17.1281217882533,1,Pass,0.0102617438427988,84.0686784768074,999,1
S93-A78,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Gata6,Test,21.7789891176319,1,Pass,0.0102617438427988,79.0788247177574,999,1
S93-A77,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Alb,Test,21.3767302127485,1,Pass,0.0102617438427988,79.6447451749778,999,1
S93-A76,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Pdx1,Test,28.6787008663564,1,Pass,0.0102617438427988,84.0941832699107,999,1
S93-A75,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Sox7,Test,22.0046034871358,0.984472745322182,Pass,0.0102617438427988,86.7678423392831,999,1
S93-A74,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Lhx1,Test,23.2165298514179,1,Pass,0.0102617438427988,81.3348914019702,999,1
S93-A73,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Pou5f1,Test,9.53846545949477,1,Pass,0.0102617438427988,84.2363627369901,999,1
S93-A84,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,,NRC,999,0,Flag,0.0102617438427988,74.2300118022725,999,1
S93-A83,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Krt14,Test,24.4981672899446,1,Pass,0.0102617438427988,86.6293940891057,999,1
S93-A82,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Eno1,Test,10.2854285228258,1,Pass,0.0102617438427988,84.1902589669363,999,1
S93-A81,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Neurod1,Test,999,0,Flag,0.0102617438427988,74.2560195104567,999,1
S93-A80,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Cd79a,Test,22.0334479028978,0.964335924478549,Pass,0.0102617438427988,84.9576614464737,999,1
S93-A79,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Klf5,Test,16.4574707166158,1,Pass,0.0102617438427988,77.3854757932713,999,1
S93-A90,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Kdr,Test,13.1815120389459,1,Pass,0.0102617438427988,78.1802977315117,999,1
S93-A89,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Hgf,Test,21.0215784592919,1,Pass,0.0102617438427988,76.7923624739679,999,1
S93-A88,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Acvr1b,Test,16.8218867033768,1,Pass,0.0102617438427988,85.647054148843,999,1
S93-A87,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Krt19,Test,14.421272704365,1,Pass,0.0102617438427988,83.5376303797063,999,1
S93-A86,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Eomes,Test,22.9355338101178,1,Pass,0.0102617438427988,76.1449144447799,999,1
S93-A85,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Prdm14,Test,14.3516783067144,1,Pass,0.0102617438427988,79.0251397502192,999,1
S93-A96,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,,NRC,999,0,Flag,0.0102617438427988,74.280593896899,999,1
S93-A95,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Grin1,Test,19.423460040537,1,Pass,0.0102617438427988,81.1614699546718,999,1
S93-A94,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Gbx2,Test,23.4153096253544,1,Pass,0.0102617438427988,90.6940039620324,999,1
S93-A93,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Nes,Test,13.5517874563847,0.995411633969998,Pass,0.0102617438427988,84.5135051895238,999,1
S93-A92,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Ryr2,Test,17.0710511471598,0.9897581173157,Pass,0.0102617438427988,78.8274057395329,999,1
S93-A91,H9_mCherry_17 D4 2h 100mV 5b,Unknown,1,Mesp1,Test,22.9906959060576,1,Pass,0.0102617438427988,83.8745551709945,999,1
S03-A01,C32-DVPR D2 1 Dox B,Unknown,1,Zic3,Test,16.8459423898271,1,Pass,0.0102617438427988,86.1393697292298,999,1
S03-A02,C32-DVPR D2 1 Dox B,Unknown,1,Sox2,Test,16.8516276429638,1,Pass,0.0102617438427988,78.2904473633069,999,1
S03-A03,C32-DVPR D2 1 Dox B,Unknown,1,Gsc,Test,13.144853842408,1,Pass,0.0102617438427988,84.5419137263846,999,1
S03-A04,C32-DVPR D2 1 Dox B,Unknown,1,AFP,Test,999,0,Flag,0.0102617438427988,999,999,0
S03-A05,C32-DVPR D2 1 Dox B,Unknown,1,Gata4,Test,19.1269141285956,1,Pass,0.0102617438427988,84.7136746493696,999,1
S03-A06,C32-DVPR D2 1 Dox B,Unknown,1,Fgf8,Test,19.0694563138406,0.932862912763162,Pass,0.0102617438427988,82.131025859287,999,1
S03-A07,C32-DVPR D2 1 Dox B,Unknown,1,Gata2,Test,999,0,Flag,0.0102617438427988,999,999,0
S03-A08,C32-DVPR D2 1 Dox B,Unknown,1,Nkx2-5,Test,999,0,Flag,0.0102617438427988,999,999,0
S03-A09,C32-DVPR D2 1 Dox B,Unknown,1,Comp,Test,999,0,Flag,0.0102617438427988,999,999,0
S03-A10,C32-DVPR D2 1 Dox B,Unknown,1,Olig2,Test,23.8163973802865,1,Pass,0.0102617438427988,80.1315296007621,999,1
S03-A11,C32-DVPR D2 1 Dox B,Unknown,1,Gfap,Test,28.4905821919549,1,Pass,0.0102617438427988,74.6657864716264,999,1
S03-A12,C32-DVPR D2 1 Dox B,Unknown,1,TH,Test,999,0,Flag,0.0102617438427988,999,999,0
S03-A13,C32-DVPR D2 1 Dox B,Unknown,1,Dppa4,Test,24.3282750528565,0.96472541855694,Pass,0.0102617438427988,79.0627436342733,999,1
S03-A14,C32-DVPR D2 1 Dox B,Unknown,1,Zfp42,Test,15.2292812796754,1,Pass,0.0102617438427988,75.5408970943372,999,1
S03-A15,C32-DVPR D2 1 Dox B,Unknown,1,Tdgf1,Test,12.2093597126669,1,Pass,0.0102617438427988,85.7771954324156,999,1
S03-A16,C32-DVPR D2 1 Dox B,Unknown,1,Cdx2,Test,999,0,Flag,0.0102617438427988,999,999,0
S03-A17,C32-DVPR D2 1 Dox B,Unknown,1,Pecam1,Test,21.3792334220754,1,Pass,0.0102617438427988,80.1127908794365,999,1
S03-A18,C32-DVPR D2 1 Dox B,Unknown,1,Nod2,Test,24.4139479869224,1,Pass,0.0102617438427988,83.9457024259543,999,1
S03-A19,C32-DVPR D2 1 Dox B,Unknown,1,Hand1,Test,999,0,Flag,0.0102617438427988,999,999,0
S03-A20,C32-DVPR D2 1 Dox B,Unknown,1,Pdgfra,Test,13.7861724128955,1,Pass,0.0102617438427988,79.1373114622196,999,1
S03-A21,C32-DVPR D2 1 Dox B,Unknown,1,Ccr5,Test,999,0,Flag,0.0102617438427988,999,999,0
S03-A22,C32-DVPR D2 1 Dox B,Unknown,1,Chat,Test,34.61514439623,1,Pass,0.0102617438427988,79.650543515709,999,1
S03-A23,C32-DVPR D2 1 Dox B,Unknown,1,Tubb3,Test,17.0560785605783,1,Pass,0.0102617438427988,88.9257583663712,999,1
S03-A24,C32-DVPR D2 1 Dox B,Unknown,1,Gapdh,Test,10.2519948617354,1,Pass,0.0102617438427988,82.1002956288018,999,1
S03-A25,C32-DVPR D2 1 Dox B,Unknown,1,Fgf5,Test,20.991193771853,1,Pass,0.0102617438427988,72.1306676942472,999,1
S03-A26,C32-DVPR D2 1 Dox B,Unknown,1,T,Test,21.4728390976568,1,Pass,0.0102617438427988,76.4299420420194,999,1
S03-A27,C32-DVPR D2 1 Dox B,Unknown,1,Axin2,Test,17.2157875793055,1,Pass,0.0102617438427988,83.1444048480195,999,1
S03-A28,C32-DVPR D2 1 Dox B,Unknown,1,VSX2,Test,23.7746938967582,1,Pass,0.0102617438427988,81.1093304114831,999,1
S03-A29,C32-DVPR D2 1 Dox B,Unknown,1,Hnf4a,Test,20.9835587735695,1,Pass,0.0102617438427988,83.272666896261,999,1
S03-A30,C32-DVPR D2 1 Dox B,Unknown,1,Cxcr4,Test,12.1049998081625,1,Pass,0.0102617438427988,84.0725183776584,999,1
S03-A31,C32-DVPR D2 1 Dox B,Unknown,1,Hand2,Test,22.4990340536097,1,Pass,0.0102617438427988,79.7534977778512,999,1
S03-A32,C32-DVPR D2 1 Dox B,Unknown,1,Runx1,Test,22.4509325820239,1,Pass,0.0102617438427988,82.9917535700552,999,1
S03-A33,C32-DVPR D2 1 Dox B,Unknown,1,Krt10,Test,13.0887728198376,1,Pass,0.0102617438427988,77.8387078469993,999,1
