Chip Run Info,C:\Users\posteil\Desktop\hIPSC project\OMIC\Data\Biomark on cohort\16-8-19 MixL1KO and IO Human cell lineage markers\ChipRun.bml,1362362587,96.96 (136x),GE 96x96 Standard v1,ROX,EvaGreen,16/08/2019 4:08:51 PM,01:53:06,BIOMARKHD173,SamplePlateName: Undefined,SamplePlateBarCode: Undefined,ReagentPlateName: Undefined,ReagentPlateBarCode: Undefined
Application Version,4.5.2
Application Build,20180628.1231
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio
S06-A88,MB2 IO pool p4,Unknown,1,Acvr1b,Test,17.6860651407727,0.902322054385068,Pass,0.0137889310993103,84.7734310355405,999,1
S06-A87,MB2 IO pool p4,Unknown,1,Krt19,Test,13.9690453676147,0.804312095263269,Pass,0.0137889310993103,82.7193930331009,999,1
S06-A86,MB2 IO pool p4,Unknown,1,Eomes,Test,24.4158493089599,0.877581589409367,Pass,0.0137889310993103,75.1561907138974,999,1
S06-A85,MB2 IO pool p4,Unknown,1,Prdm14,Test,999,0,Flag,0.0137889310993103,999,999,0
S06-A96,MB2 IO pool p4,Unknown,1,,Test,999,0,Flag,0.0137889310993103,999,999,0
S06-A95,MB2 IO pool p4,Unknown,1,Grin1,Test,26.4599771797365,0.705432959461288,Pass,0.0137889310993103,80.1797507307293,999,1
S06-A94,MB2 IO pool p4,Unknown,1,Gbx2,Test,999,0,Flag,0.0137889310993103,999,999,0
S06-A93,MB2 IO pool p4,Unknown,1,Nes,Test,19.1225710173928,0.509895979449972,Flag,0.0137889310993103,83.6777268430937,999,1
S06-A92,MB2 IO pool p4,Unknown,1,Ryr2,Test,18.3186103606935,0.704251436501441,Pass,0.0137889310993103,78.3075792671048,999,1
S06-A91,MB2 IO pool p4,Unknown,1,Mesp1,Test,21.1829872862704,0,Flag,0.0137889310993103,999,999,0
