uniprot_acc	1_SET1	2_SET1	3_SET1	4_SET1	5_SET1	6_SET1	7_SET1	8_SET1	9_SET1	10_SET1	11_SET1	12_SET1	13_SET1	14_SET1	15_SET1	16_SET1	1_SET2	2_SET2	3_SET2	4_SET2	5_SET2	6_SET2	7_SET2	8_SET2	9_SET2	10_SET2	11_SET2	12_SET2	13_SET2	14_SET2	15_SET2	16_SET2	1_SET3	2_SET3	3_SET3	4_SET3	5_SET3	6_SET3	7_SET3	8_SET3	9_SET3	10_SET3	11_SET3	12_SET3	13_SET3	14_SET3	15_SET3	16_SET3
Q16795:A0A3B3ISG8	260460	402510	450530	643630	341760	300230	397220	322660	444970	479110	491490	783130	416390	524390	633950	525550	459550	421230	240920	288350	192590	508760	397390	447490	441340	414480	451830	394950	456380	114440	338980	408560	465070	540870	496940	519430	527400	383050	502380	444620	422810	464150	367470	397680	433280	446340	287730	455250
Q16822:P35558	1254700	1312400	1246300	1217100	1148700	1160500	1448600	1191400	1679700	1566700	1839200	1968500	1305400	1853600	1573600	1616500	2593500	1696100	1261900	1187300	783620	1660100	1873100	1531600	2178600	3073000	2452500	2059000	2101100	1044400	2073100	2145400	2273000	1791500	1730600	1569800	1512200	1274900	2253600	1510600	2863800	2268600	2193100	2713600	1849500	3484900	2196700	2383900
Q16831	75227	86067	79765	131240	83380	95802	87243	107180	141460	100060	101840	92436	158910	163750	206950	109670	94631	96391	78291	149950	67285	160260	105150	130120	171710	127450	123850	115930	189230	82709	143940	129130	81301	113230	83710	176450	132600	130670	102410	131900	122700	103390	94956	106760	147700	196420	216130	122260
Q16850	118870	144350	205210	294350	124120	120210	194520	144730	207670	233320	256820	250180	172580	223020	250250	220040	178170	248360	123360	143310	83701	217570	180240	161290	214040	140970	288310	184400	125190	41092	97251	196630	498720	938900	780160	776060	681390	588470	644890	583840	300280	754990	355740	357920	607600	307870	368240	659150
Q16851	5493700	6023000	4219200	5379900	5138500	5696200	5249200	5448900	5016400	5045000	4183900	4923300	5958700	6667500	3744000	5374900	6140600	5166000	6371300	6111500	4496400	7013100	6867700	6990300	6430400	8204000	5467500	8117900	8564000	6724500	5939800	7797400	6920900	5988600	5722200	7234100	9740900	6546300	8390800	8049200	8356600	8441700	8338800	9527900	9746200	9961900	6695100	8778800
Q16864	23618	35539	31745	42280	39497	44567	46835	42137	44797	32439	43133	59761	57920	39062	45222	40085	142410	117220	42569	98922	73487	134930	120020	147200	140950	88504	124220	139820	145720	64483	79979	110240	111630	91452	86279	138200	152280	124330	123810	152870	125780	80837	85808	84831	124510	118900	104360	114490
Q16878	169230	162250	142520	140110	92715	128070	120770	128250	145220	169630	151480	89233	128930	164830	152230	146970	187900	171510	138390	125240	78079	183060	123280	142660	143540	152820	175760	143970	148350	102600	131450	176890	100940	126870	117190	117110	116150	74269	124650	103380	111710	138900	119480	127300	134980	121350	138690	143560
Q16880	128390	164980	164830	197640	172940	177200	158850	189900	162330	133300	183280	243830	235120	125610	147810	183230	49227	38178	45024	49196	23113	56819	63401	74064	58184	41163	66565	55630	58545	23144	24221	54092	45197	42905	44613	45723	51177	33271	43620	47357	31769	35644	26652	40234	43955	25615	17882	41087
Q16891	33263	49977	45030	74553	64889	54119	85046	60480	63496	68029	72402	102130	57290	50885	52938	61084	98261	85695	44668	79269	53051	82785	134630	106090	101930	75471	92484	94385	83406	30611	56719	93438	87743	88849	92736	92204	89454	65451	99826	74380	86359	69951	61717	69479	67187	77079	50040	97582
C9J406	2438900	2713500	2691200	2283100	2511400	2727700	3146500	2599300	3056800	2917700	3316400	3802600	2589100	2708100	2985000	2941100	2917400	2587100	1893900	2359000	1318800	2076800	3336100	2470900	2720000	2464400	2772900	2971400	2278200	2509600	1878300	2795300	3034200	2535500	2474800	2655100	2655700	2160500	3284500	2784800	3078500	3207600	2749500	3039800	2592700	3070700	2738700	3265500
Q17R31	4049.5	4694.9	3875.9	5246.2	5692.5	5258.6	4588.2	5779.3	4272.2	3357.1	3543.2	4473	5014	4073.8	3087.9	4044.2	8881.8	6025	4886.4	5673.4	4520.2	9432.1	6264.3	7630.2	6196.3	7998.3	6418.5	6663.9	9096.9	4449.8	5938.1	7570.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q76G19	50995	39377	47370	39769	29728	27509	31845	30890	41688	29890	44010	31225	34415	23400	41937	37119	122250	117540	100310	119740	83375	118710	98195	111170	124760	66254	109440	106880	70525	63562	44205	117050	44966	32813	22640	34324	28885	18238	29399	31665	19580	31219	15126	18790	19577	19973	20618	33634
Q17RS7	134760	143090	128620	144980	127010	117560	129780	135700	138410	131380	134820	142190	140870	134030	142250	142270	39183	35232	35711	40328	31205	38765	37038	41695	46821	35200	41822	41624	37009	29848	26708	45001	9807.3	9359.6	9752.9	9623.7	8834.6	7415.4	9127.2	9602	9697.5	11751	11121	11085	10110	9185	9440.9	10461
Q1ED39	1588000	1582200	1608200	1250600	1148200	1425700	1270300	1348200	1485800	1460300	1799000	1383700	1253600	1532400	1330800	1471900	1416200	1260100	1246700	1405100	959110	1329200	1303600	1216400	1403400	1117400	1531500	1354400	1206000	1199700	993310	1531400	1548000	1248000	1326600	1247800	1219500	1010000	1375300	1273200	1388300	1672000	1735600	1493500	1607600	1290400	1443000	1727900
Q24JP5	24452	24616	21493	19891	24021	18506	21688	23835	23329	20411	28319	23554	24789	21547	21745	22601	51479	41359	38825	38107	26271	37345	43143	39031	36701	36079	54400	48654	29478	29798	21784	47711	51214	45918	40852	38498	42863	36750	43450	43331	27714	51400	41828	37045	45110	31650	34935	52172
Q27J81	524060	635360	507340	407200	353250	415180	482640	417910	526520	423220	484420	377460	394980	626890	605890	487710	345840	231790	304540	239330	155490	257810	259650	246740	293410	257220	290480	266640	269290	265120	320140	330800	334700	273310	310160	258980	267690	173290	321710	268930	352040	337490	401110	370280	312760	357280	514760	401010
Q29RF7	1242600	1373800	1368900	1279100	1054100	1228700	1118000	1203100	1223700	1358100	1285100	1270200	1188500	1299400	1190600	1347900	1706000	1404600	1384400	1214600	739750	1490600	1131200	1341800	1214200	1197200	1398800	1201900	1257500	691870	1092100	1587100	1636400	1661900	1774800	1696200	1716100	1303800	1475300	1626800	1370500	1762900	1483400	1562300	1699500	1338800	1453800	1869100
Q2KHM9	70472	53011	67704	68615	53256	77834	60238	59653	81464	95076	90514	54173	49111	69298	49687	65380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11459	13617	15085	14449	14208	8876.6	11752	12534	10068	15064	11511	10289	14894	12383	11319	15963
Q2KHT3	115960	149260	129030	175680	160270	162540	168680	163460	161530	146140	133510	149470	186390	166480	184980	145430	141610	110640	64366	104820	88814	137720	126190	133550	117970	104280	105670	113250	146690	47071	91301	118170	129430	135230	124610	157260	160900	134700	153200	162300	157040	111310	110960	124860	150230	159260	126920	152730
Q2M1P5	120550	123960	132000	116020	108220	128880	109550	124160	145760	118380	155390	118020	130970	132510	129800	120610	83068	89438	97379	96479	52964	83030	76263	75034	92715	67091	91425	87905	71481	113950	43984	96423	43674	43145	47146	49862	47125	30678	38225	48730	49118	63537	46244	48427	59906	48537	72448	55707
Q2M2I8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5260.2	5103.6	5126.6	7814.8	7492.9	8180.8	7746	8587.2	9468.2	6708.3	8470.1	6741.6	7448.1	8063.4	7218.2	8595.4
Q2NKX8	1150000	1335500	1311000	1197300	1024100	1203300	1159900	1222500	1256400	1251400	1245400	1087100	1162100	1253000	1275200	1214300	504460	415490	473340	489380	603330	465940	438170	428130	458350	417340	447220	461740	405450	393440	311790	545030	227310	227950	216610	236480	240390	182470	213720	226180	230240	303840	223400	233900	223510	206750	249470	298780
Q2NKX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36506	23540	28950	30844	21182	28366	29486	28610	28589	26859	31799	33731	26162	30906	18572	34483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2NL82	816070	965320	1110200	1206700	773520	895850	1131200	853250	1319600	1128200	1158200	977860	1027100	1416000	1058900	1128600	982360	942420	771010	906870	534070	1101200	989120	896630	1202500	909300	1152200	1071300	900190	492730	616920	1067800	854140	1034800	1108400	1123200	1095600	807470	1213500	956810	880270	1117700	887230	979990	1222600	982710	884230	1201400
Q2Q1W2	1723600	1910800	1926800	2075100	1647800	1634000	1874800	1788900	2109100	1912800	2059100	2083700	2022900	2252900	2029000	2094700	2053500	1939200	1516300	1828500	997710	2093800	2015000	2037300	2387500	2068400	2340200	2348500	2282700	931430	2537700	2398400	2024200	2025400	2081100	2138300	2171900	1630100	2179900	2041000	2052900	2150500	1898900	2168300	2359900	2091100	1805500	2291500
Q2T9J0	18622	20536	18347	16587	10323	13419	15750	13837	13486	26176	23732	18443	13260	17258	9957.7	18089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11380	5928.4	5564.2	7674.4	9542.7	9654.7	11830	9402.3	13342	9964	6870.6	7375	8783.8	17054	6492.4	8299.8
Q2TAL8	919570	891150	758020	617270	722510	859580	630650	796110	762600	702790	807000	610580	771150	808500	694410	808870	943360	710370	648850	855770	644740	613930	651530	776990	591580	503710	710200	730810	740350	735680	572870	813960	703520	651770	635820	631170	644510	467840	639680	604800	622240	753110	886990	694070	769660	636940	746920	815950
Q2TAY7	803770	976930	1038400	1091500	755530	824740	864340	827140	888910	964270	939820	1000000	900230	1015500	923300	997100	965470	846530	650270	749980	463540	944710	826900	901360	811620	783840	903110	850210	877180	413980	708270	950650	1290800	1087500	1129000	1097300	1096600	833920	1116100	1092300	1000400	1265600	1235700	1110100	1321100	1083600	1134200	1244900
Q2TB90	31142	30798	29961	26561	27460	29360	30885	32286	28357	32920	38229	36367	27366	29937	24792	28025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2TBE0	21303	21621	22200	14262	11580	15344	12912	12577	16325	16356	17527	12093	12636	21076	19657	18289	30706	23367	29305	32516	23572	30501	29308	29331	33633	28964	34007	35448	27824	39902	20637	32603	118570	118390	128040	120200	121540	79523	116200	114290	121280	154590	159780	143840	145530	112370	126090	155370
Q32MZ4:Q9Y6N9-5	1545300	1517800	1400700	1451700	1462100	1463900	977600	1607500	1449800	1051000	1030800	890570	1331600	1204100	2074900	1163500	729840	620430	500630	957660	937020	868070	596310	922190	830710	477430	588360	624960	754840	346710	595110	772540	559520	437130	461570	554710	581460	405690	439510	619700	590220	495590	427890	516570	518460	505150	568800	623730
Q32NC0	50825	44608	55931	73109	53469	51610	48304	49991	52845	59043	55807	62096	54273	52877	49248	54870	174720	162890	156180	167150	100420	198890	122770	127950	142350	120410	189900	136710	146430	106090	111700	195440	307530	282490	295350	339350	313270	237060	278990	293620	268540	344100	301430	283020	361760	246330	276500	346130
Q32P28	795830	962970	814780	767190	792760	736280	752060	801550	840470	812320	930460	1042700	914220	792040	957880	870020	845120	773980	473380	622570	385070	830140	733660	791120	720520	619720	802060	766300	753300	367070	500580	740110	836780	778570	695610	807280	740740	641720	808360	845080	741590	737460	706990	791240	766470	708270	679820	897300
Q32P41	480520	549250	530010	648220	557890	529670	588600	579490	592980	651000	656280	696950	618790	555020	576580	557230	526080	433430	259360	603690	351170	480230	585950	606390	546190	352290	493650	560290	612540	371750	375070	551670	432210	326240	288550	441690	443430	377350	362080	408050	445120	423690	404680	395610	427460	437780	475390	461130
Q32P51	6528.7	7345.9	7671.5	3982.4	4623.7	4411.1	3662.7	4473.1	4485.6	5429	10402	3377.6	3359.4	3415.6	2755.4	3760.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2612.5	2127.4	2932.9	3631.5	2944.7	2278	2197.7	2817.5	2134.7	1637.6	1215.2	1622.6	2994	2391.8	2191.5	3159.6
Q3B726	65539	77318	82609	83112	58796	65572	72288	63322	84207	79961	83675	87947	76273	71554	88688	81441	137130	142530	69395	91065	65896	118170	112920	118380	115970	85890	129690	106150	103910	58472	67775	110980	173600	187690	167720	181580	162160	134720	173970	157960	148320	158640	129600	138040	153870	158910	130730	185480
Q3KP31	12319	15916	15488	13767	10457	7297.7	12097	10783	10982	12206	12981	18067	15397	15250	17955	13819	3233.4	3131.3	2216	1782.6	1216.2	4184.3	4395.2	3502.9	2714.6	3246	3947.4	3603.7	3871.5	1227.4	3844.1	3682.2	6446.1	7040.4	6286.7	4792.1	5101	3342.9	7479	4705.8	4791.5	5038.8	4878.3	5369.8	5316.2	5505.2	5616.2	5491.3
Q3KP66	36125	35450	37288	36992	32496	36904	37792	38048	36734	40906	43248	39644	35190	33767	34196	38153	12095	13672	11808	11894	7678.6	12588	11236	12406	11374	10859	14664	13084	12068	8006	9230.5	14090	35831	30669	26898	34584	33347	28254	30518	33863	29738	40366	37233	33763	34091	31893	40220	36548
Q3KQV9	24592	43319	31907	58322	40184	39635	14527	48141	26838	35734	17027	46665	78549	27159	44405	39602	51783	45964	53754	65400	40172	99395	36447	73347	50415	94184	38744	81108	162770	28495	107760	71910	6503.3	8428.3	6208.7	7586.6	7861.7	6308.9	6588.4	8496.8	6540	7712.4	9386.9	8796.5	9878	8352	11092	8346.7
Q3KRA6	949.07	1063.8	1051.7	1169.2	1159	1232.3	1473.3	1015.2	1393	1256.1	962.66	1177.4	1604.5	1245.2	1392.9	1241.3	1479.4	1331.7	922.51	1074.1	1010.9	955.32	1685.9	1416.4	1382.4	1151.7	1755.9	1296.3	1227.1	2210.7	1172.4	1052.2	1558.9	1593.2	1365.9	1979.1	1785.7	1588.8	2292.2	1971.3	1826.2	1631.1	2084	1876.4	1790.9	2471.9	2592.3	2372.9
Q3KRA9	2462.9	4491.3	7091.3	6397.3	5271.2	4333	4852.2	5548	6293	3391.9	4392.8	7129.6	6916.5	3584.9	7725.7	6097.3	14181	14113	8398.6	13007	8342	14748	13153	14723	12214	10409	13756	12236	14085	2965.7	8906.2	15411	12804	14421	12738	17713	15726	17793	14296	14913	11611	13729	10336	8927.2	12260	16232	11148	12376
Q3LXA3	399440	427230	351060	419190	425560	456300	396240	435310	402080	379440	416630	349040	422550	467530	345710	427140	406730	283720	343480	369760	235260	438670	366770	394130	375660	418020	399970	404680	465260	401040	455370	452540	438760	326890	351970	464470	470920	348240	459060	461480	573600	455520	651100	500850	569360	546140	561430	531450
Q3MII6	1324	1438.8	1077.7	1580.5	1602.2	1399.4	1793	1545.3	1854.8	1509.5	1813.3	2076.3	1769.1	1606.4	1659.2	1153.1	2280.3	3100.5	2649.4	2766.4	2105.8	3461.3	2969	3747.4	2920.6	2679.1	2805.9	2888.5	3014.7	2461.6	2172.8	3437.3	6579.7	6079.4	4549.9	19150	12070	45356	8806.1	18027	14892	7410.2	5738	7673.6	12547	20689	13648	9198.3
Q3SXM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134200	119430	97405	144720	152450	179690	147230	142580	131940	114150	95782	83333	127320	134180	80340	115760
A0A2R8Y4V3	105340	111880	109420	76361	72118	87902	88124	81415	89867	105450	124610	129260	88354	75644	87412	111130	82093	66086	52896	44635	33363	65994	55500	61219	61396	117310	111530	133350	66226	30109	72756	85826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3SY77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11665	9117.4	5841.6	9915.7	5997	8628.7	10348	10319	10230	6586.3	8210.4	9139.5	11867	6619.7	7517	13914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3T906	15557	14679	13402	12359	9970.3	10152	10554	10491	11461	10996	12242	12086	11568	14607	12710	15300	2218.5	2148.2	1784.4	1763.5	1169.3	2503.3	2267	2494.6	2106.2	2045.8	2313.7	1797.6	2795.1	1709.6	1858.6	2611.1	5203.9	4503.2	4115.2	5277.8	4997.1	3496.5	5183.4	5455.1	6199.7	5605.9	4934.1	5972.4	6604	5623.4	6182.3	5945.6
Q3V6T2	398650	471160	360030	371130	463050	466900	353710	456560	356360	335600	344780	365140	456550	344150	279230	358850	586750	406770	361820	449390	294790	499940	434420	509350	437520	395150	402790	462040	508550	395020	335670	522810	440220	375440	375650	421870	414420	336210	416000	453630	464350	412340	519100	464800	515170	408280	437600	509440
Q3YEC7	409570	460910	383000	391690	440230	372650	374470	449920	418800	385270	408330	401250	411160	432660	398650	404730	339330	234000	267200	315360	344090	276170	299980	334990	305770	248690	292430	317670	336060	309610	262160	354210	475810	423060	437320	471640	497400	361380	479840	483820	528960	493470	583790	557500	541430	491860	467670	589010
Q3ZCM7	1190600	1197800	1033500	640020	285160	737590	558330	509260	734640	976290	1045600	325630	390030	1313400	634580	1027400	1438100	1147900	1529500	489900	262470	1284700	460950	383180	632410	1589000	1476500	840850	427490	480010	904220	1244600	805320	1240000	1577700	559730	562500	193630	1141700	417940	475100	1414800	1381100	1287800	1263800	622490	841240	2007600
Q3ZCQ3	34596	43537	40566	35800	30885	37451	32561	37254	43312	54373	64490	38327	35662	59106	78110	39984	55664	68858	44461	66611	51140	64972	45939	46434	69007	69468	99368	55777	53941	56668	45029	75470	45048	56801	49664	56196	41786	37698	41217	44369	43719	69495	60267	41526	63993	48282	67444	70604
Q3ZCW2	32084	32711	21531	23659	9815.3	24104	13725	17312	20936	32676	24531	10555	14255	30584	20246	25178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21140	27235	29191	17124	15308	9410.4	25895	14755	16173	35854	41927	40020	32378	18938	32483	37880
Q460N5	83632	91842	87922	107940	85940	79693	94757	94116	92524	94852	104510	103370	107890	88360	88204	87847	100670	82257	101800	96897	63626	125840	111710	135330	117100	80077	106200	112310	127600	51778	75213	118480	61160	63624	64041	79679	93950	84417	77969	97558	73549	74047	53079	67506	72897	71559	57902	74693
Q494V2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q495W5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11957	10003	7844.5	8408.9	7018.7	10360	10011	10094	9000.7	9212.1	12442	9651.2	8769.2	6456.5	8920.9	10154	29652	25640	24923	27326	25291	24212	26278	28257	22948	24785	23756	25354	25951	23834	21213	27282
Q49AG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4563.3	5371.8	3334.1	2798.8	2643.1	5423.2	2492.9	2271.9	3381.7	3964.3	5349.6	3289.7	2333.7	1736.4	2930.3	4713	18483	25721	22141	29167	27021	24764	22759	22608	19493	19223	16726	17407	22738	21233	17487	22242
Q49AM3	41591	57097	50289	47619	41629	54483	45497	50901	61707	42073	50907	42773	55595	48286	46404	46806	32592	29049	26875	24632	18147	28495	23419	21521	31275	23707	29549	28866	26788	19553	23550	33240	14791	17300	17257	15413	15750	9779.5	15326	14146	18408	17734	18521	17151	18719	18644	15943	20518
Q49AR2	89311	134010	127070	179430	132040	170810	153400	152950	173430	117920	176230	159080	181600	169860	156770	147990	236500	212130	179100	210940	146830	268790	184560	225750	225930	192010	263630	222770	212330	181280	173240	216490	100740	116590	115840	166770	168720	136030	127960	158320	119590	91473	94998	83255	138700	124200	109790	131700
Q49B96	145440	122680	113630	105710	116280	113180	124900	123930	120560	127410	133730	137810	111860	120480	138690	124820	168670	156580	143320	114500	83801	165750	149940	118950	140760	187110	145850	147120	125890	78956	118710	164250	6397.7	5927	5817.6	6349	6333.7	5730.8	5007.9	6214.7	6451	7519	6297.7	6773.8	6186	6436.1	6434.2	6562.7
Q4G0F5	64400	69193	66714	47172	30710	50352	49750	49968	49192	62134	70160	32956	37314	60034	42197	58116	27691	21867	17794	26490	18766	28026	29908	32371	26432	24789	28022	30281	29890	14743	19140	31022	61075	55005	58816	58774	59924	41081	65704	61953	52800	70577	58072	58423	59535	54275	49524	69779
Q4G0J3	202420	208390	198940	193990	201720	182600	237970	197670	222860	264600	253610	241170	190840	216880	230120	217840	261930	157650	192320	170480	84014	238820	226200	176160	211110	259950	228850	211620	183140	142780	226250	242090	134050	121510	139130	135810	127640	111200	164030	136200	166830	209530	230350	193380	150760	162130	194540	203320
Q4G0N4	73644	85843	83322	90047	73763	76102	92573	75558	92596	97596	111000	123210	81346	97714	88409	95909	94615	79035	69245	82737	55473	80831	112610	90057	93423	96437	104690	103740	93720	54611	75213	94613	123850	104880	111140	114040	106360	90353	142540	107730	123780	135110	132190	126800	121250	133760	103680	141170
Q4J6C6	15169	22343	27371	23028	14233	14754	20140	15398	24916	21468	26944	20575	17247	27756	21285	23433	198910	202490	159430	142600	76636	200370	144310	155730	221580	150420	232980	202700	126350	76717	96350	193400	283070	333830	340440	288020	266350	211100	299720	243790	256680	336870	272350	279260	275970	261570	247880	339190
Q4KMP7	267710	272240	272620	189530	243230	226770	205720	259780	206110	243720	266780	205040	212470	188460	227290	229350	88869	66068	68476	77883	67451	68171	61559	65760	59773	55352	70761	69219	58733	71453	49435	78380	257620	215580	204890	226930	219450	196330	196240	229530	227940	284100	249960	241220	209050	203120	241320	274190
Q4KMQ1	86829	86809	93566	75165	65884	76423	71797	83041	97835	76676	97145	80150	79449	76844	77441	79048	107810	122070	90149	126350	84312	108940	110180	98601	138220	88167	111620	112390	84923	69084	72910	120710	17240	18428	15350	20223	20816	15550	17767	18320	17626	18992	18016	16868	17401	18336	19027	20549
Q4LE39	55164	65396	64890	70227	86376	77819	80792	81447	72343	64882	80133	86339	86332	57973	64326	67193	136910	121750	102870	137700	99035	129410	146540	148790	144450	107780	138280	146030	152070	106880	105030	148010	240060	192030	192650	210480	223160	188260	231900	231750	241380	232180	235590	227200	220250	211580	207640	252780
