maxquant_row_id	num_gene_names	gene_names	uniprot_acc	is_unique	protein_ids
0	3	CDK14:CDK15:CDK1	O94921:Q96Q40:P06493	Multimapped	A0A024QZP7;P06493;P06493-2;A0A087WZZ9;E5RIU6;E7EUK8;Q96Q40-6;Q96Q40-4;Q96Q40-3;O94921-3;Q96Q40-5;Q96Q40;O94921-2;O94921
1	1	SERPINB6	P35237	Unique	A0A024QZX5;A0A087X1N8;P35237;A0A2R8YD12;A0A2R8Y6A7;A0A2R8YDD0;A0A2R8Y517
2	1	HDLBP	Q00341	Unique	A0A024R4E5;Q00341;Q00341-2;H0Y394;H7C0A4;C9JIZ1;H7C2D1;C9J5E5;C9JZI8;C9JHZ8;C9JES8;H7BZC3;C9JHS7;C9JK79;C9JT62;H7C3D0;C9JHN6;C9JEJ8;C9JBS3;C9JQ82;C9JMQ6;C9J739;C9JHS9
3	1	TMEM120A	Q9BXJ8	Unique	A0A087WZA9;A0A024R4K9;A0A087X266;Q9BXJ8-2;Q9BXJ8
4	1	SERPINA1	P01009	Unique	A0A024R6I7;P01009;A0A0G2JRN3;P01009-3;P01009-2;G3V5R8;G3V387;A0A0B4J278;G3V544
5	1	ELOF1	P60002	Unique	K7EN05;K7EPC8;A0A024R7E8;K7EQ44;K7EMV4;P60002
6	1	HNRNPA2B1	A0A024RA28	Unique	A0A024RA28
7	2	PSMA2:NA	P25787:A0A7I2V2H3	Multimapped	A0A024RA52;P25787;A0A7I2YQP7;C9JCK5;A0A7I2V2H3;H3BT36
8	2	ELOA:LRRC34	Q14241:G3V115	Multimapped	A0A024RAC6;Q14241;G3V115
9	1	MICA	Q29983	Unique	A0A140T9Z8;H0Y615;A0A140T9T9;A0A140T9P3;A0A024RCL3;A0A140T9I5;A0A140T9B8;A0A0G2JK11;Q96QC4;A0A1W2PRA6;A0A140T986;A0A1W2PPN1;Q29983-2;Q29983
10	2	PPT2:NA	Q9UMR5:A0A0G2JLA3	Multimapped	A0A0G2JLK6;G8JLL2;A0A0G2JK02;A0A0G2JIU6;A0A0G2JHB6;A0A0G2JKR3;A0A140T9Y1;A0A0G2JLL3;A0A0G2JLA3;A0A0G2JH76;A0A024RCQ8;A0A140T8X7;Q9UMR5-2;Q9UMR5;Q9UMR5-3
11	2	BAG6:UBL3	P46379:O95164	Multimapped	A0A7I2V508;P46379-2;P46379-3;P46379;A0A0G2JK23;A0A7P0MQS5;A0A024RCR6;P46379-5;A0A0G2JL47;P46379-4;X6REW1;A0A0G2JJM1;F6S6P2;H0Y710;F6XTU0;A0A1B0GX79;A0A0G2JJR8;F6U1F2;F6UR09;F6WML8;F6VEM6;H0Y4L1;F6X9W3;F6U341;A0A7I2V3H1;F6TC96;H0Y759;A0A0G2JIA9;A0A0G2JJ92;A0A0G2JIB3;H0Y7K4;O95164
13	1	VGLL4	Q14135	Unique	Q14135;A0A075B6E4;Q14135-2;A0A0A6YYI5;G5E9M9;E7EQU6;Q14135-6;Q14135-5;E7EWF5;F8W708;E7EUJ2;E7ERW0;A0A1W2PQQ9;F8WBN7;C9JX59;A0A096LP98;Q14135-3;C9JBN2
14	1	HM13	Q8TCT9	Unique	A0A075B6F6;A0A0S2Z6F0;A0A3B3IT72;A0A3B3IUB5;Q8TCT9-5;Q8TCT9;Q8TCT9-4;Q8TCT9-2;A0A0C4DGU3
15	1	NOSIP	Q9Y314	Unique	A0A075B6F9;Q9Y314;M0R3B2;M0R1K2;A0A075B797;M0QX85;M0R1T7
16	1	DMD	P11532	Unique	A0A5H1ZRP8;A0A075B6G3;P11532-4;P11532-11;P11532
17	1	FILIP1	Q7Z7B0	Unique	A0A075B6G6;Q7Z7B0-3;Q7Z7B0-2;Q7Z7B0
18	3	IGKV1-27:IGKV1-9:IGKV1-8	A0A075B6S5:A0A0C4DH69:A0A0C4DH67	Multimapped	A0A0C4DH67;A0A0C4DH69;A0A075B6S5
19	1	AMBRA1	Q9C0C7	Unique	A0A075B6T1;Q9C0C7-4;Q9C0C7-2;Q9C0C7-3;Q9C0C7;Q9C0C7-5;Q9C0C7-6;H0YE34
20	2	ANXA8:ANXA8L1	P13928:A0A075B752	Multimapped	A0A087WUP0;A0A087WTN9;A0A075B752;P13928-3;Q5VT79;P13928;P13928-2
22	4	ZNF595:ZNF141:ZNF721:ZNF519	Q8IYB9:D6RIY0:D6RGC2:Q8TB69	Multimapped	A0A075B7G4;Q8IYB9;K7ERG6;E5RGH0;K7EJG2;E9PN20;D6RB60;B4E159;D6RGC2;D6RIY0;Q8TB69;A0A075B7G3
23	1	BCL2L12	Q9HB09	Unique	A0A087WSV0;Q9HB09;M0R1Z8;M0QZM6;I6LJZ9;I6LJZ7;Q9HB09-3;M0R1K0;I6LK00;Q9HB09-2
24	2	TXNRD1:TXNRD2	Q16881:Q9NNW7	Multimapped	Q16881;E9PIR7;A0A087WSY9;Q16881-5;Q16881-2;Q16881-4;A0A182DWI3;Q16881-3;Q16881-6;A0A087WSW9;F8W809;Q16881-7;E2QRB9;E9PKD3;A0A0B4J225;E9PIZ5;E9PLT3;E9PKI4;E9PQI3;A0A096LPK7;A0A096LPD9;E7EWK1;A0A182DWF2;D3YTF8;A0A182DWF3;Q9NNW7;Q9NNW7-2;E9PJU2;E9PRI8
25	1	GPX4	P36969	Unique	A0A087X2I2;A0A087WT12;P36969-2;P36969;K7ERP4;K7EJ20;K7EKX7;R4GNE4;K7ENB4;A0A0A0MTT1;A0A087X247
26	1	DCAF13	Q9NV06	Unique	A0A087WT20;Q9NV06;A0A087X1F8;B3KME9;E5RHM4
27	1	CECR2	Q9BXF3	Unique	A0A087WT21;Q9BXF3-3;Q9BXF3;B7WPH3;A0A0R4J2E1
28	1	TP53	P04637	Unique	P04637;P04637-8;J3KP33;A0A087WXZ1;E7ESS1;A0A087WT22;A0A0U1RQC9;A0A087X1Q1;P04637-9;P04637-7;P04637-5;P04637-6;P04637-2;P04637-3;P04637-4;E7EQX7;E9PFT5
29	1	UBXN8	O00124	Unique	A0A087WUA4;A0A087WV67;A0A087WT23;O00124-2;O00124-3;O00124
30	1	NOPCHAP1	Q8N5I9	Unique	Q8N5I9;A0A087WT30;J3KN91
31	1	ZNF195	O14628	Unique	A0A087WT67;O14628-4;O14628-7;O14628-5;O14628-6;O14628;E9PIY8;E9PIT0
32	1	SLC1A3	P43003	Unique	A0A087X0U3;A0A087WT87;A0A7P0TAG7;P43003-2;P43003
33	1	ARIH1	A0A087WT96	Unique	A0A087WT96
34	1	C11orf54	Q9H0W9	Unique	A0A087WT99;Q9H0W9-2;Q9H0W9;E9PQS1;E9PPB5;E9PJU8;Q9H0W9-4;Q9H0W9-3;E9PR95;E9PSC3;E9PLC5;E9PLB3;E9PIP1
35	1	EIF2B4	A0A087WTA5	Unique	A0A087WTA5;Q9UI10-3;Q9UI10-2;H7C2L8;F8WEV6
36	1	COL1A2	P08123	Unique	A0A087WTA8;P08123
37	1	CENPP	Q6IPU0	Unique	A0A087WTF1;Q6IPU0
38	1	KIZ	Q2M2Z5	Unique	A0A087WX12;A0A087X032;A0A087WTH3;A0A087X251;A0A087X0T6;Q2M2Z5-5;Q2M2Z5-2;Q2M2Z5-4;Q2M2Z5;Q2M2Z5-3
39	1	PTPRJ	Q12913	Unique	A0A087WTK0;A0A087WVC6;Q12913-2;Q12913;Q12913-3;E9PPH3
40	2	ROBO1:ROBO2	Q9Y6N7:F8WBR3	Multimapped	A0A087WTM1;Q9Y6N7-5;Q9Y6N7-4;Q9Y6N7-3;Q9Y6N7;Q9Y6N7-2;A0A087WZ85;A0A0A0MSX4;Q9Y6N7-6;H7C4Y7;H7C545;F8WBR3
41	1	RNF34	Q969K3	Unique	A0A087WTM5;H7BYJ1;Q969K3;Q969K3-2
42	1	ANKRD11	Q6UB99	Unique	A0A087WTN8;Q6UB99;A0A2R8Y4T9;A0A2R8YE03;A0A2R8YEI0;X5D778;A0A2R8Y438
43	1	LRRC41	Q15345	Unique	A0A0C4DH00;A0A087WTU1;A0A0B4J2G4;Q15345-3;Q15345;A0A087X0S7;A0A087WTI9
44	1	ALMS1	Q8TCU4	Unique	A0A087WTU9;Q8TCU4;A0A804HKC0;A0A087WV20;A0A804HL70;Q8TCU4-3;Q8TCU4-2;A0A804HJW3;A0A804HJA5;A0A804HIB7;A0A804HKP4;H7C1D9;A0A804HJ69;A0A494BZW1;A0A494C0F1
45	1	CASP8AP2	Q9UKL3	Unique	Q9UKL3;A0A087WTW5;A0A096LP21
46	2	ALG9:NA	Q9H6U8:A0A087WZ62	Multimapped	A0A087WX16;A0A087WTZ3;A0A087WVC0;A0A087WZY8;A0A087WZ62;Q9H6U8;Q9H6U8-3
48	1	MICOS10	Q5TGZ0	Unique	A0A087WU07;Q5TGZ0-2;Q5TGZ0
49	1	CD9	P21926	Unique	A6NNI4;A0A2R8Y478;A0A7I2V3T0;A0A7I2V3T7;G8JLH6;A0A087WU13;F5GXT1;P21926
50	1	CLCN3	P51790	Unique	E9PE15;A0A087WU31;A0A0A0MTB7;P51790-4;P51790-5;P51790;P51790-2
51	1	MAGT1	Q9H0U3	Unique	A0A087WU53;Q9H0U3-2;Q9H0U3
52	1	VPS45	Q9NRW7	Unique	A0A087WU65;Q9NRW7;A0A2R8YE10;A0A2R8YD95;A0A2R8YF01;A0A1B0GXI6;Q9NRW7-2;B7Z7G7;A0A2R8YDP1;A0A2R8Y7W9
53	1	CREB3L2	Q70SY1	Unique	A0A087WU77;A0A087WUP1;Q70SY1-3;Q70SY1-2;Q70SY1
54	1	CTNNBL1	Q8WYA6	Unique	A0A087WUB9;Q8WYA6;Q8WYA6-4;Q8WYA6-3;Q8WYA6-2;A2A2P1
55	1	SPCS2	Q15005	Unique	E9PL01;A0A087WUC6;Q15005;E9PI68;E9PRB9;H0YE04
56	1	OSTC	Q9NRP0	Unique	A0A087WUD3;Q9NRP0;Q9NRP0-2
57	1	GON4L	Q3T8J9	Unique	A0A087WUE6;Q3T8J9-2;Q3T8J9-3;Q3T8J9
58	1	PIBF1	Q8WXW3	Unique	A0A087WUI6;Q8WXW3;Q8WXW3-4;Q8WXW3-2
59	1	HNRNPDL	O14979	Unique	A0A087WUK2;O14979
60	1	NR2C1	P13056	Unique	A0A087WUK4;P13056-2;P13056-3;P13056
61	1	PEG10	Q86TG7	Unique	A0A087WZG9;B4DSP0;A0A087WUL4;A0A087WX23;A0A087WXK2;Q86TG7-2;Q86TG7;A0A087WYS2
62	1	LDHAL6A	A0A087WUM2	Unique	A0A087WUM2;Q6ZMR3
63	1	GTPBP8	Q8N3Z3	Unique	F8WBY6;A0A087WUP3;Q8N3Z3-3;Q8N3Z3-2;Q8N3Z3
64	1	EIF5B	O60841	Unique	A0A087WUT6;O60841
65	2	TYW1B:TYW1	Q6NUM6:A0A087WUV9	Multimapped	A0A087WUV9;Q6NUM6;Q9NV66;A0A087X1V1;A0A087WWV6;Q6NUM6-2;Q9NV66-2
66	1	IKBKG	Q9Y6K9	Unique	A0A087X0G7;A0A087WUW6;A0A087X1B1;Q9Y6K9;Q9Y6K9-2;Q9Y6K9-3;C9JH59;C9J2V2;C9JN51;A0A087WV30;C9JCG6
67	1	ARL15	Q9NXU5	Unique	Q9NXU5;A0A087WUW9;A0A0B4J222
68	2	MYCBP:NA	Q99417:A0A087WV05	Multimapped	Q99417;A0A087WV05;A0A0D9SEI7
69	1	GLMP	Q8WWB7	Unique	X6R6A3;A0A087WV34;A0A087X0W3;Q8WWB7-2;Q8WWB7
70	1	ZMYND8	A0A087WV57	Unique	A0A087WV57
71	1	KRBA1	A5PL33	Unique	C9J5U6;A0A087WVC5;A0A0C4DH65;A5PL33-3;A5PL33-2;A5PL33
72	1	ITSN2	Q9NZM3	Unique	E7EPJ2;A0A087WVF7;Q9NZM3-4;Q9NZM3-3;Q9NZM3-2;Q9NZM3;F8W719
73	1	FAT1	Q14517	Unique	Q14517;A0A087WVP1;D6RCE4
74	1	NUDT7	P0C024	Unique	H3BRQ8;A0A087WVP7;P0C024-3;P0C024-2;P0C024
75	2	CLTC:CLTCL1	Q00610:A0A087WXH4	Multimapped	A0A087WVQ6;Q00610-2;Q00610;J3KS13;K7EJJ5;J3KSQ2;J3KRF5;J3QL20;F5H5N6;A0A087WV74;A0A087WXH4
76	1	MOB2	Q70IA6	Unique	A0A087WVS8;Q70IA6-2;Q70IA6;Q70IA6-3
77	1	RAPGEFL1	Q9UHV5	Unique	A0A087WVW6;Q9UHV5
78	1	ZNF229	Q9UJW7	Unique	A0A087WVZ7;Q9UJW7-2;Q9UJW7
79	1	SELENOI	Q9C0D9	Unique	C9JAG1;A0A087WW58;Q9C0D9
80	1	CACNA1A	O00555	Unique	A0A087WW63;A0A590UJK2;A0A1C7CYY9;A0A1B0GTN7;A0A1B0GU81;A0A1B0GUS3;A0A384DVW2;A0A1B0GTW2;A0A1B0GU74;B5TYJ1;A0A1B0GTI4;O00555-6;O00555-2;O00555-4;O00555;O00555-3;O00555-5
81	1	ARHGAP21	Q5T5U3	Unique	A0A087WW76;A0A452Q6Z5;A0A805TBS0;A0A7P0TAS2;Q5T5U3;A0A1B0GTZ9;A0A1B0GV73;Q5T5U3-3
82	1	NCAM1	P13591	Unique	P13591;P13591-1;A0A087WWD4;P13591-4;A0A087WV75;A0A087WX77;A0A087WTF6;A0A087WWJ5;P13591-3;A0A087WTE4;H7BYX6;A0A0D9SF98;A0A087WVU1;A0A0D9SF30;P13591-5;A0A087WZS4;A0A087X1V2;A0A0C4DGS4;P13591-6;A0A087WTR3
83	1	SELENOM	Q8WWX9	Unique	A0A087WWF1;Q8WWX9
84	1	SSH3	Q8TE77	Unique	A0A087WWG1;Q8TE77-2;Q8TE77;Q8TE77-3;E9PIT5;C9JUG3;Q8TE77-5;Q8TE77-4
85	1	BICRA	Q9NZM4	Unique	A0A087WWH3;Q9NZM4-2;Q9NZM4
86	2	GMPR2:GMPR	Q9P2T1:P36959	Multimapped	Q9P2T1-2;H0YNJ6;H0YLV5;H0YMB3;F8WAN9;A0A087WWM4;Q9P2T1;Q9P2T1-3;H0YK13;H0YK71;H0YNH0;H0YMR9;H0YMV5;H0YN22;A0A0B4J281;H0YMG3;H0YKK3;H0YMW6;H0YLB8;P36959;H0YN74;H0YNS9;H0YL68
87	1	PRODH	O43272	Unique	E7EQL6;A0A087WWM6;O43272-2;O43272-1;O43272
88	1	RBM15	Q96T37	Unique	A0A494C001;A0A499FJY3;A0A087WWP4;Q96T37-4;Q96T37-2;Q96T37-3;Q96T37
89	1	RSBN1	Q5VWQ0	Unique	A0A087WWP8;A0A0C4DGT8;Q5VWQ0;A0A0C4DH79;Q5VWQ0-4
90	1	THOC1	Q96FV9	Unique	A0A087WWS1;Q96FV9;Q96FV9-2;A0A087WY84;J3KT14;R4GMN4;J3KRD7;J3QQZ3;R4GN58
91	1	JPH4	Q96JJ6	Unique	Q96JJ6;A0A087WWT0;F5H1L9
92	2	CBFA2T3:RUNX1T1	O75081:Q06455	Multimapped	A0A087WWT6;A0A0A0MSU1;Q06455-6;Q06455-5;Q06455-4;Q06455-2;Q06455;Q06455-3;H0YC25;H3BNH2;O75081-2;O75081-4;O75081
93	1	GDAP1L1	A0A087WWT8	Unique	H0Y6A7;H0UIB3;Q5TE61;A0A087WWT8;Q96MZ0-2;Q96MZ0;Q96MZ0-4
94	1	TMEM237	Q96Q45	Unique	A0A087WWU1;Q96Q45-2;F2Z329;Q96Q45;Q96Q45-5;Q96Q45-3
95	1	TNS1	Q9HBL0	Unique	E7ERH1;E9PGF5;A0A087WWW7;E9PF55;A0A494C067;A0A804HI61;A0A2R8Y4T1;Q9HBL0
97	1	BCL10	O95999	Unique	O95999;A0A087WWW9;A0A3B3ISX2
98	1	PRDM11	A0A087WWZ6	Unique	A0A087WWZ6
99	1	SELENOW	P63302	Unique	A0A087WX02;F8WB74;P63302;M0QYX1
100	1	MTHFSD	Q2M296	Unique	H3BUU0;H3BPD2;H3BVG2;H3BP93;A0A087WX22;H3BNE5;H3BSD1;H3BQU0;Q2M296-4;Q2M296-2;Q2M296-3;Q2M296
101	1	KCTD17	Q8N5Z5	Unique	A0A087WX35;Q8N5Z5-2;Q8N5Z5;H7C323;H0Y731
102	1	RUSC1	Q9BVN2	Unique	A0A087WZ68;Q68CX2;A0A087WX95;Q9BVN2-2;Q9BVN2-3;Q9BVN2-4;Q9BVN2
103	1	BCL2L13	Q9BXK5	Unique	A0A087WX97;Q9BXK5;A0A087WTL4;Q9BXK5-4;Q9BXK5-2;E9PDD6
104	1	NDUFA10	O95299	Unique	A0A7I2V594;O95299;E7ESZ7;A0A087WXC5;A0A7I2V438;A0A7I2V419;A0A7I2V2X3;A0A7I2V5B2;A0A7I2V2W9;A0A7I2YQU0;A0A7I2V458;A0A7I2V5U7;H7C2X4;A0A7I2V2N6;A0A7I2V4N8;A0A7I2V327;A0A7I2V5L0;O95299-2;A0A7I2V3H5;A0A7I2V2F6;H7C2W5;C9J6X0;A0A7I2V3D4;A0A7I2V2I6;Q8N1B9;A0A7I2V2J5
105	1	SLC9A7	Q96T83	Unique	A0A087WXD1;Q96T83
106	1	ING1	Q9UK53	Unique	A0A087WXF7;A0A0C4DFW2;Q9UK53-4;Q9UK53-5;Q9UK53-2;Q9UK53;Q9UK53-3
107	1	ZCCHC17	Q9NP64	Unique	A0A0D9SEW3;A0A087WXF8;Q9NP64-2;Q9NP64-3;Q9NP64;A0A087WXU5;A0A087WYV3;A0A087WYF0
108	1	FAM83D	Q9H4H8	Unique	A0A087WXK8;Q9H4H8;Q9H4H8-2
109	1	VPS11	Q9H270	Unique	A0A087WXL6;Q9H270;B7Z879;A0A087X2J4;A0A0G2JS92
110	2	RPL17:RPL17-C18orf32	P18621:A0A0A6YYL6	Multimapped	A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;P18621-3;J3QLC8;J3KRB3;A0A087WWH0;J3QS96;A0A0A0MRF8;P18621-2;A0A087WY81;J3KSJ0
111	1	BCAM	P50895	Unique	A0A087WXM8;P50895;K7ENU8;K7ERB7
112	1	INTS12	Q96CB8	Unique	A0A087WXN4;Q96CB8;C9J0M6;E9PGI3;A0A1B0GX90;C9JDP3;D6R9W3
113	1	MTSS2	Q765P7	Unique	A0A087WXN9;Q765P7
114	1	ITGB6	P18564	Unique	A0A087WXP3;E9PEE8;P18564-2;P18564
115	1	RNASEH2B	Q5TBB1	Unique	Q5TBB1;A0A087WXR7;A0A2R8YGP2;A0A2R8Y6Q6;A0A2R8YCX2;A0A2R8YEH2;A0A2R8Y7R8;A0A2R8Y6Y1;A0A2R8Y459;A0A2R8Y4S2;A0A2R8Y687;A0A2R8YCJ4;A0A2R8Y6M7;A0A087WZJ6;A0A2R8Y761;A0A2R8Y883;A0A2R8Y7Q3;A0A2R8YEU9;A0A2R8YCP1;A0A2R8YE60;A0A2R8YEC1;Q5TBB1-2;A0A2R8YEB4;A0A2R8Y4Y9
116	1	SALL3	Q9BXA9	Unique	A9JR48;A0A087WXW6;A0A140TA74;A0A140TA70;Q9BXA9-3;Q9BXA9-4;Q9BXA9-2;Q9BXA9;I3L3L8
117	2	PRKAA2:PRKAA1	P54646:Q96E92	Multimapped	P54646;A0A087WXX9;Q96E92
118	1	ATXN3	P54252	Unique	D3VVH9;A0A087WXY4;P54252-4;P54252-1;P54252;A0A2R8Y3X7;G3V3R7;A0A087X1A8;F5H211;G3V4U9;E9PJN5;G3V526;P54252-3;C9JQV6;G3V328;A0A0A0MS38;S4R399;G3V2G1;G3V3T6;G3V2G2;A0A2R8Y888;P54252-5;G3V4F4;G3V4F5;G3V5H3;D3VVP3;G3V3S5;G3V390;G3V4B1;D6R9I5;G3V3T0;G3V3A6
119	1	HEATR6	Q6AI08	Unique	A0A087WXZ7;K7EIX2;Q6AI08;K7ELR8;K7ESP5
120	1	VTA1	Q9NP79	Unique	A0A087WY55;Q9NP79;Q5TGM0;Q9NP79-2
121	1	NEK3	P51956	Unique	A0A087WY58;P51956-2;P51956
122	2	GSTT2:GSTT2B	P0CG29:P0CG30	Multimapped	A0A087WY67;Q6ICJ4;P0CG30;P0CG29
123	1	AP2M1	Q96CW1	Unique	A0A087WY71;Q96CW1-2;Q96CW1;E9PFW3;C9JJ47;C9JGT8;C9JJD3;C9JTK4;C9JPV8;H7C4C3
124	1	UBE2D3	P61077	Unique	A0A087WY85;P61077;P61077-2;P61077-3;D6RAH7;H9KV45;D6RA11;D6RIZ3;D6R9F6;D6R933;D6RGD0;D6R980
125	1	SLC6A6	P31641	Unique	A0A087WY96;P31641;C9JPV1;A0A087WYN0;P31641-2
126	1	FAAH	O00519	Unique	A0A087WYA0;O00519
127	1	APOOL	Q6UXV4	Unique	A0A087WYF7;Q6UXV4
128	1	PDLIM3	Q53GG5	Unique	A0A2U3TZH4;A0A087WYF8;Q53GG5-2;Q53GG5;D6RAF1;Q53GG5-3;A0A2R8Y6L7
129	1	MAPK8IP3	Q9UPT6	Unique	E9PFH7;A0A087WYG2;A0A669KB35;Q9UPT6
130	1	APBB1	O00213	Unique	A0A087X0V7;A0A087WYH9;J3KPL8;O00213-4;O00213-6;O00213-3;O00213-5;O00213-2;O00213;A0A075B7G8;V9GYR7;V9GY97
131	1	INTS11	Q5TA45	Unique	C9IYS7;A0A087WYI0;Q5TA45-2;Q5TA45-4;Q5TA45-3;Q5TA45;Q5TA45-5;J3QRY6;C9J979;Q96HV7
132	3	KCNN3:KCNN2:KCNN1	Q9UGI6:Q9H2S1:A0A087X2E7	Multimapped	A0A087WYJ0;Q9UGI6;A0A804HIF9;A0A087X2E7;A0A669KBH3;A0A3F2YNY5;Q9H2S1-2;Q9UGI6-3;Q9UGI6-2;Q9H2S1
133	1	GRIA3	P42263	Unique	A0A087WYJ6;P42263-2;P42263
135	1	ZNF107	Q9UII5	Unique	A0A0B4J2G0;A0A087WYK5;Q9UII5
136	3	SEZ6L2:SEZ6:SEZ6L	Q6UXD5:A0A0A0MSU7:B0QYH5	Multimapped	A0A087WYL5;Q6UXD5-2;Q6UXD5-3;Q6UXD5-5;Q6UXD5;Q6UXD5-6;Q6UXD5-4;H3BN26;B0QYH4;B0QYH5;H0YF95;A0A0A0MSU7;Q53EL9-3
137	1	MED6	O75586	Unique	G3V4A5;A0A087WYL7;O75586;O75586-2
138	1	KIAA0586	Q9BVV6	Unique	A0A087WYM5;A0A494C0M8;A0A494C171;Q9BVV6-2;Q9BVV6-4;Q9BVV6;Q9BVV6-3;A0A494C058;H0YJF0;A0A494C0Z1;A0A494C1C3;A0A494C075
139	1	DHX29	Q7Z478	Unique	Q7Z478;A0A087WYN9;H0Y8L1
140	2	SELENOH:NA	Q8IZQ5:H3BV83	Multimapped	A0A087WYP2;Q8IZQ5;H0YE28;H3BV83
141	1	TSPAN6	O43657	Unique	A0A087WYV6;O43657;A0A087WZU5
142	3	SYNJ2BP:SYNJ2BP-COX16:COX16	P57105:A0A087WYV9:A0A087WX56	Multimapped	A0A087X1F5;A0A087WYV9;P57105;A0A087WTA2;A0A087WX56
143	2	RAVER1:NA	Q8IY67:K7EQG2	Multimapped	A0A087WZ13;E9PAU2;Q8IY67-2;Q8IY67;K7EKR9;Q8IY67-3;K7EQG2
144	1	ANK3	A0A087WZ65	Unique	A0A087WZ65;A0A087WVC2;A0A087WY90;A0A087WTE8;A0A087WWI5;H0Y951;H0YAH5;A0A087WX55
145	1	PARVB	Q9HBI1	Unique	A0A087WZB5;Q9HBI1-3;Q9HBI1;Q9HBI1-2;B0QYP8
146	1	HMGN3	Q15651	Unique	A0A087WZE9;Q15651;Q15651-2
147	1	ARHGEF18	Q6ZSZ5	Unique	A0A3B3IPE9;A0A087WZG4;M0QZS0;A0A804CAZ4;Q6ZSZ5-2;Q6ZSZ5-1;Q6ZSZ5-6;Q6ZSZ5-5;Q6ZSZ5;A0A590UK10
148	1	ZNF254	A0A087WZJ7	Unique	F5H2M4;A0A087X0A2;A0A087WZJ7;O75437;O75437-2
149	2	RNASET2:NA	O00584:H0YAE9	Multimapped	A0A804HKZ2;A0A804HJZ7;D6REQ6;A0A087WZM2;D6RHI9;O00584;H0YAE9
150	1	IDH3B	O43837	Unique	A0A087WZN1;O43837;A0A087X2E5;O43837-2;O43837-3;A0A0D9SG66
151	1	METTL7B	Q6UX53	Unique	A0A087WZT2;Q6UX53
152	1	CDK16	Q00536	Unique	A0A087WZU2;Q00536;Q00536-3;Q00536-2;H0YAZ9;E5RGN0;H0YC36;H0YBX5;H0YC60;E5RJM2
153	1	PPIP5K2	O43314	Unique	A0A087WZV0;O43314;O43314-2;D6RBU4;H0Y9M0;A0A087WWN8;K7EPT7;D6RFG4
154	1	BCL9L	Q86UU0	Unique	A0A087WZX0;Q86UU0-4;Q86UU0-2;Q86UU0;Q86UU0-3
155	1	NDUFB6	O95139	Unique	A0A087WZX2;O95139;O95139-2
156	1	KIF3A	Q9Y496	Unique	J3KPF9;A0A087X011;E9PES4;Q9Y496;C9J9X2;H7C2F6
157	1	SBDS	Q9Y3A5	Unique	Q9Y3A5;A0A087X020;F8WE72
158	1	JADE2	Q9NQC1	Unique	C9J929;B5MBX1;A0A7P0TAP8;A0A0C4DFT8;A0A087X085;G3XAA4;Q9NQC1-3;Q9NQC1-2;Q9NQC1
159	1	SNAP47	Q5SQN1	Unique	A0A087X0B7;Q5SQN1;Q5SQN1-4;U3KPT7;A0A7P0T9T2;A0A7P0T899;A0A087X2J6;H7C3C7;A0A7P0T8U4;A0A7P0Z4P6;Q5SQN1-2;H0Y627;Q5SQN1-3
160	2	CAB39:CAB39L	Q9Y376:Q9H9S4	Multimapped	A0A087X0K1;Q9Y376;B7ZBJ4;Q5TAW7;Q9H9S4
161	1	TRBV17	A0A087X0K7	Unique	A0A087X0K7
162	1	OXA1L	Q15070	Unique	E7EVY0;A0A087X0L7;J3KNA0;Q15070-2;Q15070;C9JC63;Q15070-3
163	1	SLC4A1AP	Q9BWU0	Unique	A0A087X0M4;Q9BWU0;A0A087WWF4;H7C256
164	1	ZNF850	A0A087X0M6	Unique	A0A087X0M6;A8MQ14
165	2	NOL4:NOL4L	O94818:Q96MY1	Multimapped	A0A087X0N3;O94818-4;Q96MY1;O94818-3;O94818;A0A087WTU5;Q96MY1-2;K7EQ17;O94818-2
166	1	CENPE	Q02224	Unique	A0A087X0P0;Q02224-3;Q02224;A0A5F9ZH24;D6RHK2
167	1	SLC7A6OS	Q96CW6	Unique	Q96CW6;A0A087X0P9;I3L4S1
168	2	SP8:SP9	Q8IXZ3:P0CG40	Multimapped	A0A087X0Q6;Q8IXZ3-2;Q8IXZ3-1;Q8IXZ3;Q8IXZ3-4;P0CG40
169	1	SELENOO	Q9BVL4	Unique	A0A087X0Q9;Q9BVL4
170	2	KDM6A:UTY	O15550:A0A804HKG5	Multimapped	O15550;A0A6Q8PFD0;A0A6Q8PHB6;F8W8R6;A0A804HJA2;A0A6Q8PFK0;F5H6S1;A0A6Q8PG32;A0A6Q8PGN0;F5H5V6;A0A6Q8PG92;A0A6Q8PHJ0;A0A087X0R0;A0A804HIZ7;A0A804HKG5;H0Y6I7;A0A804HLJ3;A0A804HI49;A0A087WUN6;A0A6Q8PGG6;A0A6Q8PH94
171	1	SNX12	Q9UMY4	Unique	A0A087X0R6;Q9UMY4;Q9UMY4-1;Q9UMY4-3
172	1	ZBTB8OS	Q8IWT0	Unique	A0A087X0V4;Q8IWT0;A8K0B5;Q8IWT0-2;A0A087WTK6;A0A087WUU3;F6SII6;S4R426;A0A087X1H4;D3DPQ2;H7C3R6;A0A087WW18
173	3	ACOT2:ACOT1:ACOT6	P49753:Q86TX2:Q3I5F7	Multimapped	A0A087X0W7;Q86TX2;G3V4F2;A0A087WT95;P49753;P49753-2;Q3I5F7
