maxquant_row_id	num_gene_names	gene_names	uniprot_acc	is_unique	protein_ids
5574	1	TADA2B	Q86TJ2	Unique	Q86TJ2-3;Q86TJ2-2;Q86TJ2
5575	1	SYVN1	Q86TM6	Unique	Q86TM6-2;Q86TM6-3;Q86TM6
5576	1	TRPT1	Q86TN4	Unique	Q86TN4-2;Q86TN4;Q86TN4-4;F5H6B6;F5H8A0;Q86TN4-3;F5H1K3;H0YGY9
5577	1	MRPL52	Q86TS9	Unique	Q86TS9-3;Q86TS9;G3V3U6;Q86TS9-2;G5E9P5
5579	1	RBM23	Q86U06	Unique	Q86U06-4;Q86U06-5;Q86U06-2;Q86U06;G3XAP0;Q86U06-3;G3V546;G3V225;G3V2B4
5580	1	ISCA2	Q86U28	Unique	Q86U28;J3QSS7;Q86U28-2
5581	1	NOP9	Q86U38	Unique	Q86U38;Q86U38-2;A0A3B3ISH6
5582	4	PABPN1:BCL2L2-PABPN1:PABPN1L:BCL2L2	Q86U42:A0A7I2V383:A6NDY0:Q92843-2	Multimapped	Q86U42;Q86U42-2;Q92843-2;A0A7I2V383;H0YJH9;A6NDY0-2;A6NDY0;A6NDY0-4
5583	1	METTL3	Q86U44	Unique	Q86U44;H0YFV6;F5H6D8;B4DTN4;B4E349;Q86U44-2
5584	1	PBRM1	Q86U86	Unique	Q86U86-8;Q86U86;Q86U86-5;Q86U86-4;Q86U86-7;Q86U86-9;Q86U86-2;Q86U86-3;E7EVG2;H0Y5B5;Q86U86-6;C9JPI5;C9JQF1;C9J053;C9JCJ2
5585	1	YRDC	Q86U90	Unique	Q86U90
5586	1	PRPF39	Q86UA1	Unique	Q86UA1;Q86UA1-2;H0YJY9;G3V5M7;F8WB90
5587	1	RPAIN	Q86UA6	Unique	Q86UA6-3;Q86UA6-4;Q86UA6-9;Q86UA6-2;Q86UA6;Q86UA6-8;Q86UA6-6;Q86UA6-5;Q86UA6-7
5588	1	SAPCD2	Q86UD0	Unique	Q86UD0
5589	1	ZNF329	Q86UD4	Unique	Q86UD4
5590	1	MTDH	Q86UE4	Unique	Q86UE4;E5RJU9;H0YB56;H0YBJ8;H0YBE0
5591	1	ZNF598	Q86UK7	Unique	Q86UK7-3;Q86UK7;H3BQQ2;H3BPG6;Q86UK7-2;Q86UK7-4
5592	1	GPAT4	Q86UL3	Unique	Q86UL3;E5RIA1;E5RHA6
5593	1	KTN1	Q86UP2	Unique	Q86UP2;Q86UP2-4;Q86UP2-2;Q86UP2-3;G3V4Y7;B7Z6P3;G3V5G2;H0YJV5;H0YJZ8;G3V5P0;H0YJP2
5594	1	ZNF589	Q86UQ0	Unique	Q86UQ0;Q86UQ0-2;Q86UQ0-3;C9JGA6;F8VZ09;C9J1J1;B4DQF9
5595	1	SMG6	Q86US8	Unique	Q86US8;Q86US8-2;Q86US8-3
5596	1	NLRX1	Q86UT6	Unique	Q86UT6;Q86UT6-2;C9JLK8;C9JQE9;C9J0R6
5598	1	USP48	Q86UV5	Unique	Q86UV5;Q86UV5-8;Q86UV5-2;Q86UV5-3;A0A0A0MRS6;Q86UV5-5;Q86UV5-7;Q86UV5-4;Q86UV5-6;H3BLX5;E9PJH5
5599	1	N4BP2	Q86UW6	Unique	Q86UW6-2;Q86UW6;H0YA93;D6RC09
5600	1	HAPLN4	Q86UW8	Unique	Q86UW8
5601	1	"NAA40"	Q86UY6	Unique	Q86UY6-3;Q86UY6;F5H2C9;Q86UY6-4
5602	1	NT5DC3	Q86UY8	Unique	Q86UY8;H7C3S8;H7C193;Q86UY8-2
5603	1	CASZ1	Q86V15	Unique	Q86V15-2;Q86V15
5605	1	CABP7	Q86V35	Unique	Q86V35
5606	1	FAM124A	Q86V42	Unique	Q86V42-2;Q86V42;Q86V42-3
5608	1	PNMA8A	Q86V59	Unique	Q86V59;Q86V59-2;M0R388
5610	1	MDP1	Q86V88	Unique	Q86V88;Q86V88-2;Q86V88-3
5611	1	LAPTM4B	Q86VI4	Unique	Q86VI4-2;Q86VI4
5612	1	VPS36	Q86VN1	Unique	Q86VN1;Q86VN1-2;A0A3B3ISW7
5613	2	CAND1:CAND2	Q86VP6:F8WBB8	Multimapped	Q86VP6;Q86VP6-2;A0A0C4DGH5;H0YH27;Q86VP6-3;F5H6I6;A0A3B3ISC4;F8WBB8
5614	1	LCA5	Q86VQ0	Unique	Q86VQ0
5615	1	GLCCI1	Q86VQ1	Unique	Q86VQ1;H7C2L5;H7C0B2
5616	1	RETREG3	Q86VR2	Unique	Q86VR2;K7ENZ6;K7EMF4;K7ELM8;K7EJ34;K7ENF4;K7EQI9;Q86VR2-2;K7EJ42
5617	1	HOOK3	Q86VS8	Unique	Q86VS8;H0YDM4;H0YDK4
5618	1	COMTD1	Q86VU5	Unique	Q86VU5;R4GNF4
5619	1	RTTN	Q86VV8	Unique	Q86VV8-3;Q86VV8;A0A7I2V670;A0A1W2PR96;J3KSV7;J3KTD2;A0A7I2V5W4;A0A1W2PR32;A0A1W2PQI7;A0A1W2PPP3;Q86VV8-2;Q86VV8-4
5620	1	SESTD1	Q86VW0	Unique	Q86VW0;F8WFB2;C9J4X8;C9JHW6;H0Y774;H7BZR8
5621	1	TSPYL5	Q86VY4	Unique	Q86VY4
5622	1	TMEM200A	Q86VY9	Unique	Q86VY9
5623	1	THOC6	Q86W42	Unique	Q86W42;Q86W42-3;Q86W42-2
5624	1	METTL16	Q86W50	Unique	Q86W50;I3L3W3;I3L4V1;I3L362;Q86W50-2;K7EKQ8
5625	1	PARG	Q86W56	Unique	Q86W56;Q86W56-3;Q86W56-2;Q86W56-5;Q86W56-4
5626	1	PPFIBP1	Q86W92	Unique	Q86W92-4;Q86W92-2;Q86W92;Q86W92-3;H0YFE4;F5GZP6;A0A0A0MTP2;F5H6Q7;F5H0E0;F5H495;Q86W92-5
5627	1	BPHL	Q86WA6	Unique	Q86WA6-2;Q86WA6;Q49AI2;B4DML3
5628	1	LONP2	Q86WA8	Unique	Q86WA8-2;Q86WA8;E7EN44;H3BUW8;H3BQ67;H3BPF7
5629	1	OSTM1	Q86WC4	Unique	Q86WC4;A0A0A0MSP4
5630	1	CHD1L	Q86WJ1	Unique	Q86WJ1;Q86WJ1-2;A0A0A0MRH8;Q86WJ1-4;Q86WJ1-3;A0A494C1F7;A0A0A0MSH9;A0A494C1P7;Q86WJ1-5;A0A494C179;A0A494C0J6;A0A087WTM4;A0A494C0F0;A0A494C0M4;A0A494C1H0;A0A494C111;A0A494C1I3;A0A494C0B8;A0A494C0Q0;A0A494C1S1;A0A087WWW4;A0A494C1H1;A0A087WZM7;A0A494C1F3
5631	1	FCHSD1	Q86WN1	Unique	Q86WN1;Q86WN1-2;E5RK49;E5RGB1;E5RGT6;Q86WN1-3
5632	1	NR2C2AP	Q86WQ0	Unique	Q86WQ0;Q86WQ0-2;F5H0B6;U3KQ53
5633	1	CCDC25	Q86WR0	Unique	Q86WR0;Q86WR0-2;G3V121;B7Z2L8
5634	1	PROSER2	Q86WR7	Unique	Q86WR7;D3DRR9;Q86WR7-2;X6RHS9
5635	1	LDHD	Q86WU2	Unique	Q86WU2-2;Q86WU2
5636	1	CCDC43	Q96MW1	Unique	Q86WV7;Q96MW1;Q96MW1-2;K7ER24
5637	1	RPS19BP1	Q86WX3	Unique	Q86WX3;F8WFE7
5638	1	CDR2L	Q86X02	Unique	Q86X02
5639	1	RALGPS2	Q86X27	Unique	Q86X27;Q86X27-3;Q86X27-2
5640	1	LSR	Q86X29	Unique	S4R3V8;Q86X29-6;Q86X29-5;Q86X29-4;Q86X29;Q86X29-2;Q86X29-3;M0QZL9;M0R1W9
5641	1	CHSY1	Q86X52	Unique	Q86X52
5642	1	ERICH1	Q86X53	Unique	Q86X53;E5RHA3;H0YB25;H0YBT6
5643	1	CARM1	Q86X55	Unique	Q86X55-1;Q86X55;Q86X55-2;K7EQA8;K7EK20;K7EPK1;K7EQB9;K7ERM3;K7EIQ8
5644	1	NIT1	Q86X76	Unique	Q86X76-2;Q86X76-4;Q86X76;Q86X76-3;Q86X76-5
5645	1	NCAPG2	Q86XI2	Unique	Q86XI2;Q86XI2-2;H0Y6U5
5646	1	ZSWIM9	Q86XI8	Unique	Q86XI8;Q86XI8-2
5647	1	SFR1	Q86XK3	Unique	Q86XK3-3;Q86XK3;Q86XK3-2
5648	1	ANKLE2	Q86XL3	Unique	Q86XL3;Q86XL3-2;F5H6J0
5649	1	ZNF761	Q86XN6	Unique	Q86XN6;A0A494C1D2;A0A087WXU7;Q6IQ01
5650	1	PROSER1	Q86XN7	Unique	Q86XN7-2;Q86XN7
5651	1	DDX42	Q86XP3	Unique	Q86XP3;Q86XP3-2;A0A0A0MSJ0;J3QRI2;J3KTK9;J3KRE3
5652	1	ZNF677	M0R297	Unique	Q86XU0;M0R0I7;M0R079;M0QYA4;M0R1V2;M0R297
5653	2	FRAS1:HIVEP2	Q86XX4:P31629	Multimapped	Q86XX4-2;A0A804HL50;Q86XX4;A0A804HI32;Q86XX4-5;H0Y8V2;H0Y9C9;H0Y9A6;Q86XX4-4;Q86XX4-6;P31629
5654	1	SPATS2	Q86XZ4	Unique	Q86XZ4;F8VS10
5655	1	VRK2	Q86Y07	Unique	Q86Y07-5;Q86Y07-2;Q86Y07;Q86Y07-4;Q86Y07-3;E9PBU1;E7ERS5
5656	1	DZIP3	Q86Y13	Unique	Q86Y13;C9J702;C9J9M8;Q86Y13-2
5657	1	COL23A1	Q86Y22	Unique	Q86Y22
5658	1	CACUL1	Q86Y37	Unique	Q86Y37;Q86Y37-2;Q86Y37-4
5659	1	XYLT1	Q86Y38	Unique	Q86Y38
5660	1	DNAAF5	Q86Y56	Unique	Q86Y56;Q86Y56-2;H0Y650;E9PGY2;Q86Y56-3;H7C3B1
5661	1	STX12	Q86Y82	Unique	Q86Y82;B1AJQ6
5662	1	PTOV1	Q86YD1	Unique	Q86YD1;M0QY25;M0QYH6;M0QZB9;M0QYQ4;M0QYH7;A0A0C4DGR2;Q86YD1-3;Q86YD1-2
5663	1	PDSS2	Q86YH6	Unique	Q86YH6;Q5JRD6;Q86YH6-2
5664	1	TDRP	Q86YL5	Unique	Q86YL5;Q86YL5-2
5665	1	HOMER1	Q86YM7	Unique	Q86YM7;Q86YM6;Q86YM7-2;Q86YM7-3
5666	1	GATAD2A	Q86YP4	Unique	Q86YP4;Q86YP4-3;Q86YP4-2;C9JJK9;C9JGN4;C9JMI3;C9JVY3;V9GY85;H7C3H1;V9GYX5
5667	1	RAB11FIP4	Q86YS3	Unique	Q86YS3;Q86YS3-2;K7EL58
5668	1	RAB43	Q86YS6	Unique	Q86YS6;C9JFM7;Q86YS6-2
5669	1	C2CD5	Q86YS7	Unique	Q86YS7;Q86YS7-2;Q86YS7-3;Q86YS7-4;Q86YS7-5;H0YFE9;H0YGU7;H0YFC4
5670	1	MIB1	Q86YT6	Unique	Q86YT6
5671	1	PRAG1	Q86YV5	Unique	Q86YV5
5672	1	HPS6	Q86YV9	Unique	Q86YV9
5673	1	DCP2	Q8IU60	Unique	Q8IU60-2;Q8IU60;B7Z3U5;A0A6Q8PGL6
5674	1	IRF2BP1	Q8IU81	Unique	Q8IU81
5675	1	CAMK1D	Q8IU85	Unique	Q8IU85;A0A087WUR6;Q8IU85-2
5676	2	RHPN2:RHPN2P1	Q8IUC4:A8MT19	Multimapped	Q8IUC4;Q8IUC4-2;K7EL35;A8MT19
5678	1	H2AC21	Q8IUE6	Unique	Q8IUE6
5680	1	MYO18B	Q8IUG5	Unique	Q8IUG5-2;Q8IUG5;Q8IUG5-3
5681	1	RBM45	Q8IUH3	Unique	Q8IUH3-2;Q8IUH3-3;Q8IUH3
5682	1	ZDHHC13	Q8IUH4	Unique	Q8IUH4;Q8IUH4-2;Q8IUH4-3
5683	1	CRLF3	Q8IUI8	Unique	Q8IUI8;J3KST8;J3QLS9
5684	1	CRLF3	Q8IUI8-2	Unique	Q8IUI8-2
5685	1	SIAH1	Q8IUQ4	Unique	Q8IUQ4-3;Q8IUQ4;Q8IUQ4-2;H3BU09
5686	1	TRAPPC5	Q8IUR0	Unique	Q8IUR0;M0QZQ8
5687	1	LRRC49	H0YNV5	Unique	Q8IUZ0-3;Q8IUZ0-4;Q8IUZ0;Q8IUZ0-2;H0YNI5;H0YLZ6;H0YKI5;H0YLQ8;H0YKE9;H0YNV5
5688	1	PLD3	Q8IV08	Unique	Q8IV08;M0R3G9;M0R1F7;M0R2W7;E2QRG1
5689	1	CCDC71	Q8IV32	Unique	Q8IV32
5690	1	HID1	Q8IV36	Unique	Q8IV36-2;Q8IV36;J3KSF1;Q8IV36-3;E9PIM7;E9PMS4
5691	1	ANKMY2	Q8IV38	Unique	Q8IV38;G3V0G5;F8WB95
5692	1	ERI1	Q8IV48	Unique	Q8IV48;E5RIV7;E5RJM3
5693	1	NUDCD3	Q8IVD9	Unique	Q8IVD9
5694	1	AHNAK2	Q8IVF2	Unique	Q8IVF2-3;Q8IVF2
5695	2	FMNL1:FMNL3	O95466:Q8IVF7	Multimapped	Q8IVF7;F8W1F5;Q8IVF7-3;Q8IVF7-2;F8VYL1;K7EJE6;A0A0A0MR62;O95466;O95466-3
5696	1	MAP4K3	Q8IVH8	Unique	Q8IVH8-3;Q8IVH8;Q8IVH8-2;F5H5A3;F8WBC3;V9GY95;F8WAZ1;H7C1A4
5697	1	P3H2	Q8IVL5	Unique	Q8IVL5;Q8IVL5-2;C9JSL4;C9J313
5698	1	P3H3	Q8IVL6	Unique	Q8IVL6;Q8IVL6-2
5699	1	CCDC50	Q8IVM0	Unique	Q8IVM0;Q8IVM0-2
5700	1	MCAT	Q8IVS2	Unique	Q8IVS2;Q8IVS2-2
5701	1	ARID3B	Q8IVW6	Unique	Q8IVW6-4;Q8IVW6;Q8IVW6-3;H3BQ92
5702	1	MAPKAPK5	Q8IW41	Unique	Q8IW41;Q8IW41-2;R4GN33
5703	1	SLITRK4	Q8IW52	Unique	Q8IW52
5704	1	WDR75	Q8IWA0	Unique	Q8IWA0
5705	1	MFN1	Q8IWA4	Unique	Q8IWA4;Q8IWA4-3;H7C5H5;Q8IWA4-2;C9JXQ1;C9JQT7
5706	1	SLC44A2	Q8IWA5	Unique	Q8IWA5;Q8IWA5-2;Q8IWA5-3;K7EPV6;K7ESF5;K7ER17;K7EMR2
5707	1	ITPRIP	Q8IWB1	Unique	Q8IWB1;X6RK76
5708	2	WDFY1:NA	Q8IWB7:A0A494C0A6	Multimapped	Q8IWB7;C9JJ54;A0A494C0A6
5709	1	MAP7D3	Q8IWC1	Unique	Q8IWC1-3;Q8IWC1;Q8IWC1-2;Q8IWC1-4;A0A0A0MRP0
5710	1	CCDC117	Q8IWD4	Unique	Q8IWD4-3;Q8IWD4;Q8IWD4-4;Q8IWD4-2;F8WBN8;B0QYH3;B0QYH1
5711	1	FAM114A1	Q8IWE2	Unique	Q8IWE2;Q8IWE2-2
5712	1	DCUN1D3	Q8IWE4	Unique	Q8IWE4
5713	1	DENND6A	Q8IWF6	Unique	Q8IWF6
5714	1	MGA	Q8IWI9	Unique	Q8IWI9;Q8IWI9-3;H3BP52
5715	1	GCC2	Q8IWJ2	Unique	Q8IWJ2;B8ZZW2;H7BYJ9;U3KQE0;U3KPU4;B8ZZA5;Q8IWJ2-3
5716	1	ADGRA3	Q8IWK6	Unique	Q8IWK6-3;Q8IWK6
5717	1	HSCB	Q8IWL3	Unique	Q8IWL3;B0QYH2
5718	1	BRSK2	Q8IWQ3	Unique	Q8IWQ3-6;Q8IWQ3-3;Q8IWQ3-2;Q8IWQ3-4;Q8IWQ3;Q8IWQ3-5;A0A0C4DGH9;H0YES6
5720	1	LRRC8A	Q8IWT6	Unique	Q8IWT6
5722	1	UBR1	Q8IWV7	Unique	Q8IWV7;A0A087WTJ9;Q8IWV7-2
5723	1	UBR2	Q8IWV8	Unique	Q8IWV8-4;Q8IWV8;Q8IWV8-2;Q8IWV8-3
5724	1	ARHGAP12	Q8IWW6	Unique	Q8IWW6-2;Q8IWW6-4;Q8IWW6;Q1RLN5;Q8IWW6-3;H0Y5D8
5725	2	ANKHD1:ANKHD1-EIF4EBP3	Q8IWZ3:H7C0V5	Multimapped	Q8IWZ3-6;Q8IWZ3;Q8IWZ3-4;H0Y4P6;H0Y785;H0Y472;A0A0A0MQZ8;H0Y7Y3;H7C0V5
5726	1	BBS7	Q8IWZ6	Unique	Q8IWZ6-2;Q8IWZ6
5727	1	SUGP1	Q8IWZ8	Unique	Q8IWZ8;V9GZ08;B4DVK3;Q8IWZ8-2;K7EM86;K7ESM0;K7ELR6
5728	1	WWC1	Q8IX03	Unique	Q8IX03;H0YBE8;H3BLZ3;Q8IX03-2;H0YAU4
5729	1	CCAR1	Q8IX12	Unique	Q8IX12-2;Q8IX12;A0A0C4DGG8;F5H2E6;F5H1H2;F5H3E1;H0YFJ7;F5H7M9;F5H1L3;F5H3I8
5730	1	DHX40	Q8IX18	Unique	Q8IX18-4;Q8IX18-3;Q8IX18;F5H625;Q8IX18-2;J3KS08;J3KSX9
5731	1	SKA3	Q8IX90	Unique	Q8IX90;Q8IX90-3
5732	1	DNAJC10	Q8IXB1	Unique	Q8IXB1;A0A7P0TAQ9;A0A7P0Z431;Q8IXB1-2;A0A7P0TB97;A0A7P0TB22;E7EP04;A0A7P0Z4F2;A0A494C1G5;Q8IXB1-3;A0A7P0TB83;A0A7P0T9B7;A0A7P0T8Y3;H7C1G0
5733	1	RHOT2	Q8IXI1	Unique	Q8IXI1;H3BST5;I3L2C6;Q8IXI1-2;H3BUX4;H3BU27;H3BMP9;H3BVI5
5734	1	RHOT1	Q8IXI2	Unique	Q8IXI2-4;Q8IXI2;Q8IXI2-5;Q8IXI2-2;Q8IXI2-7;Q8IXI2-3;H7BXZ6;Q8IXI2-6;K7EIQ7;J3KSR5;J3QLG2;K7EP86
5735	3	BAP18:C17orf49:RNASEK-C17orf49	Q8IXM2:F8W1H0:H0YIS7	Multimapped	Q8IXM2;Q8IXM2-3;F8W038;H0YIS7;F8W1H0;Q8IXM2-2
5736	1	MRPL41	Q8IXM3	Unique	Q8IXM3
5737	1	C9orf40	Q8IXQ3	Unique	Q8IXQ3
5738	1	KLHL7	Q8IXQ5	Unique	Q8IXQ5;Q8IXQ5-2;Q8IXQ5-5;H7C259;E5RFN1
5739	1	KLHL7	Q8IXQ5-3	Unique	Q8IXQ5-3;Q8IXQ5-4
5740	1	RBM12B	Q8IXT5	Unique	Q8IXT5;B9ZVT1;E5RHG1;E5RJ83;E5RJV8
5741	1	SLC35F2	Q8IXU6	Unique	Q8IXU6-3;Q8IXU6
5742	1	RPAP2	Q8IXW5	Unique	Q8IXW5-2;Q8IXW5
5743	1	ZC3H3	Q8IXZ2	Unique	Q8IXZ2;A0A0J9YYE2;Q8IXZ2-2;H0YEY2
5744	1	SMC5	Q8IY18	Unique	Q8IY18
5745	1	CMIP	Q8IY22	Unique	Q8IY22;A0A087WY48;Q8IY22-3;Q8IY22-2
5746	1	PLPP6	Q8IY26	Unique	Q8IY26
5747	1	DHX37	Q8IY37	Unique	Q8IY37;F5H3Y4
5748	1	FTSJ3	Q8IY81	Unique	Q8IY81;J3KS36;J3QSE2;J3KS74;J3QRS5;J3QR05
5749	1	SLX4	Q8IY92	Unique	Q8IY92-2;Q8IY92
5750	1	TMEM192	Q8IY95	Unique	Q8IY95-2;Q8IY95
5751	1	CKAP2L	Q8IYA6	Unique	Q8IYA6;Q8IYA6-3;F8WBE0;Q8IYA6-2
5752	1	MB21D2	Q8IYB1	Unique	Q8IYB1
5753	2	SMAP1:SMAP2	Q8IYB5:Q8WU79	Multimapped	Q8IYB5-3;Q8IYB5-2;Q8IYB5;A0A087X1X9;H0Y5G0;X6RCC3;A0A087WV97;Q8WU79-2;Q8WU79
5754	1	DIS3L2	Q8IYB7	Unique	Q8IYB7;Q8IYB7-3;Q8IYB7-2;Q8IYB7-4;Q8IYB7-5;C9JGP4;H7C036
5755	1	SUPV3L1	Q8IYB8	Unique	Q8IYB8;B1AR60
5756	1	GSPT2	Q8IYD1	Unique	Q8IYD1
5757	1	ZZZ3	Q8IYH5	Unique	Q8IYH5-2;Q8IYH5;Q8IYH5-3;Q8IYH5-4
5758	1	EXOC8	Q8IYI6	Unique	Q8IYI6
5759	1	REM2	Q8IYK8	Unique	Q8IYK8
5760	1	TRIM22	Q8IYM9	Unique	Q8IYM9-2;Q8IYM9;C9JIU5;C9JWC5;C9J060;H7BZD3;H7C376;H7C262;H7C2K0
5761	1	TCEAL8	Q8IYN2	Unique	Q8IYN2;Q5H9L1
5762	1	THNSL1	Q8IYQ7	Unique	Q8IYQ7
5763	1	SMYD4	Q8IYR2	Unique	Q8IYR2;I3L496;I3L2P4;I3L1V4;I3L428
5764	1	PM20D2	Q8IYS1	Unique	Q8IYS1
5765	1	KIAA2013	Q8IYS2	Unique	Q8IYS2;Q8IYS2-2
5766	1	HACE1	Q8IYU2	Unique	Q8IYU2-3;Q8IYU2;H0YAU8;Q8IYU2-2;Q8IYU2-4;H0YC48;H0YBH3
5767	1	MICU2	Q8IYU8	Unique	Q8IYU8
5768	1	RNF168	Q8IYW5	Unique	Q8IYW5
5769	1	ANKRD13A	Q8IZ07	Unique	Q8IZ07
5770	1	PHACTR4	Q8IZ21	Unique	Q8IZ21-3;Q8IZ21;Q8IZ21-2;A0A0J9YVR0;A0A0J9YWV8
5771	1	RCOR2	Q8IZ40	Unique	Q8IZ40
5772	1	CHPF	Q8IZ52	Unique	Q8IZ52;Q8IZ52-2;Q8IZ52-4;F8W6H2
5773	1	RPUSD2	Q8IZ73	Unique	Q8IZ73;Q8IZ73-2;A0A087WXE2
5774	1	ALDH16A1	Q8IZ83	Unique	Q8IZ83;Q8IZ83-3;F5H4B6;Q8IZ83-2;M0QY06
5775	1	ZNF101	Q8IZC7	Unique	Q8IZC7-2;Q8IZC7;K7ENV8;K7EN16
5776	1	KMT2E	Q8IZD2-5	Unique	Q8IZD2-5
5777	1	DCP1B	Q8IZD4	Unique	Q8IZD4;F5H4R4;B4DVJ6
5778	1	SCYL3	Q8IZE3	Unique	X6RHX1;Q8IZE3-2;Q8IZE3
5779	1	XRN1	Q8IZH2	Unique	Q8IZH2-2;Q8IZH2;H7C5E4;Q8IZH2-3
5780	1	UNC5B	Q8IZJ1	Unique	Q8IZJ1-2;Q8IZJ1
5781	1	PELP1	Q8IZL8	Unique	Q8IZL8;C9JFV4;E7EV54;I3L445;I3L1P4;I3L4M7;I3L4P1
5782	1	ADGRG2	Q8IZP9	Unique	Q8IZP9-9;Q8IZP9-8;Q8IZP9-7;Q8IZP9-5;Q8IZP9-6;Q8IZP9-3;Q8IZP9-4;Q8IZP9-2;Q8IZP9;Q8IZP9-10
5783	1	WDFY3	Q8IZQ1	Unique	Q8IZQ1;Q8IZQ1-2;H0YAD8
5784	1	RBIS	Q8N0T1	Unique	Q8N0T1;A0A087WWE7;E5RGR5;Q8N0T1-2
5785	1	FAM185A	Q8N0U4	Unique	Q8N0U4-3;Q8N0U4
5786	1	VKORC1L1	Q8N0U8	Unique	Q8N0U8-2;Q8N0U8;A0A3B3ISV4
5787	1	RBFA	Q8N0V3	Unique	Q8N0V3
5788	5	NLGN1:NLGN3:NLGN2:NLGN4X:NLGN4Y	Q8N2Q7:Q9NZ94:Q8NFZ4:Q8N0W4:A6NMU8	Multimapped	Q8N0W4;Q8N0W4-2;B4DHI3;Q8NFZ3-2;Q8NFZ3;A6NMU8;Q9NZ94-3;Q9NZ94-2;Q9NZ94;J3KQ19;Q8N2Q7-2;Q8NFZ4;Q8N2Q7;A0A2R8YCI5;I3L498;E7EVK0
5789	1	CLYBL	Q8N0X4	Unique	Q8N0X4;Q5JVC2;Q8N0X4-2;Q5JVC1;Q5JVB9;Q5JVC0
5790	1	SPART	Q8N0X7	Unique	Q8N0X7
5791	1	SPICE1	Q8N0Z3	Unique	Q8N0Z3;H7C5N4
5792	1	TTC5	Q8N0Z6	Unique	Q8N0Z6;H9KV81
5793	1	PUSL1	Q8N0Z8	Unique	Q8N0Z8
5794	1	MIER1	Q8N108	Unique	Q8N108-17;Q8N108;Q8N108-13;Q8N108-12;Q8N108-16;Q8N108-14;Q8N108-18;Q8N108-15;Q8N108-19
5795	1	CEND1	Q8N111	Unique	Q8N111
5796	1	RPTOR	Q8N122	Unique	Q8N122;Q8N122-3;Q8N122-2
5797	1	ORMDL3	Q8N138	Unique	Q8N138;Q8N138-4;J3QRM9
5798	1	ZFP82	Q8N141	Unique	Q8N141
5799	1	ADSS1	Q8N142	Unique	Q8N142;Q8N142-2;G3V2N1
5800	1	CCAR2	Q8N163	Unique	Q8N163;Q8N163-2;H0YB24;G3V119;A0A087X2B6;E5RFJ3;E5RHJ4;E5RGU7;H0YC58;H0YC69;E5RHH8
5801	1	NDUFAF2	Q8N183	Unique	Q8N183;A0A7I2YQX2;D6RA56;A0A7I2V3X5;A0A7I2V4Z7;H0YA50
5802	1	SIX5	Q8N196	Unique	Q8N196;H0YLF6;H0YLK1
5803	1	VPS52	Q8N1B4	Unique	Q8N1B4;Q8N1B4-2
5804	1	LYG1	Q8N1E2	Unique	Q8N1E2
5805	1	NUP93	Q8N1F7	Unique	Q8N1F7;H3BVG0;Q8N1F7-2;H3BPA9;H3BM93;H3BRI8;H3BNN5;H3BV11;H3BP95;H3BMX0;H3BVE2;H3BRD9;H3BV15;H3BNG7
5806	1	STK11IP	Q8N1F8	Unique	Q8N1F8
5807	1	ZNF687	Q8N1G0	Unique	Q8N1G0;Q8N1G0-2;H0Y5I5;F8WCX2;A2A3Q2
5808	1	REXO1	Q8N1G1	Unique	Q8N1G1
5809	1	CMTR1	Q8N1G2	Unique	Q8N1G2;Q5T7F5;H0Y4T0;H0YCQ1
5810	1	LRRC47	Q8N1G4	Unique	Q8N1G4;J3KRP5
5811	1	INTS1	Q8N201	Unique	Q8N201;H7C582
5812	1	SYNE4	Q8N205	Unique	Q8N205-2;Q8N205
5813	2	H2BU1:H2BE1	Q8N257:A0A2R8Y619	Multimapped	Q8N257;A0A2R8Y619
5814	1	ARMC10	Q8N2F6	Unique	Q8N2F6-4;Q8N2F6-2;Q8N2F6-6;Q8N2F6-5;Q8N2F6-3;Q8N2F6;A0A0J9YWR7;A0A0J9YXE4;H7C2M7;A0A0J9YXV5;H7BXQ8;C9J5N7;A0A0J9YY38
5815	1	GHDC	Q8N2G8	Unique	Q8N2G8-3;Q8N2G8;K7ESN3;Q8N2G8-2
5816	1	ABHD12	Q8N2K0	Unique	Q8N2K0;Q8N2K0-2;Q8N2K0-3;A0A5F9ZH71;I3L206;A0A5F9ZHQ8;A0A5F9ZH49;A0A5F9ZHH2;A0A5F9ZHQ0;A0A5F9ZGT4;A0A5F9ZGW7;A0A5F9ZH28;I3L1V0;I3L294;A0A5F9ZGZ9;A0A5F9ZHF0;A0A5F9ZHM3;I3L380;A0A5F9ZHG5;I3L440;Q5T712
5817	1	PIAS4	Q8N2W9	Unique	Q8N2W9
5818	1	CENPS	Q8N2Z9	Unique	Q8N2Z9;Q8N2Z9-3;Q8N2Z9-2
5819	1	SVBP	Q8N300	Unique	Q8N300
5820	1	NXPE1	Q8N323	Unique	Q8N323;F5H0Y6;F5H6W7;Q8N323-2
5821	1	GPD1L	Q8N335	Unique	Q8N335;C9K0P5;C9JFA7
5822	1	MIER2	Q8N344	Unique	Q8N344;A0A087WZA4
5823	1	SLC35F6	Q8N357	Unique	Q8N357
5824	1	KDM8	Q8N371	Unique	Q8N371-2;Q8N371;H3BM39;H3BR76;Q8N371-3
5825	1	ARHGAP18	Q8N392	Unique	Q8N392-2;Q8N392
5826	1	ASCC3	Q8N3C0	Unique	Q8N3C0;Q8N3C0-4;E5RFZ0;Q8N3C0-3;J3KNJ4
